S,I,X,R,D,N
1010.4,0.684796,0.582228,98.5714,2.76,
1566.86,2.03461,1.96712,251.103,7.03088,
1365.02,0.92152,0.775941,131.601,3.68483,
1573.85,1.12234,0.932999,153.785,4.30599,
1657.89,1.09853,0.923521,157.669,4.41472,
2748.82,1.68916,1.41887,253.961,7.11091,
2318.07,3.03654,2.9086,366.713,10.268,
1763.23,1.2715,1.08046,182.311,5.10471,
2437.76,1.69835,1.43999,246.209,6.89384,
1936.88,1.54808,1.25841,194.857,5.456,
1545.74,1.03664,0.861383,146.263,4.09537,
2018.78,1.37956,1.14408,193.285,5.41198,
1776.72,1.19464,0.997995,169.35,4.7418,
2545.53,1.74371,1.44904,244.437,6.84422,
2330.36,1.63687,1.3476,224.374,6.28246,
2534.17,1.63461,1.33881,231.382,6.47869,
1583.47,1.18181,0.971432,155.04,4.34112,
1416.43,1.08978,0.886713,139.685,3.91117,
2136.74,1.52429,1.24515,203.786,5.706,
2402.47,1.6468,1.36684,229.105,6.41494,
1405.91,0.977873,0.807748,133.562,3.73975,
1643.48,1.13325,0.937209,157.048,4.39735,
1948.21,1.31842,1.0971,186.157,5.2124,
2225.98,1.38652,1.16504,204.735,5.73257,
2298.26,3.11204,2.97596,372.23,10.4224,
1403.71,0.318002,0.302592,165.048,4.62135,
1816.71,0.408419,0.391369,211.57,5.92395,
2101.8,0.462667,0.432575,237.653,6.65429,
1809.97,0.368636,0.35709,209.44,5.86432,
1957.06,0.406374,0.396782,228.737,6.40463,
1288.57,0.277526,0.25909,144.843,4.0556,
1443.15,0.317631,0.296821,161.705,4.52774,
1333.76,0.268802,0.25815,151.472,4.24122,
1710.13,0.347242,0.335064,194.737,5.45263,
2571.03,0.56125,0.527539,289.763,8.11336,
1483.25,0.325107,0.30869,169.372,4.74241,
1159.05,0.2459,0.232106,131.781,3.68986,
1191.4,0.258804,0.243684,135.313,3.78876,
1158.88,0.252797,0.235511,130.961,3.66691,
1186.37,0.264861,0.246198,134.352,3.76186,
1447.43,0.320764,0.302992,165.315,4.62882,
1514.75,0.308381,0.291906,169.89,4.75692,
1468.04,0.293095,0.282298,163.794,4.58624,
1262.55,0.245884,0.235922,141.019,3.94852,
1386.85,0.274535,0.263687,155.268,4.34751,
1290.66,0.271596,0.253865,144.761,4.0533,
1197.86,0.252472,0.236044,133.907,3.74938,
1246.78,0.256466,0.243744,140.782,3.94189,
1318.34,0.280278,0.262316,148.944,4.17042,
1415.33,0.293309,0.278877,159.626,4.46953,
1347.4,0.296326,0.280993,157.613,4.41315,
1432.61,0.300634,0.292446,168.091,4.70654,
1782.8,0.37537,0.368794,215.42,6.03177,
1324.22,0.253623,0.252508,154.935,4.33818,
1369.89,0.304383,0.288836,158.089,4.4265,
1432.67,0.312488,0.293103,165.104,4.62291,
1606.34,0.340511,0.320362,180.933,5.06614,
1579.73,0.32512,0.30755,177.665,4.97463,
1512.02,0.304544,0.291786,170.61,4.77707,
2322.02,0.482673,0.458305,260.743,7.30079,
1445.01,0.308198,0.289196,162.838,4.55945,
1598.38,0.337345,0.318074,179.924,5.03789,
1246.63,0.258505,0.245103,139.943,3.91842,
1676.32,0.347906,0.346675,206.209,5.77385,
1352.83,0.270914,0.270527,165.984,4.64754,
2123.9,0.448913,0.440534,255.07,7.14196,
2076.6,0.435462,0.430711,247.601,6.93282,
1393.66,0.295844,0.281218,158.327,4.43317,
1328.37,0.287497,0.267543,149.88,4.19664,
1379.7,0.290284,0.275432,155.382,4.3507,
1331.16,0.280818,0.264088,149.118,4.17529,
1902.97,2.55315,2.67602,632.105,17.6989,
2249.69,3.22211,3.21363,456.1,12.7708,
2094.99,2.80044,2.93875,696.766,19.5094,
1802.05,2.36964,2.49883,615.84,17.2435,
2305.33,3.31472,3.28346,449.486,12.5856,
1085.85,1.46372,1.54167,368.819,10.3269,
968.33,1.30763,1.37844,327.805,9.17855,
2564.49,3.36506,3.54692,878.987,24.6116,
1904.84,2.54484,2.66764,637.106,17.839,
1111.85,1.47642,1.55646,370.732,10.3805,
1386.55,1.83527,1.93121,454.949,12.7386,
1928.27,2.56224,2.68644,625.956,17.5268,
1318.23,1.74839,1.84622,460.289,12.8881,
2067.62,2.71117,2.86211,692.418,19.3877,
2029.49,2.88174,2.87879,426.802,11.9504,
2281.49,2.94959,3.10716,727.092,20.3586,
2180.42,2.90141,3.02746,697.134,19.5197,
2100.52,2.72631,2.87759,694.43,19.444,
2022.61,2.69681,2.83482,682.741,19.1167,
1742.29,2.33324,2.44954,578.722,16.2042,
2036.82,2.59715,2.75589,659.365,18.4622,
974,1.30579,1.37636,322.293,9.02421,
1269.13,1.69698,1.78111,417.697,11.6955,
2206.03,2.80642,2.96547,693.773,19.4257,
1290.92,1.74021,1.82735,433.379,12.1346,
1907.25,1.47536,1.18254,183.943,5.1504,
1318.71,1.07225,0.854239,128.761,3.60531,
2207.83,1.76147,1.41361,217.891,6.10096,
3183.53,2.41234,1.94697,306.528,8.58278,
1752.52,1.30163,1.04655,166.474,4.66128,
1583.44,1.17638,0.944405,149.259,4.17925,
2351.02,1.80291,1.45307,227.354,6.36592,
1454.24,1.07216,0.865148,136.019,3.80852,
1610.9,1.17971,0.94036,149.788,4.19405,
1933.13,1.45028,1.16928,185.069,5.18193,
2352.52,1.82802,1.46831,227.81,6.37867,
2543.74,2.03002,1.62559,250.591,7.01654,
2147.46,1.62866,1.31989,206.799,5.79038,
2363.61,1.9556,1.56696,236.255,6.61514,
1622.71,1.22505,0.985087,154.743,4.33282,
1456.67,1.1417,0.914859,140.339,3.9295,
1521.02,1.19775,0.960208,146.718,4.1081,
3137.8,2.37292,1.90241,300.515,8.41442,
2723.86,1.80729,1.46954,246.946,6.91449,
3133.11,2.54648,2.05526,314.486,8.8056,
1714.7,1.29868,1.04277,163.388,4.57486,
1735.04,1.2359,1.0008,162.183,4.54113,
1328.77,0.986801,0.795463,125.924,3.52588,
1588.72,1.19176,0.958909,150.903,4.22527,
1944.61,1.47484,1.18755,186.504,5.2221,
1407.48,1.19676,0.958276,141.406,3.95936,
1429.75,1.24141,0.985835,144.963,4.05896,
2290.49,1.59921,1.28649,209.756,5.87316,
2465.57,1.84109,1.48593,235.505,6.59414,
1722.09,1.34496,1.06699,165.853,4.64388,
1892.71,1.73697,1.33876,193.787,5.42603,
1807.05,1.62975,1.26432,183.904,5.14932,
1807.43,1.46562,1.17529,177.95,4.98261,
1366.1,1.23254,0.951143,136.887,3.83283,
2061.13,1.73729,1.37725,207.935,5.82218,
1625.55,1.46927,1.13799,165.214,4.62598,
1553.47,1.42173,1.10094,158.565,4.43981,
1708.77,1.5201,1.19435,173.654,4.86231,
1624.82,1.39917,1.11369,165.05,4.62141,
1521.2,1.26313,0.989585,149.363,4.18215,
2265.77,2.0515,1.59946,231.111,6.4711,
1380.91,1.28838,0.994054,141.839,3.9715,
2421.02,2.25131,1.74706,251.924,7.05387,
