S,I,X,R,D,N
1113,6.67614e-05,2.79618e-06,2.79618e-06,7.82929e-08,
1829,0.000179956,4.87187e-06,4.87187e-06,1.36412e-07,
1502,8.30035e-05,2.88824e-06,2.88824e-06,8.08707e-08,
1734,0.000193276,3.94409e-06,3.94409e-06,1.10434e-07,
1822,0.000171055,3.91585e-06,3.91585e-06,1.09644e-07,
3013,0.000149677,5.87754e-06,5.87754e-06,1.64571e-07,
2701,0.000152313,6.0588e-06,6.0588e-06,1.69646e-07,
1953,0.000109709,4.38909e-06,4.38909e-06,1.22895e-07,
2694,0.000215496,1.42819e-05,1.42819e-05,3.99892e-07,
2140,0.000242976,5.96895e-06,5.96895e-06,1.67131e-07,
1698,0.00019137,4.21454e-06,4.21454e-06,1.18007e-07,
2220,0.000134385,5.5708e-06,5.5708e-06,1.55982e-07,
1953,0.000178978,4.36776e-06,4.36776e-06,1.22297e-07,
2800,0.000160176,6.10586e-06,6.10586e-06,1.70964e-07,
2564,0.000146332,5.72112e-06,5.72112e-06,1.60191e-07,
2775,0.000406619,1.42154e-05,1.42154e-05,3.98032e-07,
1745,0.000100382,4.26375e-06,4.26375e-06,1.19385e-07,
1562,9.36303e-05,3.44601e-06,3.44601e-06,9.64882e-08,
2349,0.000131664,5.18324e-06,5.18324e-06,1.45131e-07,
2641,0.000153333,5.81787e-06,5.81787e-06,1.629e-07,
1545,9.39969e-05,3.71116e-06,3.71116e-06,1.03913e-07,
1807,0.000107799,4.64697e-06,4.64697e-06,1.30115e-07,
2142,0.000122818,4.6612e-06,4.6612e-06,1.30513e-07,
2439,0.000316198,2.6518e-05,2.6518e-05,7.42503e-07,
2687,0.000229481,6.33913e-06,6.33913e-06,1.77496e-07,
1574,8.60563e-05,3.42114e-06,3.42114e-06,9.57921e-08,
2035,0.000111312,4.26146e-06,4.26146e-06,1.19321e-07,
2347,0.000239365,1.81109e-05,1.81109e-05,5.07105e-07,
2026,0.000252288,1.9675e-05,1.9675e-05,5.50899e-07,
2193,0.000128033,4.60824e-06,4.60824e-06,1.29031e-07,
1438,8.28304e-05,3.45324e-06,3.45324e-06,9.66909e-08,
1610,8.0712e-05,2.98974e-06,2.98974e-06,8.37129e-08,
1490,0.00018139,3.12838e-06,3.12838e-06,8.75945e-08,
1911,0.000227669,5.17414e-06,5.17414e-06,1.44876e-07,
2870,0.000152059,6.01895e-06,6.01895e-06,1.6853e-07,
1658,9.12687e-05,3.89522e-06,3.89522e-06,1.09066e-07,
1295,7.37873e-05,3.30359e-06,3.30359e-06,9.25005e-08,
1331,7.65335e-05,3.4323e-06,3.4323e-06,9.61043e-08,
1294,0.000144769,2.93935e-06,2.93935e-06,8.23018e-08,
1325,7.47565e-05,2.78577e-06,2.78577e-06,7.80015e-08,
1618,9.05392e-05,3.85825e-06,3.85825e-06,1.08031e-07,
1690,0.000100308,3.95695e-06,3.95695e-06,1.10795e-07,
1637,0.000101365,4.1906e-06,4.1906e-06,1.17337e-07,
1408,0.000153678,1.14987e-05,1.14987e-05,3.21962e-07,
1547,0.000160699,1.13767e-05,1.13767e-05,3.18547e-07,
1440,8.40794e-05,3.09784e-06,3.09784e-06,8.67396e-08,
1336,0.000153144,1.24968e-05,1.24968e-05,3.4991e-07,
1392,0.000143703,1.12597e-05,1.12597e-05,3.15272e-07,
1472,0.000168051,3.02775e-06,3.02775e-06,8.4777e-08,
1580,0.000173555,3.38141e-06,3.38141e-06,9.46796e-08,
1510,0.000181574,1.46958e-05,1.46958e-05,4.11482e-07,
1606,9.42934e-05,3.80855e-06,3.80855e-06,1.06639e-07,
2005,0.000253201,5.26336e-06,5.26336e-06,1.47374e-07,
1484,9.39027e-05,3.7938e-06,3.7938e-06,1.06226e-07,
1533,0.00015349,1.18139e-05,1.18139e-05,3.30789e-07,
1603,9.00036e-05,3.55016e-06,3.55016e-06,9.94046e-08,
1793,0.000172619,4.02492e-06,4.02492e-06,1.12698e-07,
1763,0.000170012,4.07417e-06,4.07417e-06,1.14077e-07,
1688,0.000107449,4.28735e-06,4.28735e-06,1.20046e-07,
2591,0.000284923,1.38455e-05,1.38455e-05,3.87674e-07,
1613,0.000361525,2.55754e-05,2.55754e-05,7.16112e-07,
1784,0.000199917,1.56375e-05,1.56375e-05,4.37849e-07,
1391,0.000141551,2.89628e-06,2.89628e-06,8.10959e-08,
