S,I,X,R,D,N
1101.88,0.0841319,0.0553329,10.6818,0.29909,
1810.72,0.138254,0.0909291,17.5567,0.491587,
1486.99,0.113537,0.0746722,14.4158,0.403642,
1716.67,0.131074,0.0862062,16.6442,0.466036,
1803.79,0.137726,0.0905812,17.4878,0.489659,
2982.9,0.227756,0.149793,28.9148,0.809613,
2674.01,0.20417,0.134281,25.9294,0.726023,
1933.49,0.147628,0.097094,18.7453,0.524868,
2667.08,0.203641,0.133934,25.8569,0.723994,
2118.61,0.161763,0.106391,20.5441,0.575234,
1681.03,0.128353,0.0844165,16.2977,0.456335,
2197.82,0.167811,0.110368,21.3084,0.596634,
1933.48,0.147629,0.097094,18.7455,0.524874,
2772.02,0.211654,0.139203,26.8757,0.752519,
2538.38,0.193815,0.12747,24.6113,0.689117,
2747.27,0.209765,0.13796,26.6345,0.745767,
1727.56,0.131905,0.086753,16.7502,0.469005,
1546.39,0.118072,0.0776549,14.9938,0.419827,
2325.53,0.177562,0.116781,22.5488,0.631368,
2614.61,0.199635,0.131298,25.3496,0.709789,
1529.56,0.116787,0.0768099,14.8293,0.41522,
1788.94,0.136592,0.0898355,17.3442,0.485638,
2120.6,0.161915,0.10649,20.5598,0.575675,
2414.63,0.184367,0.121256,23.4088,0.655446,
2660.14,0.203111,0.133585,25.7974,0.722328,
1558.27,0.11898,0.078252,15.1056,0.422956,
2014.67,0.153828,0.101171,19.5292,0.546818,
2323.55,0.177413,0.116682,22.5227,0.630636,
2005.75,0.153147,0.100723,19.4479,0.54454,
2171.08,0.165771,0.109026,21.051,0.589429,
1423.63,0.1087,0.0714907,13.7992,0.386376,
1593.92,0.121702,0.0800418,15.4496,0.432588,
1475.11,0.11263,0.0740757,14.3001,0.400403,
1891.9,0.144454,0.095006,18.3424,0.513587,
2841.33,0.216947,0.142684,27.542,0.771177,
1641.44,0.12533,0.0824282,15.9109,0.445505,
1282.06,0.0978901,0.0643813,12.4268,0.34795,
1317.7,0.100612,0.0661711,12.7722,0.357621,
1281.07,0.0978147,0.0643316,12.4171,0.347678,
1311.76,0.100158,0.0658729,12.7142,0.355997,
1601.84,0.122306,0.0804395,15.5267,0.434747,
1673.11,0.127749,0.0840189,16.2204,0.454172,
1620.64,0.123742,0.081384,15.711,0.439909,
1393.93,0.106432,0.069999,13.5133,0.378372,
1531.54,0.116939,0.0769096,14.848,0.415743,
1425.61,0.108851,0.0715901,13.8185,0.386919,
1322.65,0.10099,0.0664196,12.8204,0.35897,
1378.09,0.105222,0.0692037,13.3585,0.374037,
1457.29,0.11127,0.073181,14.1258,0.395521,
1564.21,0.119434,0.0785503,15.1627,0.424556,
1494.91,0.114142,0.0750702,14.4922,0.40578,
1589.95,0.121398,0.0798428,15.4142,0.431598,
1984.96,0.151559,0.0996794,19.2484,0.538957,
1469.17,0.112176,0.0737773,14.2447,0.398851,
1517.68,0.115881,0.0762136,14.7113,0.411916,
1586.98,0.121172,0.0796938,15.3837,0.430743,
1775.09,0.135535,0.0891397,17.2072,0.481801,
1745.39,0.133267,0.0876482,16.9194,0.473743,
1671.13,0.127598,0.0839195,16.2013,0.453636,
2565.11,0.195857,0.128813,24.8685,0.696319,
1596.88,0.121928,0.0801909,15.4796,0.433429,
1766.18,0.134855,0.0886923,17.1206,0.479375,
1377.1,0.105147,0.069154,13.3491,0.373775,
1870.12,0.14279,0.0939126,18.1371,0.507839,
1508.77,0.115199,0.0757661,14.6323,0.409704,
2363.14,0.180435,0.118671,22.9169,0.641672,
2308.69,0.176277,0.115936,22.3881,0.626868,
1541.44,0.117695,0.0774068,14.9416,0.418366,
1468.18,0.112101,0.0737278,14.2314,0.398478,
1524.61,0.11641,0.0765617,14.7783,0.413793,
1470.16,0.112253,0.0738272,14.2509,0.399025,
