S,I,X,R,D,N
1102.83,0.193169,0.370323,9.34587,0.261684,
1812.28,0.317465,0.608621,15.3612,0.430114,
1488.27,0.260687,0.499763,12.6129,0.353163,
1718.15,0.300966,0.57699,14.5628,0.407758,
1805.35,0.316236,0.60626,15.3008,0.428424,
2985.47,0.522937,1.00251,25.2983,0.708352,
2676.31,0.468845,0.898848,22.6871,0.635239,
1935.15,0.338979,0.649858,16.401,0.459229,
2669.38,0.46759,0.89642,22.6232,0.633451,
2120.44,0.371462,0.712149,17.9752,0.503306,
1682.48,0.294712,0.564995,14.2595,0.399267,
2199.71,0.385319,0.738701,18.6436,0.522022,
1935.15,0.338969,0.649845,16.4013,0.459236,
2774.41,0.485998,0.931718,23.5147,0.658411,
2540.57,0.445036,0.853193,21.5336,0.602941,
2749.64,0.481639,0.923358,23.3037,0.652502,
1729.05,0.30288,0.580662,14.6556,0.410356,
1547.72,0.271116,0.51977,13.1189,0.367329,
2327.53,0.407726,0.781677,19.7292,0.552417,
2616.86,0.458397,0.8788,22.1795,0.621026,
1530.88,0.268151,0.514079,12.9748,0.363295,
1790.48,0.313632,0.601269,15.1752,0.424907,
2122.42,0.371779,0.712748,17.9887,0.503685,
2416.71,0.423317,0.811541,20.4812,0.573475,
2662.44,0.466431,0.894237,22.5718,0.632012,
1559.62,0.273174,0.523697,13.2164,0.370058,
2016.4,0.353182,0.677075,17.0867,0.478428,
2325.55,0.407325,0.78087,19.7057,0.551761,
2007.48,0.351643,0.674147,17.016,0.476449,
2172.96,0.380629,0.729727,18.4187,0.515724,
1424.86,0.249558,0.47842,12.0733,0.338051,
1595.29,0.279411,0.53565,13.5172,0.378483,
1476.38,0.258589,0.495743,12.5118,0.350329,
1893.53,0.331668,0.635844,16.0487,0.449363,
2843.77,0.498099,0.954892,24.0973,0.674725,
1642.85,0.287744,0.551627,13.9209,0.389785,
1283.17,0.224743,0.430844,10.8725,0.30443,
1318.84,0.230989,0.442819,11.1747,0.312892,
1282.18,0.224567,0.430506,10.864,0.304192,
1312.89,0.229946,0.440817,11.1239,0.31147,
1603.22,0.280802,0.538316,13.5847,0.380372,
1674.56,0.293306,0.562302,14.192,0.397376,
1622.04,0.284103,0.544656,13.7462,0.384895,
1395.13,0.244358,0.468461,11.8234,0.331054,
1532.86,0.268485,0.514716,12.9912,0.363753,
1426.84,0.249906,0.479085,12.0902,0.338526,
1323.79,0.231851,0.444472,11.2169,0.314074,
1379.28,0.241577,0.463124,11.6878,0.327257,
1458.55,0.255462,0.489737,12.359,0.346053,
1565.56,0.274207,0.525676,13.2664,0.371458,
1496.2,0.26207,0.502409,12.6798,0.355033,
1591.32,0.278734,0.534364,13.4866,0.377624,
1986.67,0.348017,0.667208,16.8417,0.471568,
1470.44,0.25756,0.493779,12.4634,0.348977,
1518.99,0.26605,0.510037,12.8713,0.360397,
1588.35,0.278203,0.53334,13.4597,0.376871,
1776.62,0.311179,0.596553,15.0551,0.421544,
1746.89,0.30597,0.586571,14.8034,0.414495,
1672.57,0.292961,0.561636,14.1753,0.396907,
2567.32,0.449692,0.862114,21.7586,0.609241,
1598.26,0.279932,0.536654,13.5436,0.379222,
1767.7,0.309612,0.593549,14.9793,0.419421,
1378.29,0.241402,0.462789,11.6796,0.327029,
1871.73,0.327905,0.628657,15.8695,0.444346,
1510.07,0.264536,0.507167,12.8029,0.35848,
2365.18,0.414337,0.794361,20.0515,0.561442,
2310.68,0.404785,0.776042,19.5888,0.548487,
1542.77,0.270215,0.518021,13.0729,0.366041,
1469.45,0.257368,0.493393,12.4514,0.34864,
1525.93,0.267263,0.512362,12.93,0.36204,
1471.43,0.257716,0.49406,12.4686,0.34912,
2534.6,0.444187,0.851625,21.5009,0.602026,
2700.07,0.473176,0.907203,22.9036,0.6413,
2791.23,0.489182,0.937902,23.6801,0.663042,
2417.67,0.4238,0.81258,20.5184,0.574516,
2748.63,0.481641,0.923427,23.3117,0.652726,
1454.57,0.254906,0.488721,12.3387,0.345484,
1296.04,0.227115,0.435434,10.9933,0.307813,
3443.2,0.603608,1.15734,29.2246,0.818288,
2541.54,0.445421,0.854,21.561,0.603708,
1482.32,0.259763,0.498037,12.5739,0.352071,
1841.01,0.322615,0.618538,15.6155,0.437235,
2553.43,0.44746,0.857896,21.6581,0.606426,
1778.58,0.311748,0.597719,15.0918,0.422569,
2759.52,0.48368,0.927361,23.4152,0.655625,
2451.37,0.429639,0.823751,20.799,0.582373,
3007.24,0.526992,1.01038,25.5078,0.714217,
2876.45,0.504032,0.966344,24.3948,0.683054,
2794.2,0.489765,0.939041,23.7103,0.663888,
2705.02,0.474098,0.908989,22.9507,0.642619,
2320.58,0.406677,0.779711,19.6851,0.551183,
2695.12,0.47235,0.905635,22.865,0.64022,
1296.04,0.227098,0.435401,10.9915,0.307761,
1686.43,0.295521,0.566583,14.3037,0.400504,
2898.25,0.507884,0.973742,24.5822,0.688303,
1724.08,0.302135,0.57927,14.625,0.4095,
2079.81,0.364357,0.698539,17.6328,0.493718,
1439.72,0.252207,0.483526,12.2052,0.341746,
2412.74,0.422697,0.810394,20.4561,0.57277,
3470.97,0.608088,1.16582,29.4275,0.82397,
1908.39,0.334311,0.64093,16.1779,0.452981,
1723.1,0.301847,0.578692,14.6068,0.408991,
2564.34,0.449256,0.861311,21.7417,0.608768,
1581.41,0.277028,0.531113,13.4065,0.375382,
1750.85,0.306714,0.588025,14.843,0.415603,
2106.56,0.369038,0.707509,17.8593,0.500061,
2566.32,0.449614,0.862012,21.7599,0.609278,
2779.35,0.486928,0.93354,23.565,0.65982,
2341.4,0.410194,0.786418,19.8511,0.55583,
2586.13,0.453101,0.868701,21.9299,0.614037,
1767.69,0.309667,0.593687,14.9858,0.419601,
1588.35,0.278249,0.533456,13.4654,0.377031,
1658.7,0.29057,0.557074,14.0618,0.39373,
3419.44,0.599133,1.14869,28.9987,0.811963,
2953.75,0.517426,0.991983,25.0374,0.701048,
3429.36,0.600802,1.15185,29.0742,0.814079,
1867.77,0.327195,0.627292,15.8338,0.443345,
1886.6,0.330475,0.633567,15.991,0.447749,
1446.65,0.253413,0.485826,12.2627,0.343355,
1730.04,0.303066,0.581032,14.6664,0.410658,
2119.45,0.371296,0.711849,17.9687,0.503123,
1540.78,0.269924,0.517496,13.063,0.365764,
1566.54,0.274445,0.526169,13.2825,0.37191,
2486.06,0.435526,0.834988,21.0773,0.590163,
2686.22,0.470594,0.902221,22.7741,0.637674,
1877.67,0.328968,0.63071,15.923,0.445844,
2075.84,0.363685,0.697279,17.6032,0.492891,
1980.72,0.347032,0.665352,16.7978,0.470337,
1974.78,0.345983,0.663333,16.7456,0.468878,
1495.2,0.261952,0.502227,12.6786,0.355002,
2257.17,0.395476,0.758231,19.1423,0.535984,
1781.56,0.31213,0.598433,15.1078,0.423019,
1703.28,0.298418,0.57214,14.444,0.404431,
1872.72,0.328097,0.629047,15.8805,0.444653,
1780.57,0.311947,0.598075,15.0983,0.422751,
