S,I,X,R,D,N
1023.27,1.03081,1.43134,84.8923,2.37698,
1605.3,1.42062,1.5456,214.726,6.01233,
1382.07,1.37207,1.91123,113.467,3.17707,
1593.7,1.59841,2.25524,132.735,3.71657,
1678.25,1.64385,2.2891,136.01,3.80827,
2782.32,2.78435,3.78452,218.01,6.10427,
2371.69,1.975,2.16562,316.315,8.85683,
1787.65,1.99761,2.77572,156.203,4.37368,
2470.54,2.6998,3.69413,211.158,5.91243,
1961.17,1.95892,2.82044,169.307,4.74059,
1564.24,1.52264,2.13897,126.555,3.54353,
2043.6,2.0212,2.8322,166.874,4.67246,
1798.43,1.77471,2.46193,146.236,4.09461,
2577.06,2.59877,3.59628,210.844,5.90362,
2359,2.36403,3.31848,193.885,5.42877,
2563.5,2.42272,3.39303,200.081,5.60226,
1602.99,1.59033,2.25489,134.405,3.76333,
1433.76,1.41625,2.02973,121.399,3.39918,
2162.28,2.10978,2.994,176.669,4.94672,
2431.78,2.40946,3.35286,197.914,5.5416,
1422.96,1.37064,1.93957,115.5,3.234,
1663.54,1.64662,2.29894,135.713,3.79997,
1972.1,1.95321,2.7167,160.73,4.50045,
2252.42,2.20213,3.01768,176.425,4.9399,
2351.94,1.92984,2.14148,321.974,9.01528,
1438.43,2.80479,2.4234,126.793,3.55021,
1861.11,3.59353,3.10736,162.638,4.55385,
2151.41,4.00264,3.4403,183.019,5.12453,
1855.24,3.49434,2.93628,159.857,4.47598,
2006.43,3.8478,3.21942,174.612,4.88913,
1319.15,2.41404,2.07456,111.249,3.11498,
1476.91,2.71141,2.32263,124.57,3.48797,
1366.38,2.53524,2.12991,115.715,3.24003,
1752.26,3.2575,2.73275,148.587,4.16044,
2631.81,4.81325,4.10254,223.027,6.24476,
1518.89,2.87192,2.47444,130.116,3.64326,
1187.05,2.2081,1.88719,101.023,2.82864,
1219.89,2.27063,1.96571,103.966,2.91105,
1186.59,2.21216,1.89806,100.488,2.81367,
1214.57,2.27286,1.97197,103.294,2.89224,
1482.01,2.78766,2.41169,127.23,3.56244,
1551.42,2.81364,2.3603,129.776,3.63373,
1503.24,2.73151,2.3049,125.218,3.5061,
1293.11,2.34256,1.97479,107.565,3.01181,
1420.4,2.56402,2.15109,118.567,3.31986,
1321.18,2.41828,2.06126,111.227,3.11435,
1226.13,2.24408,1.92657,102.825,2.8791,
1276.81,2.3386,1.98954,107.845,3.01967,
1349.87,2.47506,2.11178,114.343,3.2016,
1449.27,2.66396,2.29435,122.347,3.42571,
1381.17,2.6756,2.27381,120.505,3.37415,
1468.93,2.84279,2.41057,128.229,3.5904,
1829.81,3.66238,3.06238,163.879,4.58861,
1358.23,2.59857,2.16524,117.715,3.29602,
1403.06,2.66933,2.31637,121.547,3.40333,
1467.73,2.7772,2.37952,126.572,3.54403,
1644.62,3.02722,2.57434,138.893,3.88901,
1617.68,2.95665,2.49883,136.053,3.80948,
1548.98,2.83328,2.37254,130.168,3.6447,
2377.56,4.30715,3.62599,199.909,5.59745,
1479.51,2.74472,2.34175,124.911,3.4975,
1636.47,3.00008,2.56113,138.098,3.86674,
1276.37,2.33347,1.98951,107.298,3.00435,
1721.83,3.52072,2.91559,156.354,4.37791,
1389.52,2.82978,2.34036,125.789,3.52211,
2179.2,4.27261,3.57443,194.511,5.44631,
2130.48,4.17987,3.48523,188.573,5.28004,
1427.2,2.67747,2.28672,121.44,3.40031,
1359.98,2.51446,2.15419,115.129,3.2236,
1412.53,2.59354,2.21405,119.324,3.34106,
1362.66,2.48274,2.11458,114.536,3.20701,
2023.03,12.2658,12.9716,495.845,13.8837,
2321.49,2.82762,3.00342,386.845,10.8316,
2227.42,13.4089,14.2113,546.656,15.3064,
1916.62,11.7274,12.4237,485.635,13.5978,
2377.69,2.86639,3.03526,379.772,10.6336,
1155.55,7.17302,7.58597,289.584,8.10835,
1030.72,6.43101,6.77403,256.882,7.19269,
2725.66,16.3964,17.3213,696.135,19.4918,
2024.97,12.3054,13.0073,500.696,14.0195,
1183.18,7.30307,7.71807,289.684,8.11114,
1474.75,8.98551,9.5564,354.776,9.93373,
2049.36,12.3371,13.0916,488.537,13.679,
1402.58,8.68575,9.19481,364.337,10.2014,
2198.77,13.4293,14.1362,543.444,15.2164,
2093.44,2.57883,2.73303,365.023,10.2207,
2423.79,14.4554,15.363,565.559,15.8356,
2315.83,13.77,14.5856,543.598,15.2207,
2233.29,13.4944,14.3003,543.692,15.2234,
2150.7,13.0533,13.8315,537.374,15.0465,
1852.73,11.2477,11.928,453.399,12.6952,
2164.59,12.9351,13.8107,514.263,14.3994,
1036.42,6.36861,6.79158,251.382,7.03869,
1349.86,8.2583,8.77155,325.978,9.12739,
2342.67,13.7837,14.7246,538.738,15.0847,
1373.46,8.48364,8.95287,339.596,9.50868,
1929.39,1.81739,2.6489,160.644,4.49804,
1333.81,1.21239,1.82248,112.995,3.16386,
2234.05,2.12349,3.11633,190.377,5.33057,
3221.06,3.06535,4.42769,266.973,7.47525,
1772.47,1.64119,2.39551,145.425,4.0719,
1601.41,1.47787,2.16703,130.293,3.64821,
2378.53,2.2291,3.28141,198.4,5.5552,
1470.36,1.32536,1.96933,119.015,3.33243,
1628.67,1.48759,2.19313,130.977,3.66735,
1955.33,1.83083,2.67471,161.639,4.5259,
2379.48,2.21298,3.27025,199.453,5.58468,
2573.75,2.42185,3.56811,219.126,6.13552,
2172.59,2.05261,2.99462,180.309,5.04866,
2391.85,2.23336,3.33203,206.798,5.79035,
1641.26,1.5342,2.25221,135.17,3.78477,
1473.4,1.35312,2.0092,122.798,3.43834,
1538.61,1.42548,2.10266,128.271,3.59158,
3173.67,2.97795,4.35357,262.642,7.35397,
2754.55,2.56849,3.61426,214.268,5.99951,
3172,3.11597,4.49713,273.724,7.66428,
1734.32,1.61083,2.35142,142.72,3.99615,
1754.99,1.64787,2.37694,141.036,3.949,
1343.86,1.25784,1.83634,109.965,3.07903,
1606.78,1.5002,2.19188,131.835,3.69139,
1967.17,1.83497,2.68096,162.752,4.55706,
1424.26,1.3141,1.984,123.969,3.47112,
1446.79,1.32953,2.03021,127.281,3.56388,
2315.84,2.1454,3.08208,182.814,5.1188,
2494.13,2.33017,3.41109,205.377,5.75056,
1741.1,1.58929,2.37711,145.854,4.08391,
1914.55,1.74785,2.72413,171.184,4.79315,
1828.32,1.67873,2.58837,161.878,4.5326,
1828.16,1.70632,2.54774,156.212,4.37393,
1381.46,1.25779,1.94882,120.951,3.38664,
2085.3,1.93972,2.92772,182.72,5.11617,
1644.5,1.49572,2.31691,145.61,4.07708,
1571.51,1.42386,2.22739,139.921,3.91779,
1728.96,1.59823,2.4385,152.723,4.27625,
