S,I,X,R,D,N
1012.26,0.559487,0.491259,96.9775,2.71537,
1572.66,2.04154,1.90248,245.517,6.87449,
1367.5,0.741249,0.645219,129.484,3.62555,
1576.87,0.878912,0.763999,151.253,4.23507,
1660.86,0.878245,0.765751,155.153,4.34429,
2753.37,1.34497,1.18632,250.098,7.00273,
2326.75,2.99952,2.72231,358.487,10.0376,
1766.68,1.0253,0.908835,179.365,5.02221,
2442.36,1.36809,1.20848,242.281,6.78386,
1941.01,1.16479,0.997665,191.469,5.36112,
1548.53,0.814343,0.703096,143.924,4.02988,
2022.48,1.0761,0.936878,190.18,5.32505,
1779.94,0.939098,0.817304,166.638,4.66587,
2550.21,1.35905,1.18637,240.506,6.73418,
2334.75,1.25352,1.09169,220.729,6.18042,
2538.53,1.2473,1.08028,227.764,6.37739,
1586.64,0.902587,0.777799,152.416,4.26764,
1419.34,0.822819,0.70122,137.296,3.84429,
2140.81,1.15969,0.9974,200.424,5.61188,
2406.89,1.28858,1.10961,225.397,6.31111,
1408.53,0.758682,0.654201,131.374,3.67849,
1646.53,0.877569,0.760011,154.507,4.3262,
1951.76,1.03821,0.90067,183.174,5.12888,
2229.73,1.10569,0.962475,201.562,5.64375,
2307.15,3.0668,2.78307,363.817,10.1869,
1404.58,0.296222,0.346185,164.185,4.59718,
1817.82,0.385449,0.450623,210.451,5.89262,
2103.04,0.420063,0.494611,236.422,6.61982,
1810.98,0.344598,0.422727,208.418,5.83571,
1958.17,0.391429,0.472929,227.596,6.37269,
1289.31,0.253277,0.295321,144.105,4.03494,
1444.01,0.287228,0.333353,160.861,4.50411,
1334.49,0.253288,0.304214,150.732,4.22049,
1711.07,0.328739,0.398786,193.777,5.42575,
2572.55,0.511943,0.606239,288.261,8.07132,
1484.14,0.301768,0.351576,168.492,4.71779,
1159.71,0.22577,0.269406,131.119,3.67132,
1192.1,0.237248,0.277372,134.62,3.76935,
1159.56,0.227732,0.265755,130.293,3.64821,
1187.09,0.237634,0.277775,133.652,3.74227,
1448.3,0.292751,0.346358,164.453,4.60467,
