S,I,X,R,D,N
1105.92,1.37005,1.21896,4.36884,0.122328,
1817.36,2.25172,2.00346,7.18137,0.201078,
1492.44,1.84895,1.64507,5.89624,0.165095,
1722.97,2.13469,1.89934,6.80805,0.190626,
1810.41,2.24294,1.99563,7.15284,0.20028,
2993.84,3.70879,3.29973,11.8251,0.331103,
2683.81,3.32556,2.95889,10.6065,0.296981,
1940.57,2.40425,2.13913,7.66708,0.214678,
2676.86,3.31641,2.95071,10.5756,0.296117,
2126.38,2.63481,2.34435,8.40382,0.235307,
1687.2,2.09029,1.8598,6.66612,0.186651,
2205.88,2.73294,2.43159,8.71561,0.244037,
1940.57,2.40425,2.13914,7.66741,0.214688,
2782.19,3.44706,3.06696,10.9925,0.30779,
2547.69,3.15656,2.8085,10.0667,0.281869,
2757.35,3.41611,3.0394,10.8939,0.305029,
1733.9,2.14829,1.91144,6.85146,0.191841,
1552.06,1.92303,1.71101,6.13313,0.171728,
2334.05,2.89202,2.57316,9.22337,0.258254,
2624.2,3.25127,2.89277,10.3686,0.29032,
1535.17,1.90193,1.69222,6.06567,0.169839,
1795.5,2.22449,1.97923,7.09428,0.19864,
2128.37,2.63695,2.34617,8.40945,0.235465,
2423.48,3.0024,2.67132,9.57434,0.268081,
2669.9,3.30853,2.9438,10.5531,0.295485,
1563.99,1.93744,1.72378,6.1781,0.172987,
2022.06,2.50488,2.22863,7.98709,0.223639,
2332.07,2.88886,2.57024,9.21121,0.257914,
2013.11,2.49418,2.21922,7.95541,0.222752,
2179.05,2.69982,2.4022,8.6111,0.241111,
1428.85,1.76994,1.57474,5.64351,0.158018,
1599.76,1.98165,1.76309,6.31837,0.176914,
1480.52,1.83408,1.63186,5.84905,0.163773,
1898.84,2.35242,2.09307,7.50297,0.210083,
2851.74,3.53269,3.14307,11.264,0.315391,
1647.45,2.04076,1.8157,6.50728,0.182204,
1286.76,1.59392,1.41812,5.08218,0.142301,
1322.53,1.63822,1.45753,5.22345,0.146257,
1285.77,1.59267,1.41701,5.07822,0.14219,
1316.57,1.63079,1.45093,5.19959,0.145588,
1607.71,1.99151,1.77187,6.35002,0.177801,
1679.25,2.08034,1.85099,6.63471,0.185772,
1626.59,2.01506,1.79288,6.42611,0.179931,
1399.04,1.73316,1.54207,5.52727,0.154764,
1537.16,1.90428,1.69435,6.07343,0.170056,
1430.84,1.77238,1.57692,5.65155,0.158244,
1327.5,1.64434,1.46301,5.24341,0.146816,
1383.15,1.71338,1.52442,5.46353,0.152979,
1462.64,1.81181,1.61199,5.77718,0.161761,
1569.95,1.94478,1.73031,6.20147,0.173641,
1500.39,1.85874,1.65375,5.92752,0.16597,
1595.78,1.97697,1.75899,6.30479,0.176534,
1992.24,2.46854,2.19643,7.87428,0.22048,
1474.56,1.82687,1.62549,5.82699,0.163156,
1523.25,1.8869,1.67881,6.01665,0.168466,
1592.8,1.97314,1.75554,6.29179,0.17617,
1781.59,2.207,1.96363,7.03765,0.197054,
1751.79,2.17007,1.93078,6.92006,0.193762,
1677.26,2.07788,1.84879,6.62691,0.185553,
2574.52,3.18955,2.83785,10.1719,0.284812,
1602.74,1.98539,1.76646,6.33121,0.177274,
1772.65,2.19589,1.95373,7.00224,0.196063,
1382.15,1.71213,1.52333,5.45985,0.152876,
1876.98,2.32597,2.06962,7.42003,0.207761,
1514.3,1.87647,1.66965,5.98631,0.167617,
2371.81,2.93905,2.6151,9.37496,0.262499,
2317.16,2.87123,2.55474,9.1586,0.256441,
1547.1,1.91644,1.70508,6.11093,0.171106,
1473.57,1.82535,1.62405,5.82042,0.162972,
1530.2,1.89552,1.68646,6.04406,0.169234,
1475.55,1.82782,1.62625,5.82857,0.1632,
2541.71,3.15107,2.80382,10.0544,0.281522,
2707.65,3.35666,2.98673,10.7101,0.299882,
2799.06,3.47032,3.08794,11.0738,0.310066,
2424.45,3.00675,2.67548,9.5962,0.268694,
2756.34,3.41667,3.04011,10.9002,0.305205,
1458.65,1.80827,1.60897,5.76995,0.161559,
1299.67,1.61109,1.43354,5.1408,0.143943,
3452.86,4.28245,3.81067,13.6683,0.382712,
2548.66,3.15987,2.81164,10.0825,0.282309,
1486.47,1.84277,1.63968,5.8799,0.164637,
1846.17,2.2886,2.03637,7.30193,0.204454,
2560.59,3.17422,2.82439,10.1273,0.283565,
1783.57,2.21161,1.9679,7.05781,0.197619,
2767.26,3.43139,3.05329,10.9504,0.306612,
2458.24,3.04801,2.71215,9.72692,0.272354,
3015.67,3.73838,3.32638,11.9275,0.333971,
2884.52,3.57544,3.18136,11.4066,0.319383,
2802.03,3.47458,3.09177,11.0885,0.310479,
2712.61,3.36338,2.99276,10.7329,0.300521,
