S,I,X,R,D,N
1033.83,1.93753,1.65865,73.5182,2.05851,
1615.38,1.70823,2.11023,204.089,5.71449,
1396.17,2.60329,2.21543,98.2635,2.75138,
1610.38,3.04839,2.57882,114.775,3.21371,
1695.17,3.10066,2.61136,117.822,3.29902,
2810.19,4.83491,3.97047,188.716,5.28405,
2385.87,2.44317,3.11521,301.137,8.43183,
1808.26,3.67787,3.1145,134.186,3.7572,
2497.86,4.89738,4.14278,182.005,5.09614,
1982.12,3.95987,3.47355,146.346,4.09768,
1580.04,2.89335,2.43861,109.557,3.06761,
2064.54,3.79618,3.20755,144.41,4.04347,
1816.68,3.29715,2.78251,126.697,3.54752,
2603.61,4.77847,4.02558,182.473,5.10925,
2383.61,4.46337,3.75326,167.489,4.68968,
2588.68,4.41024,3.68903,173.363,4.85417,
1619.73,3.12392,2.6658,116.224,3.25428,
1448.87,2.84955,2.45284,104.891,2.93694,
2184.52,4.03487,3.43832,152.726,4.27632,
2456.64,4.51206,3.79139,171.257,4.79518,
1437.4,2.61181,2.21106,99.9812,2.79947,
1680.57,3.10278,2.6367,117.403,3.28727,
1992.25,3.64972,3.06838,139.137,3.89583,
2274.7,3.94398,3.24414,152.835,4.27939,
2365.93,2.49869,3.23315,306.747,8.58892,
1453.81,1.51855,1.23104,114.245,3.19887,
1880.81,1.96459,1.5779,146.547,4.10331,
2173.21,2.09166,1.6979,165.372,4.63041,
1873.75,1.7533,1.41144,145.02,4.06057,
2026.73,1.95418,1.58045,158.299,4.43237,
1332.26,1.2514,0.995957,100.67,2.81877,
1491.64,1.42432,1.14284,112.638,3.15388,
1379.8,1.26342,1.01535,104.979,2.93942,
1769.46,1.6205,1.30434,134.835,3.77538,
2657.82,2.51674,2.01741,201.987,5.65563,
1534.55,1.50556,1.21366,117.44,3.28832,
1198.99,1.14069,0.919779,91.3879,2.55886,
1232.34,1.18822,0.963145,93.8816,2.62869,
1198.6,1.16232,0.921156,90.7726,2.54163,
1227.07,1.18865,0.966173,93.1637,2.60858,
1497.31,1.49557,1.20707,114.777,3.21377,
1566.31,1.3852,1.11726,117.883,3.30072,
1517.77,1.35124,1.0839,113.614,3.1812,
1305.54,1.14481,0.92042,97.6555,2.73435,
1433.95,1.26171,1.02331,107.75,3.01699,
1334.2,1.23801,0.993222,100.753,2.82107,
1238.34,1.14041,0.915443,92.9975,2.60393,
1289.4,1.19415,0.950257,97.7176,2.73609,
1363.24,1.28438,1.02692,103.553,2.8995,
1463.8,1.37153,1.10776,110.619,3.09733,
1395.53,1.3681,1.11807,108.929,3.05002,
1484.12,1.49194,1.19715,115.942,3.24639,
1849.11,1.85721,1.51709,148.366,4.15424,
1371.85,1.28619,1.02931,106.84,2.99152,
1417.77,1.43545,1.15925,109.572,3.06801,
1482.8,1.45952,1.18782,114.352,3.20185,
1660.9,1.56178,1.23859,125.78,3.52184,
1633.46,1.49632,1.19352,123.392,3.45497,
1563.95,1.39394,1.13962,118.204,3.30971,
2400.52,2.18203,1.76583,181.453,5.08069,
1494.32,1.40234,1.11991,112.994,3.16384,
1652.68,1.53957,1.24072,125.036,3.501,
1288.95,1.18969,0.955259,97.181,2.72107,
1740.15,1.72976,1.44053,141.708,3.96783,
1404.22,1.4082,1.16122,114.018,3.19249,
2201.7,2.20031,1.81523,176.347,4.93772,
2152.41,2.11789,1.73776,170.952,4.78666,
1441.68,1.37249,1.10149,109.775,3.07369,
1373.66,1.31007,1.0412,104.079,2.91421,
1426.56,1.34972,1.08162,107.988,3.02366,
1376.03,1.28299,1.03594,103.75,2.905,
2108.17,15.0959,14.6732,408.621,11.4414,
2340.89,3.45662,4.2065,366.197,10.2535,
2320.52,16.5289,16.0951,451.224,12.6343,
1998.04,14.3986,13.9832,402.312,11.2647,
2397.35,3.43269,4.20451,358.96,10.0509,
1205.32,8.85073,8.58214,238.566,6.67985,
1075.18,7.8701,7.66001,211.367,5.91827,
2839.23,20.1165,19.5639,579.851,16.2358,
2110.25,15.1266,14.6816,413.371,11.5744,
1233.81,8.96097,8.72107,237.846,6.65967,
