S,I,X,R,D,N
1012.72,0.537017,0.469595,96.5683,2.70391,
1574.33,2.00295,1.87272,243.96,6.83087,
1368.12,0.706504,0.614315,128.946,3.61047,
1577.6,0.835252,0.728022,150.615,4.21723,
1661.59,0.836882,0.730454,154.515,4.32642,
2754.49,1.28681,1.13738,249.111,6.97512,
2329.23,2.90166,2.65116,356.244,9.97484,
1767.53,0.988738,0.871438,178.609,5.00105,
2443.5,1.31316,1.15833,241.276,6.75573,
1941.98,1.10901,0.941457,190.632,5.33769,
1549.21,0.776259,0.666079,143.336,4.0134,
2023.38,1.0245,0.893006,189.399,5.30317,
1780.72,0.895713,0.779063,165.956,4.64678,
2551.34,1.29996,1.13171,239.517,6.70648,
2335.79,1.19532,1.03983,219.818,6.15492,
2539.58,1.18236,1.02768,226.862,6.35214,
1587.39,0.862389,0.735819,151.764,4.24939,
1420.02,0.777233,0.662197,136.708,3.82782,
2141.78,1.09874,0.9451,199.59,5.58851,
2407.97,1.21563,1.0544,224.47,6.28516,
1409.17,0.719862,0.620442,130.827,3.66316,
1647.26,0.836427,0.722488,153.872,4.30842,
1952.63,0.987317,0.856882,182.422,5.10782,
2230.65,1.05378,0.916888,200.759,5.62126,
2309.67,2.97233,2.70908,361.523,10.1226,
1404.81,0.297646,0.378087,163.921,4.58978,
1818.13,0.395136,0.488807,210.105,5.88294,
2103.38,0.430421,0.538401,236.043,6.60921,
1811.26,0.350268,0.468413,208.099,5.82677,
1958.48,0.39861,0.521091,227.237,6.36264,
1289.52,0.254827,0.321865,143.879,4.02862,
1444.24,0.291138,0.362272,160.606,4.49696,
1334.69,0.258477,0.334482,150.501,4.21402,
1711.34,0.332772,0.439634,193.474,5.41728,
2572.96,0.523713,0.661617,287.798,8.05835,
1484.38,0.301045,0.383632,168.224,4.71027,
1159.89,0.230899,0.295348,130.913,3.66558,
1192.29,0.239643,0.301528,134.407,3.7634,
1159.75,0.22791,0.289614,130.09,3.64252,
1187.28,0.242178,0.301897,133.44,3.73631,
1448.54,0.301718,0.37633,164.187,4.59723,
1515.81,0.287443,0.375655,168.801,4.72642,
1469.06,0.281312,0.363394,162.736,4.55661,
1263.4,0.235723,0.306836,140.133,3.92372,
1387.8,0.259321,0.342763,154.281,4.31986,
1291.59,0.250926,0.317802,143.814,4.0268,
1198.72,0.230776,0.295048,133.028,3.72479,
1247.66,0.2396,0.30959,139.873,3.91645,
1319.3,0.257259,0.328627,147.969,4.14314,
1416.34,0.276993,0.354544,158.584,4.44037,
1348.42,0.276628,0.356156,156.564,4.3838,
1433.66,0.293423,0.379023,166.991,4.67575,
1784.12,0.367388,0.488611,214.03,5.99284,
1325.12,0.253672,0.343466,153.974,4.31128,
1370.94,0.290723,0.358276,157.012,4.39635,
1433.73,0.291979,0.371915,164.011,4.5923,
1607.51,0.315361,0.403563,179.741,5.03275,
1580.84,0.30521,0.396666,176.511,4.94232,
1513.07,0.291041,0.379665,169.513,4.74637,
2323.68,0.450273,0.586037,259.029,7.25281,
1446.06,0.284241,0.361252,161.761,4.52929,
1599.54,0.312971,0.397911,178.742,5.00478,
1247.53,0.23951,0.308499,139.032,3.8929,
1677.55,0.351977,0.470817,204.889,5.73689,
1353.78,0.2763,0.374304,164.949,4.61856,
2125.47,0.442641,0.58537,253.407,7.0954,
