S,I,X,R,D,N
1066.04,1.58042,1.25049,42.9234,1.20185,
1730.46,2.04327,1.59724,92.3156,2.58484,
1439.18,2.124,1.6677,57.4187,1.60772,
1660.45,2.46127,1.94582,67.2615,1.88332,
1746.36,2.56103,2.00511,69.1421,1.93598,
2890.56,4.23134,3.28345,111.792,3.13017,
2556.33,2.93442,2.29816,135.642,3.79797,
1867.53,2.85057,2.29055,78.1444,2.18804,
2577.58,3.90812,3.12001,106.41,2.97947,
2047.69,3.02194,2.40539,84.5205,2.36657,
1627.39,2.40639,1.88068,64.5173,1.80648,
2127.36,3.12978,2.44497,84.698,2.37154,
1871.4,2.76072,2.16785,74.5872,2.08844,
2682.88,3.96205,3.11342,107.052,2.99745,
2456.37,3.61525,2.84257,98.4173,2.75569,
2662.67,3.86173,2.97628,102.614,2.87319,
1670.83,2.48409,1.95908,67.8288,1.89921,
1495.33,2.20707,1.74526,61.0138,1.70839,
2251.15,3.28725,2.56968,89.4844,2.50556,
2530.78,3.72646,2.9251,100.751,2.82103,
1480.65,2.18107,1.71095,58.8153,1.64683,
1731.67,2.54663,2.00112,68.8586,1.92804,
2052.28,3.02448,2.37851,82.0183,2.29651,
2339.48,3.4206,2.66243,90.8898,2.54492,
2539.56,2.9042,2.30583,138.355,3.87395,
1505.3,2.145,1.63976,63.1438,1.76803,
1947,2.75114,2.08907,80.8929,2.265,
2248.43,3.09893,2.28931,90.6429,2.538,
1939,2.61673,1.9859,80.1524,2.24427,
2097.93,2.86088,2.19016,87.5637,2.45178,
1377.74,1.8995,1.40599,55.4073,1.5514,
1542.74,2.13045,1.5688,61.834,1.73135,
1427.17,1.92426,1.43902,57.8464,1.6197,
1830.37,2.43132,1.81905,74.299,2.08037,
2749.65,3.75751,2.77034,110.72,3.10015,
1587.83,2.21,1.64922,64.5059,1.80617,
1240.33,1.71576,1.28127,50.2701,1.40756,
1274.93,1.77303,1.318,51.5404,1.44313,
1239.74,1.71655,1.27067,49.8753,1.39651,
1269.34,1.77489,1.3171,51.1353,1.43179,
1549.3,2.16997,1.61337,63.1458,1.76808,
1619.71,2.12707,1.58229,64.7673,1.81348,
1569.24,2.07836,1.53949,62.3976,1.74713,
1349.84,1.77783,1.30933,53.5694,1.49994,
1482.76,1.94086,1.43833,59.2054,1.65775,
1379.81,1.89265,1.39851,55.3524,1.54987,
1280.5,1.75367,1.28425,51.0339,1.42895,
1333.51,1.82708,1.3536,53.8045,1.50653,
1410.12,1.93116,1.43248,56.9179,1.5937,
1514.18,2.07001,1.52453,60.5278,1.69478,
1444.46,2.03573,1.55356,60.2636,1.68738,
1536.43,2.15361,1.6308,63.9963,1.7919,
1915.44,2.72,2.11535,82.4197,2.30775,
1419.8,1.96169,1.49637,59.091,1.65455,
1467.22,2.07224,1.55487,60.4628,1.69296,
1534.68,2.12987,1.59568,62.8361,1.75941,
1717.78,2.33356,1.72518,69.2185,1.93812,
1689.44,2.2685,1.67351,67.7182,1.89611,
1617.46,2.12541,1.58305,65.0104,1.82029,
2482.95,3.28098,2.44112,99.5397,2.78711,
1545.55,2.11245,1.56873,62.0311,1.73687,
1709.37,2.32385,1.71979,68.6671,1.92268,
1333.02,1.8226,1.34121,53.3252,1.49311,
1803.33,2.62242,2.05089,78.7865,2.20602,
1455.01,2.11572,1.64124,63.4605,1.77689,
2280.7,3.17262,2.45919,97.9226,2.74183,
2229.28,3.10074,2.38356,94.589,2.64849,
1491.32,2.0527,1.52578,60.4104,1.69149,
1420.85,1.96803,1.45352,57.1287,1.5996,
1475.45,2.01979,1.49753,59.3659,1.66225,
1423.18,1.94421,1.42698,56.861,1.59211,
2359.84,3.38053,2.90888,186.646,5.22608,
2532.11,4.1594,3.73276,179.955,5.03875,
2597.01,3.78567,3.28599,207.121,5.79939,
2235.99,3.72125,3.34004,191.588,5.36446,
2591,3.83306,3.33623,171.041,4.78915,
1351.13,1.99159,1.72029,110.081,3.08226,
1205.54,1.76665,1.5133,96.4767,2.70135,
3175.41,5.50546,5.0065,281.202,7.87366,
2361.82,3.56967,3.09852,191.162,5.35255,
1381.88,1.93357,1.63803,107.538,3.01105,
1719.84,2.31908,1.95169,130.242,3.64678,
2387.25,3.11599,2.62082,179.002,5.01206,
1639.46,2.86763,2.59859,145.982,4.08749,
2562.64,3.91444,3.43437,209.153,5.85628,
2285.13,4.33939,3.99007,175.624,4.91747,
2817.07,3.65459,3.02013,205.5,5.754,
2694.32,3.4089,2.84732,196.911,5.51351,
2600.57,3.88661,3.35896,206.401,5.77923,
2509.22,3.91082,3.45034,207.602,5.81287,
2161.46,3.06985,2.64243,170.071,4.76198,
2518.07,3.46469,2.91802,190.218,5.32609,
1211.32,1.58874,1.31915,91.2147,2.55401,
1575.57,2.08229,1.75229,119.252,3.33907,
2718.81,3.42141,2.80721,194.511,5.44631,
1604.56,2.30715,1.98754,127.571,3.572,
2010.83,2.88945,2.27787,80.745,2.26086,
1391.23,2.01621,1.5882,56.581,1.58427,
2330.57,3.37353,2.67622,95.6967,2.67951,
3355.63,4.81306,3.77625,134.996,3.77989,
1845.2,2.66841,2.09258,73.9635,2.07098,
1666.94,2.38386,1.85777,65.9727,1.84724,
2479.17,3.54626,2.78883,99.706,2.79177,
1530.07,2.19775,1.72342,60.3178,1.6889,
1694.6,2.39954,1.85684,66.2831,1.85593,
2036.84,2.92223,2.29465,81.6614,2.28652,
2480.97,3.52011,2.75655,99.9515,2.79864,
2685.16,3.8478,3.0418,109.87,3.07635,
2263.7,3.23803,2.53809,90.9732,2.54725,
2497.71,3.49495,2.77241,103.139,2.8879,
1709.73,2.43514,1.89948,68.0346,1.90497,
1535.74,2.18272,1.71078,61.6437,1.72602,
1603.33,2.31972,1.8327,64.709,1.81185,
3305.96,4.67368,3.69856,132.95,3.7226,
2860.55,4.08904,3.16087,110.12,3.08335,
3312,4.79449,3.79991,136.584,3.82435,
1806.22,2.6008,2.04331,72.116,2.01925,
1825.73,2.64356,2.06052,71.5587,2.00364,
1399.11,2.03735,1.59984,55.6972,1.55952,
1673.29,2.42394,1.89955,66.5258,1.86272,
2049.66,2.92837,2.29104,81.8287,2.2912,
1487.85,2.13137,1.70376,61.5941,1.72464,
1512.63,2.14044,1.69215,62.7807,1.75786,
2407.05,3.38882,2.63014,93.3142,2.6128,
2597.61,3.71404,2.91258,103.858,2.90803,
1815.1,2.52466,1.99428,73.3249,2.0531,
2004.02,2.67402,2.12713,83.8325,2.34731,
1913.31,2.55667,2.02664,78.8953,2.20907,
1908.09,2.64239,2.09299,77.9883,2.18367,
1445.02,1.93159,1.51237,58.8894,1.6489,
2179.61,3.0119,2.39263,90.4566,2.53279,
1720.38,2.32583,1.84954,71.4424,2.00039,
1644.94,2.19544,1.74337,68.2115,1.90992,
1808.54,2.47676,1.96246,74.9215,2.0978,
1719.22,2.38316,1.89074,71.5046,2.00213,
1605.94,2.19774,1.74405,65.2895,1.82811,
2398.81,3.21531,2.55244,99.6318,2.78969,
1462.68,1.95035,1.55284,61.1062,1.71097,
2566.91,3.43312,2.73123,107.908,3.02144,
1655.16,2.24327,1.76431,66.9613,1.87492,
2033.38,2.76617,2.21008,85.2535,2.3871,
2015.09,3.45206,2.87954,104.649,2.93017,
2524.65,4.33296,3.61487,130.74,3.66073,
2675.5,4.40133,3.58043,129.884,3.63676,
2844.71,4.87825,4.04276,148.217,4.15007,
2487.44,4.38416,3.63907,129.899,3.63718,
2441.08,3.71737,2.93497,112.129,3.13962,
1936.88,3.01775,2.40292,91.1485,2.55216,
1978.88,3.09483,2.47551,92.9447,2.60245,
2620.65,4.49794,3.75641,136.282,3.81588,
2236.71,3.85914,3.20094,116.957,3.2748,
2347.9,2.90648,2.3564,164.237,4.59864,
3304.32,5.18707,4.14435,155.012,4.34034,
2446.17,4.23768,3.50096,124.602,3.48886,
2539.09,3.19988,2.55719,174.27,4.87955,
2515.83,3.32559,2.75037,181.028,5.06878,
2310.93,3.67909,2.96869,111.301,3.11643,
2586.76,4.84909,4.09503,140.363,3.93017,
2248.72,3.7743,3.11638,115.164,3.22459,
1632.31,2.78687,2.3152,84.2275,2.35837,
1695.67,2.50405,1.9587,66.0226,1.84863,
1460.94,2.14538,1.67434,56.6526,1.58627,
1550.24,2.27095,1.7699,60.039,1.68109,
1675.08,2.43064,1.87996,63.8266,1.78714,
1937.13,2.81023,2.17362,73.8199,2.06696,
2135.11,3.09255,2.39106,81.1387,2.27188,
1918.45,2.70321,2.02209,77.6542,2.17432,
1755.62,2.47542,1.84938,71.0608,1.9897,
2014.38,2.83616,2.11807,81.3883,2.27887,
1639.77,2.36743,1.82973,62.2931,1.74421,
