,ANTRIM
546,123.9748317999999
547,123.62556390000016
548,125.57992789999997
549,127.20394090000006
550,128.46523419999994
551,129.42673649999986
552,130.11642350000017
553,130.61975050000004
554,130.93571099999988
555,131.13274159999997
556,131.1889257
557,131.11551969999988
558,130.9480176000001
559,130.72865710000002
560,130.4253563000001
561,130.0776154999999
562,129.68361589999995
563,129.25861810000004
564,129.19762589999996
565,129.11150400000002
566,129.00994350000002
567,128.86653480000007
568,131.61954660000015
569,134.43541760000008
570,137.31549060000006
571,140.2589667000002
572,143.26615260000008
573,146.33795649999982
574,149.47800519999998
575,152.68630160000006
576,155.96125639999997
577,159.3077676999999
578,162.7260128000001
579,166.21632810000006
580,169.77745029999997
581,173.41520580000005
582,177.13198739999999
583,180.92492350000026
584,184.79965869999987
585,188.75244009999992
586,192.78867380000014
587,196.91167199999992
588,201.1211906999999
589,232.544252
590,263.50287220000007
591,293.7929825
592,323.7023933000001
593,353.0798395000003
594,381.9578193000001
595,410.5106637000003
596,438.6477338
597,466.8413112000002
598,494.6745045000002
599,522.4889531
