,ANTRIM
324,377.3710052999999
325,367.5699515
326,357.8632609
327,348.1717042000001
328,338.65113390000005
329,329.24798200000004
330,320.02562439999997
331,310.9177026
332,302.0656354000001
333,293.48545449999995
334,285.22759629999996
335,277.1278192
336,270.09584759999996
337,263.2290016999999
338,256.4781655000001
339,249.93977840000008
340,243.56216769999992
341,237.30618829999997
342,231.1751919999998
343,225.2099456000001
344,219.4393634
345,220.9002617000001
346,222.35967589999993
347,223.90166160000004
348,225.40270610000002
349,226.93872620000002
350,228.46654899999987
351,230.0662683
352,231.7535583000001
353,233.4825695999998
354,235.32539219999998
355,237.1259468000002
356,239.02327860000005
357,241.27213449999994
358,243.6804214000001
359,246.0641136
360,248.18523399999998
361,250.5060382
362,252.86728850000006
363,255.31536220000018
364,257.8604776999999
365,260.48366019999986
366,268.65665650000017
367,277.1135509999999
368,285.8494228999999
369,294.87811300000004
370,304.19825799999984
371,313.82523999999995
372,323.76428699999997
373,334.0173750000002
374,344.6037160000001
375,355.51708999999977
376,366.7846560000001
377,378.404005
378,390.38161099999974
379,402.74604800000014
380,415.4952659999999
381,428.6526869999996
382,442.2201450000002
383,456.22364000000033
384,470.66545300000047
385,485.5620960000001
386,500.9187829999999
387,531.577398
388,563.2721139999993
389,595.922503
390,629.637832
391,664.500148
392,700.6019560000004
393,736.5127049999994
394,774.1497259999996
395,813.175785
396,853.7580110000005
397,896.0366750000004
398,939.5850350000004
399,981.8205109999998
400,1025.767401
401,1071.185459
402,1116.765032
403,1164.448737
404,1210.7942379999997
405,1259.0683690000008
406,1309.4682129999987
407,1361.8475529999998
408,1439.315450000001
409,1365.0171980000011
410,1296.6034250000005
411,1232.9918530000004
412,1174.849736000002
413,1120.410367
414,1069.3722010000004
415,1021.4387030000004
416,977.4365229999999
417,934.8879680000001
418,895.5153559999998
419,859.1043939999998
420,828.0099889999999
421,798.102632
422,770.5946490000003
423,744.3435839999994
424,720.118831
425,698.1912490000003
426,677.6991409999998
427,658.0821180000005
428,640.9370339999999
429,624.4576850000001
430,609.9719570000004
431,596.2085420000002
432,582.9761709999998
433,571.4041320000005
434,560.4639450000001
435,550.9197519999998
436,541.5901469999998
437,533.1494070000002
438,525.3068409999998
439,517.8013780000001
440,510.2334959999999
441,503.9389050000003
442,499.69455600000015
443,495.3011830000001
444,492.24673729999995
445,488.7554767000001
446,485.31040540000004
447,481.6639738
448,478.8222214999997
449,459.5704806999999
450,440.0383429999998
451,420.4518677000001
452,401.10810730000003
453,397.99471990000006
454,392.0544846000001
455,383.4310165
456,373.9203256
457,369.7887827000001
458,363.3217317
459,355.11697350000003
460,345.31218910000007
461,334.2741655000003
462,322.7426630000002
463,310.45911350000017
464,298.0335269000001
465,285.47222089999997
466,273.03100359999996
467,260.49551220000006
468,248.30119940000012
469,236.44448700000007
470,224.82852879999996
471,213.5990721
472,202.7265122
473,192.43686110000007
474,202.52193140000006
475,208.66891959999998
476,229.4607934000001
477,243.24802079999998
478,263.5176283999999
479,278.07380190000015
480,295.13498510000016
481,306.2351800999999
482,317.3547378000002
483,328.4135336
484,336.7412863999999
485,343.2563355000001
486,351.3275835
487,354.9522161999999
488,357.5952669999999
489,361.1710209
490,364.43272069999995
491,368.5534203999999
492,376.37990720000005
493,380.9103542
494,385.12439720000003
495,390.4547118999999
496,387.39532639999993
497,382.6303881999999
498,376.3075647999999
499,371.0700314999999
500,364.5067642000001
501,357.1183832000001
502,349.0085405
503,350.09350739999996
504,352.82528040000005
505,354.30329099999994
506,354.8690016
507,354.8225929000002
508,354.31008790000004
509,353.3924763
510,352.1666568999997
511,350.5172632999999
512,348.4635320000001
513,346.5860884000001
514,344.98005880000005
515,342.71656679999984
516,340.91337809999993
517,338.56623800000006
518,336.62246359999995
519,334.6457285
520,333.5721342000001
521,332.0339891
522,331.6865194999998
523,333.7503884000002
524,349.3398485999999
525,365.09244110000014
526,381.3623029999999
527,397.6434029999999
528,413.585279
529,430.3242130000001
530,447.06714799999986
531,464.45979800000003
532,482.3528640000001
533,500.1412800000001
534,518.725586
535,537.4166549999999
536,556.8204429999997
537,576.6175220000001
538,597.0923650000005
539,618.0003729999999
540,639.7457599999999
541,661.8085510000003
542,684.1558179999995
543,707.2061399999997
544,730.6105930000001
545,997.2252399999998
546,1258.0184929999998
547,1513.8519330000006
548,1404.9543819999997
549,1305.4515650000005
550,1214.9312509999997
551,1132.3263709999999
552,1056.8655009999995
553,987.4671300000001
554,923.7712750000001
555,865.0578339999997
556,810.8066639999998
557,760.6474899999995
558,714.3789059999993
559,671.3987960000003
560,631.5271519999999
561,594.5811359999998
562,560.196828
563,528.1902499999998
564,499.2725370000003
565,472.34404699999976
566,447.1996009999999
567,423.63898200000006
568,401.24401500000033
569,380.5814069999999
570,361.14781900000037
571,343.0229750000001
572,325.9318009999998
573,309.8561100000003
574,294.6893760000001
575,280.65264
576,267.32113799999996
577,254.95546299999995
578,243.39492300000006
579,232.53574799999998
580,222.22200899999993
581,212.59257950000014
582,203.3932949999999
583,194.8175594
584,186.84533579999984
585,180.16191159999997
586,173.8597472
587,167.95454249999995
588,162.5105777
589,157.19722000000002
590,152.44887219999995
591,147.75844810000007
592,143.09353750000008
593,138.83006799999995
594,134.7851480999999
595,131.0142041
596,127.57915669999998
597,124.42364919999996
598,121.25573119999996
599,118.49045189999994
