,ANTRIM,TYRONE,DOWN,ARMAGH,LONDONDERRY,FERMANAGH,LONGFORD,WICKLOW,CARLOW,KILDARE,MONAGHAN,WEXFORD,DUBLIN,OFFALY,MEATH,KILKENNY,TIPPERARY,GALWAY,LOUTH,LAOIS,WESTMEATH,CLARE,CORK,KERRY,LIMERICK,WATERFORD,SLIGO,LEITRIM,MAYO,CAVAN,ROSCOMMON,DONEGAL
0,2.0257815427999994,0.01643678444999999,0.1855023206000001,0.02916707533,0.011210931799999999,0.0019549719099999996,0.000857154556,0.0034272954029999996,0.0009425508199999999,0.004523191419999998,0.00308540296,0.003941579859,0.01973696170000002,0.0021488982812000006,0.0082293287,0.0005740428319999999,0.00032895624680000013,0.00037572314790000014,0.0057017208,0.00045714553620000004,0.0013134536469999998,0.0001101574332,0.0003826848648000002,7.376929600000003e-05,0.00010358153519999998,0.00024832379610000005,0.00027192514109999997,0.00048602101700000004,0.00015860937319999994,0.00098797101,0.000235938605,0.005512420714999999
1,2.084047147000001,0.03541733775000001,0.36660146599999993,0.05791327189999999,0.024540098199999996,0.00447817824,0.0025916341599999996,0.008747049300000002,0.00229795597,0.009496622730000003,0.006560005009999999,0.006641661230000002,0.048338966299999946,0.005093111359999999,0.01753222202,0.0015002408400000005,0.0011077808490000003,0.001460330407999999,0.0127970114,0.0014183970600000005,0.0037086455400000017,0.00042638500609999994,0.0013588810897999994,0.0002604539967,0.00037280852100000006,0.000721452831,0.0011779132400000002,0.0019951422199999997,0.0007412164430000001,0.0030892263699999994,0.0007166871699999999,0.011286170220000002
2,2.1696701120000017,0.059454225199999995,0.548104194,0.0935811833,0.042121714000000005,0.006983780569999997,0.004047918839999999,0.013805121299999997,0.0033713444699999986,0.0160641065,0.011511554500000002,0.01031191032,0.08633557410000005,0.009117600760000004,0.028245047700000005,0.0031213252400000002,0.0024828024080000006,0.0032525104549999974,0.021472007000000005,0.0027238483500000004,0.00644852243,0.001000029399,0.002940521615999998,0.0006806666159999997,0.0008777501009999998,0.00156939235,0.002266255820000001,0.002804460050000001,0.001500359849,0.005208285199999999,0.0012814568699999998,0.017498279759999995
3,2.282164411999999,0.08520429170000002,0.7363940579999997,0.13156569270000004,0.06362517699999999,0.010541956699999997,0.0061145769999999995,0.020163979599999993,0.0049562724,0.024485676000000005,0.0172627814,0.014752696820000003,0.13509515229999997,0.013812180740000004,0.04223246909999998,0.0051709761299999985,0.00464684135,0.0059778965499999994,0.03211253000000001,0.004991144560000001,0.0100266416,0.002032632580000001,0.005661863221999997,0.0012031007299999996,0.001692363,0.0028653213500000004,0.00386125563,0.0038805979500000005,0.002790608519999999,0.008023222100000001,0.0022273528799999992,0.02589384012999999
4,2.428549323999999,0.11633162500000005,0.9276980600000003,0.17485443099999995,0.08802227200000001,0.014861453600000001,0.0081895739,0.0281071622,0.006897575800000001,0.0346167685,0.0237501075,0.021406120889999998,0.1981979209999999,0.01947467481999999,0.060432798300000014,0.00793449777,0.007744923299999998,0.009794213060000008,0.043554760000000005,0.0076131415,0.014651128799999994,0.003433354,0.009577387920000005,0.0019756561299999996,0.0029379190000000006,0.004719359780000001,0.006028192379999999,0.0052763738,0.0044805935599999975,0.0111701033,0.0032960754699999993,0.03630359859999998
5,2.595427980000003,0.15408371599999998,1.1391414799999997,0.223795091,0.118165215,0.020422582900000014,0.011053819899999992,0.038049493599999984,0.009331469200000001,0.046309709899999996,0.031102310800000005,0.029290108400000004,0.277710978,0.02620544829999999,0.08158465189999999,0.011608950199999994,0.012051179310000002,0.015044092279999999,0.05648729400000001,0.010987640000000005,0.020260557299999996,0.005382659809999996,0.015374764930000015,0.0031020097699999993,0.0047065059499999985,0.007241354120000001,0.009111485810000002,0.007026090499999998,0.006919166740000002,0.0150641499,0.004663859200000002,0.049387360899999996
6,2.794700580000001,0.19768643560000007,1.3623157,0.2769149640000002,0.15473363999999998,0.026834825199999992,0.0146665333,0.050045792800000016,0.012521747600000006,0.0613136413,0.0404213904,0.0391205861,0.37839690099999984,0.03510817659999999,0.10663091319999994,0.016572205800000003,0.01780725072999999,0.022314944110000002,0.07199127799999999,0.015048049100000002,0.027739144700000003,0.008122047250000004,0.023250626909999992,0.004686641150000001,0.007164593209999999,0.01063848706,0.013099130700000003,0.009494832800000004,0.01016573891,0.0203652235,0.006408519399999998,0.06513491339999998
7,3.029595980000002,0.24888411619999992,1.60406547,0.33823559899999994,0.1967783979999999,0.034387857599999995,0.019145905699999993,0.0645644592,0.016327285400000002,0.07962592539999999,0.051030166999999994,0.05119267779999998,0.5031744470000002,0.045319555699999986,0.13661165380000004,0.02288670990000001,0.025282833600000002,0.031840564480000014,0.09089583100000001,0.020098419800000003,0.0360036023,0.011716516019999996,0.03407473086000002,0.006939745740000001,0.010472355429999998,0.015127647000000003,0.0181053523,0.012323687099999996,0.014367972260000002,0.026012967,0.008555885499999995,0.0844303419
8,3.307333560000002,0.30837374340000007,1.8640649100000022,0.407826734,0.247336817,0.04342627499999999,0.024326927800000002,0.08177885280000002,0.0208654951,0.10161354079999994,0.063849345,0.06580029080000001,0.6572139769999997,0.058058402200000005,0.17272673700000002,0.0304669129,0.03487138899999998,0.044040106,0.11189607700000001,0.0259714598,0.0458120449,0.016571550260000005,0.04818732802999999,0.009929509049999995,0.014712774390000002,0.0209794036,0.024310537000000007,0.0158132266,0.0198493397,0.033108273100000016,0.0112821641,0.10729574360000002
9,3.6264150400000004,0.3783834216999998,2.1486341900000006,0.48657366300000027,0.30597930499999987,0.0542226416,0.03061912199999999,0.10295508600000002,0.026613660000000008,0.12728787400000002,0.07887591000000002,0.08401278719999997,0.8466680929999992,0.07350313919999996,0.21590782299999994,0.04003518400000001,0.04699953969999999,0.05994058170000001,0.13658973400000002,0.0330867005,0.05787026650000002,0.022972755300000005,0.06680413969999997,0.013721900490000003,0.020436363259999996,0.0282688145,0.0322898832,0.019971817299999996,0.027042547700000003,0.04128029379999999,0.014635706000000002,0.1352817463
