,S,I,X,R,D
149,6509637.8658000035,118.98697322000017,180.13009569999994,61080.92060499987,1710.2657732000011
150,6509616.246500008,116.65770615999975,173.51142959000015,61110.83625899995,1711.1033631000053
151,6509594.398399994,114.37396824000002,167.34021742999994,61139.85173100013,1711.915801300002
152,6509573.730900022,112.13486558000004,161.57504295000052,61168.02156100002,1712.7046167999997
153,6509552.677699983,109.93953529999986,156.17861065999958,61195.395210000155,1713.4709783000026
154,6509532.958999989,107.7871188700004,151.11741373000027,61222.00377400001,1714.2160031000044
155,6509513.0594999865,105.67678360000014,146.36125516000058,61247.897080000024,1714.9410494000017
156,6509493.516900028,103.60770486000007,141.88299362000015,61273.10023399991,1715.6467698000015
157,6509474.84960001,101.57908522000042,137.65818708000057,61297.64935600009,1716.3341824000024
158,6509456.2545999745,99.59012950899987,133.66483331000035,61321.57509999988,1717.0039608000043
159,6509434.294299994,101.28942577999997,129.88310054999982,61344.897825999826,1717.6571362000013
160,6509412.083600013,103.01764832000028,126.66006302999998,61368.01301799998,1718.3043774000037
161,6509389.434699993,104.7752687900002,123.9411727599998,61390.97911999995,1718.947517600003
162,6509366.260000015,106.56280462999993,121.67754780999998,61413.85364500002,1719.5879630000009
163,6509342.848400012,108.38075917000005,119.82537648000009,61436.67917900013,1720.2269123999954
164,6509318.916100003,110.22963365000008,118.34540038000034,61459.50047699993,1720.8659442000078
165,6509294.953799986,112.10996060999979,117.20246042000002,61482.36043699989,1721.505990200007
166,6509270.636400019,114.02227389999999,116.36504078000031,61505.288168,1722.148014700002
167,6509245.195500014,115.96711886999991,115.80495171000004,61528.32697500013,1722.7931409999999
168,6509220.112599985,117.94503300000002,115.49690612000029,61551.50258000029,1723.4421916000076
169,6509193.719200017,119.95656557999999,115.41832678999978,61574.853226999854,1724.0958346999898
170,6509167.36770003,122.00231430000002,115.54898577000002,61598.385577999856,1724.7548285000003
171,6509140.439299987,124.08284406000033,115.87077587999973,61622.14498999991,1725.419881199998
172,6509113.4471999975,126.1987371899997,116.36754569999981,61646.139079999906,1726.091811000001
173,6509085.576200006,128.35059107000046,117.0248307299996,61670.39293899991,1726.7709463000012
174,6509056.676699997,130.53902366999992,117.82974272999977,61694.932333000084,1727.4579442000015
175,6509029.167600002,132.76463855999992,118.77075035999982,61719.7688139997,1728.1534408000014
176,6508998.9841999905,135.02807215999974,119.83757303999988,61744.91582100007,1728.8577682000002
177,6508970.043999993,137.32996516999992,121.02107728000004,61770.40845100012,1729.571348500002
178,6508939.455299988,139.6709694699997,122.31310921999975,61796.24414200007,1730.2948413000006
179,6508908.7927999925,142.05171182000018,123.70642522000006,61822.44099200011,1731.0284490000006
180,6508874.653600017,147.0753476200001,125.1945696899999,61849.01503799979,1731.7724592999966
181,6508839.667500012,152.27646302,127.0321038600001,61876.24417299994,1732.5348382000013
182,6508803.26730002,157.66129973999963,129.20084828000023,61904.17293199978,1733.316848600002
183,6508765.494099999,163.23636434999986,131.6851366999998,61932.86369300002,1734.1201734000028
184,6508727.397099989,169.00833440999952,134.47152900000037,61962.35454800017,1734.945916400003
185,6508686.903800013,174.98415302000066,137.54870195,61992.70114400014,1735.7956695999958
186,6508644.921700013,181.17101280000034,140.90710819999924,62023.95644900025,1736.6707020000003
187,6508601.78709998,187.5763358799995,144.53895338999993,62056.16008900003,1737.572531799997
188,6508556.953200005,194.20784656999948,148.4379878699998,62089.372990000025,1738.5024562999993
189,6508511.079300029,201.07346811000025,152.59934002999924,62123.63869799972,1739.4618537000074
190,6508463.364900011,208.18147436999953,157.01948338000008,62159.005693000116,1740.4522141000036
191,6508413.900099975,215.54036802999957,161.69602443000008,62195.52486699993,1741.474741700002
192,6508362.879400017,223.15901653999947,166.6277152199998,62233.246803999944,1742.530866199996
193,6508309.188899991,231.0465208099999,171.81428878999972,62272.23030999993,1743.6223589999945
194,6508254.6095,239.21238479999994,177.25643092000018,62312.51764200002,1744.7503736999972
195,6508197.174099985,247.66635138000058,182.95569700999988,62354.16150100008,1745.9165040000034
196,6508138.093199994,256.41857363000025,188.91448406999936,62397.221025999905,1747.1222990999966
197,6508077.197600015,265.47953733000014,195.13594407000016,62441.756580999696,1748.3691110000025
198,6508013.831399994,274.86011585000125,201.62391140999986,62487.81901200008,1749.6588791999955
199,6507948.7073,284.5714696399999,208.38300088000054,62535.462926999906,1750.9931090000052
200,6507880.572200011,294.62529675999957,215.41837258999968,62584.7650930002,1752.3733397999895
201,6507805.002500018,310.4303571000003,222.73588221,62635.7624999996,1753.8013982999953
202,6507725.678999993,327.0823579300015,230.88169227999964,62689.083304999804,1755.2943467000064
203,6507641.420800026,344.62662239000053,239.85527736000049,62744.87996200001,1756.8566456999968
204,6507553.3785999995,363.1107435199995,249.66081761999976,62803.32819599977,1758.4930660000002
205,6507460.544199993,382.5850228899996,260.3067494500003,62864.60485800018,1760.208908899995
206,6507362.106400008,403.1023563899994,271.8057467299999,62928.891953,1762.0090928999973
207,6507258.682699988,424.7183684999979,284.1743305800006,62996.38541599989,1763.8986611999985
208,6507149.923800029,447.4918511300009,297.4330420799989,63067.27396499997,1765.883574400007
209,6507034.759800006,471.4845502999989,311.6060921400005,63141.76604800008,1767.9694692999979
210,6506914.066000023,496.7614560799998,326.7214624799999,63220.070465999976,1770.1620952999995
211,6506786.401900001,523.39116316,342.8106433600019,63302.42356200007,1772.4678567000003
212,6506652.9152000025,551.4457304000018,359.90882354000115,63389.041480999964,1774.8931541999957
213,6506511.361899992,581.0011692299993,378.05475647999947,63480.179416000086,1777.4449857999964
214,6506362.311400004,612.137430930001,397.29085256999883,63576.08595100011,1780.130417199999
215,6506205.463300006,644.9387156299996,417.6631212099989,63677.021312000055,1782.9568170999974
216,6506040.347599991,679.4937277700027,439.2212068100001,63783.286714000125,1785.9321187000023
217,6505865.723700016,715.8955794699981,462.0186505499989,63895.15918900006,1789.064492300003
218,6505682.142300007,754.2427924199978,486.11267897000005,64012.95374299997,1792.3626236000046
219,6505489.159499973,794.6385297900011,511.5646006999982,64136.98546000012,1795.8356323000005
220,6505285.095200025,837.1918021199984,538.4396079500007,64267.60510500004,1799.4930035000027
221,6505071.159999996,882.0169687600024,566.8071756399984,64405.16858500004,1803.344779599994
222,6504828.453600011,945.384263639996,596.7410643700034,64550.05578899984,1807.401417499998
223,6504569.095600003,1013.2942893000015,629.9345596200004,64704.26468000006,1811.7194570000029
224,6504290.260699975,1086.0715008999982,666.5066754899997,64868.58810699988,1816.3204818999989
225,6503991.915699992,1164.062873699998,706.5969604899999,65043.84464799988,1821.2275843000018
226,6503672.7492999965,1247.640215900003,750.3650176500018,65230.90863200004,1826.465459000005
227,6503329.888900031,1337.2013648,797.99156522,65430.7144449999,1832.0598016999932
228,6502962.8723000055,1433.172373000006,849.6781633400011,65644.2292970001,1838.0384809999978
229,6502569.587699988,1536.008964499998,905.6484883000003,65872.51639700003,1844.4305684000044
230,6502147.6674,1646.1990423999898,966.1487191700033,66116.68362499982,1851.2671552999998
231,6501695.756900019,1764.2646081999976,1031.4485029000002,66377.91551000004,1858.581635599998
232,6501211.317200003,1890.7642174000002,1101.8421347000024,66657.48908200003,1866.409696700001
