0,long,lat,population,type
37091,-9.042584159474712,52.78482624817134,614,2
37147,-9.004884556328388,52.8889637606603,1201,2
47002,-9.67968131807514,51.7081891796415,452,3
77072,-9.651384217090873,52.01091773426833,846,7
37113,-9.272321006239537,53.033841037997384,951,2
37119,-9.231458989215735,53.061810210304806,82,2
37067,-9.012153554883477,53.0018981460079,195,2
37104,-9.168879779870215,52.96122817824587,193,2
37143,-8.801463143398282,52.727468620279396,2681,2
37055,-9.08030826757009,52.90006704041157,314,2
37096,-9.073677191636131,52.85969885802094,883,2
37097,-8.92979873388338,52.900163065528545,497,2
37132,-9.063378349019752,53.092281880397756,120,2
37137,-9.180484674144518,53.08114750060478,90,2
37145,-8.906024420941272,52.86703749217544,688,2
37149,-8.84842636344307,52.765700880503346,654,2
37057,-8.994152692211042,52.84985733093119,17709,2
37072,-9.09126486847395,52.801870558465744,709,2
37105,-9.214274538615442,52.82121382967666,248,2
37128,-8.903697178008544,52.779296179213695,1966,2
247032,-6.7825109775257495,52.374330851825086,549,24
247036,-6.766928462446753,52.28937608666222,886,24
247037,-6.8253755481407525,52.45313825126308,421,24
247051,-6.580330387708689,52.363724091746406,584,24
247054,-6.650194085373262,52.27941588301735,525,24
247055,-6.712596606827769,52.25974338800984,515,24
257034,-6.636481081963245,52.95082249710399,194,25
257040,-6.754901382633302,52.971833077871835,267,25
257041,-6.590935762990124,53.07957714135487,766,25
257030,-6.067620323223058,52.92106279913296,832,25
257031,-6.100425159905022,52.89262061010621,903,25
247043,-6.874966982062959,52.32164642766053,330,24
247048,-6.8490380548376955,52.2076764393062,850,24
247056,-6.719041268279559,52.33243635362151,563,24
247058,-6.817233824835502,52.31648010802892,559,24
247060,-6.616476709203972,52.3474331172822,312,24
247063,-6.602948878347015,52.242432897913005,492,24
257042,-6.587511173745466,52.92322273315865,314,25
257043,-6.529966719537281,52.996147980968296,258,25
257044,-6.569570527092511,52.971167375329564,253,25
257032,-6.156501950700669,52.92519910873689,458,25
257035,-6.121722184433432,52.86274753246015,411,25
247064,-6.7035259496057416,52.37075809577168,374,24
247069,-6.889330351114944,52.284649040516975,686,24
247075,-6.978703283938091,52.29574809682816,853,24
247066,-6.611860507150673,52.21119239168759,448,24
247071,-6.473755767736429,52.25583629243683,871,24
257046,-6.424450790984752,53.19872187126287,968,25
257054,-6.451176049030461,53.10504737860873,805,26
257037,-6.312273739354177,53.08374373764045,274,25
257038,-6.127589421982035,52.97922823350957,2724,25
247092,-6.786941748464848,52.34019146502271,568,24
247090,-6.926086474289061,52.39747557594589,3942,24
247095,-6.955689148152385,52.355421615375555,737,24
247073,-6.605966511518376,52.383832263096544,710,24
247076,-6.5650873393041005,52.19817361355199,2246,24
247078,-6.527255247604467,52.37323225434569,807,24
247081,-6.391572494807783,52.23535473272851,954,24
257055,-6.502648186094976,53.04339094427975,171,25
257064,-6.53779203805192,52.90072549671629,460,25
257047,-6.159334922936838,52.82996974163034,889,25
257048,-6.08813021793473,53.11522027238695,10731,25
247096,-6.830974719981926,52.38668549029153,475,24
247098,-6.890365308993291,52.2408643687653,824,24
247099,-6.886458172606654,52.369926714709806,246,24
247108,-6.796093452843517,52.480753947893135,443,24
247083,-6.371659964040165,52.19693900199143,620,24
247086,-6.511381726328335,52.247246528571075,617,24
247093,-6.5580571258087605,52.27793108346842,522,24
257066,-6.703374817903431,53.02391642225126,292,25
257068,-6.6903875184463555,52.99351123426081,468,25
257069,-6.643936442990981,52.918954619182955,416,25
257070,-6.741826531891074,53.00318059818038,435,25
257050,-6.124008036653423,53.038147049094334,1062,25
257053,-6.399331778006866,52.971495419261174,246,25
247109,-6.891119390076757,52.177102939936596,577,24
247113,-6.820816972859091,52.263327941028926,1593,24
247120,-6.940259954414866,52.322888437687865,628,24
247097,-6.5237311303151575,52.29477530184046,1760,24
247102,-6.413845581040957,52.272216283583006,2112,24
257072,-6.65138820260242,53.064251974981026,512,25
257073,-6.5116818512758545,53.080733438165765,341,25
257076,-6.684868762529442,52.96922730524226,279,25
257057,-6.205822765070765,53.00323024137926,304,25
257058,-6.067657045394436,53.06603584372242,2354,25
257059,-6.140042346991412,53.07513563164297,4009,25
247121,-6.859488679925087,52.411809171671514,581,24
247003,-6.43623540274514,52.37708781307629,2841,24
247104,-6.346407063302841,52.234847395899166,2240,24
247106,-6.426295750973416,52.21153328171052,528,24
247107,-6.651991646268963,52.32013927078899,1026,24
257027,-6.095994174272964,53.151930090571746,5980,25
257036,-6.221836069283647,53.19488107438596,2910,25
257039,-6.069103272000639,53.14174431760023,7258,25
257060,-6.225703684461101,53.035474138776216,615,25
257065,-6.224162191316845,52.93539836044313,2529,25
257074,-6.241426420858084,53.078556035010635,1378,25
247004,-6.38770148826247,52.38604515694909,942,24
247005,-6.488802885246933,52.39263984507241,642,24
247115,-6.484880877526225,52.21091572494112,582,24
247117,-6.482890945021528,52.32978335869652,12505,24
257051,-6.134693791735992,53.1656569662547,14706,25
257062,-6.250737583869042,53.16362503940428,788,25
257002,-6.173242678782349,53.09191940612745,365,25
257003,-6.235691304006507,52.800351522800284,1367,25
257075,-6.256451328705373,52.98853212116562,335,25
257077,-6.0570386368581035,52.976999157618685,8163,25
257001,-6.5977969923086315,52.771368531322445,242,25
257009,-6.571272491246665,52.715089085577425,404,25
247006,-6.604794527650413,52.290016790693954,536,24
247018,-6.70448343575165,52.29332792110308,524,24
247119,-6.664812701913001,52.37323049189734,500,24
257004,-6.16224229874445,52.79237793222033,9976,25
257079,-6.1504290367957415,52.8037901721403,3013,25
257080,-6.112674230353549,53.20728648972481,1839,25
257081,-6.098055709866639,53.196609310316276,6414,25
257017,-6.113743375447867,53.196580120832266,6459,25
257005,-6.324620789116077,52.86083147304385,1858,25
257061,-6.240417046532734,52.857402047582106,744,25
257006,-6.273534992611119,52.88093547622807,633,25
257010,-6.426169286329282,52.845394429797985,210,25
257013,-6.472505768145578,52.842377337301954,184,25
257021,-6.507251751702499,52.71433624176126,1701,25
257022,-6.501511891507288,52.750515166331496,278,25
247023,-6.742385653762785,52.22789232995308,1116,24
247028,-6.564789341226538,52.25417354594275,865,24
257082,-6.123351526973448,53.20483052616196,2415,25
257078,-6.0413982470461685,52.97872898207306,6762,25
257011,-6.505473775961219,52.932744434101934,136,25
257015,-6.704543855453647,52.93559398781521,2720,25
257016,-6.435127965645639,53.15789473615162,4606,25
257007,-6.355147183105409,52.91443505598473,346,25
257008,-6.2803174497202265,52.95243997857843,466,25
237061,-7.6293648902804,53.43173684478164,362,23
237063,-7.9145487033003645,53.488349648464954,416,23
237075,-7.725702716414023,53.3850495423085,3088,23
237076,-7.7781918057419,53.43737217751441,651,23
237069,-7.284095233044564,53.67056405132185,1344,23
237091,-7.058993739542813,53.523293129184495,461,23
237092,-7.06073768950235,53.62777097266737,312,23
237001,-7.467357173306258,53.34732077872865,276,23
237054,-7.243745710729068,53.42361796309438,299,23
237079,-7.344942298803956,53.52630705023405,10783,23
237106,-7.34437700947618,53.52873039459243,5610,23
237080,-7.339750467100859,53.51975405349409,4422,23
237081,-7.38744296938447,53.64120285638041,629,23
247045,-6.55926987353207,52.50002177309804,9985,24
247047,-6.50992527077107,52.58800555504325,1560,24
247059,-6.486950270755177,52.60929651735541,387,24
237077,-7.905565827571646,53.441872403612656,2922,23
237078,-7.909292557250903,53.52242329997509,170,23
247067,-6.770168623933976,52.527147840207306,1015,24
237072,-7.4483861161864855,53.62741713593255,599,23
237012,-7.346099725704807,53.38640486376487,732,23
247082,-6.734487117594538,52.56049734239086,456,24
237082,-7.412557247590624,53.37879684692007,229,23
247089,-6.620236247005159,52.68598867192682,409,24
247094,-6.630185655769015,52.641718164396515,2284,24
247062,-6.429000805311675,52.528611904782736,688,24
247105,-6.697187812032588,52.62065849494167,689,24
247110,-6.441173624564853,52.56610421655986,475,24
247074,-6.458729637734659,52.43509391403301,1437,24
247072,-6.658802927110406,52.52151567349032,846,24
247080,-6.567034709346238,52.658301439635075,460,24
247085,-6.596658945847701,52.5460537515558,1088,24
247012,-6.459377976220151,52.69686086574846,411,24
247013,-6.247006108755175,52.577707939120025,832,24
247101,-6.729324082537367,52.59420349252261,457,24
247020,-6.27043736700823,52.713302103897334,1197,24
247029,-6.2331818029787565,52.544628807657865,439,24
247111,-6.649691223387761,52.47840935657763,984,24
247112,-6.495780593627115,52.54334054608488,986,24
247010,-6.326595201351554,52.60103570282847,1159,24
247057,-6.372222304782795,52.65494930273207,316,24
247061,-6.453927977909728,52.64046595756844,1090,24
247017,-6.211488366563812,52.75187121370485,855,24
247068,-6.30051364261176,52.57762517168318,549,24
247039,-6.274574912785641,52.76971400724138,1149,24
247040,-6.245521977517014,52.67172123919036,2639,24
247114,-6.557070311601981,52.616131128403204,730,24
247002,-6.262423804513717,52.623267467748974,3685,24
247065,-6.186181430891163,52.72306345613931,828,24
247077,-6.367467516414466,52.698048621748555,456,24
247084,-6.305769534896479,52.74153413102361,943,24
247070,-6.302458864059023,52.50241366785883,610,24
247088,-6.409854408187514,52.71728561176417,682,24
247103,-6.4132194786150825,52.66329880724856,607,24
247049,-6.277982776836529,52.531274961487874,536,24
247052,-6.320540576088756,52.667810345173294,6876,24
247053,-6.29431384795651,52.67568762661702,3570,24
247021,-6.386792724689357,52.61610960311405,504,24
247009,-6.503667800344725,52.66334290147981,586,24
247087,-6.367112733522655,52.560359600948026,785,24
247116,-6.347182739421514,52.524728791371324,765,24
247122,-6.371063817008194,52.75681315456257,957,24
247001,-6.706503950819607,52.411573656263016,594,24
247014,-6.950170397616076,52.256809530541496,1241,24
247024,-6.845730476931355,52.48832278796318,92,24
247008,-6.884158199989674,52.442507495142344,790,24
247025,-6.762249676974962,52.40297481139051,582,24
247030,-6.869657317338981,52.35097148497322,523,24
187008,-7.22245335898777,53.19170979771591,396,18
187011,-7.659820604127225,53.31124976774772,369,18
187017,-7.420730821102487,53.24929663351983,1531,18
237101,-7.8703605372530205,53.38727135732032,689,23
237103,-7.70622144589744,53.450562284963816,272,23
237002,-7.782859799098077,53.47526002570677,412,23
237009,-7.5670053513090165,53.50275660027806,326,23
237014,-7.458644581632296,53.39961288073158,511,23
237017,-7.3504184220285635,53.48283155805531,707,23
237084,-7.344656928264034,53.56334906935487,440,23
237086,-7.436610043505279,53.56831984247344,318,23
237087,-7.128559306130343,53.5374176577426,506,23
187018,-7.609932456033407,53.34350425880939,3956,18
187023,-7.317201057107511,53.19773676871846,567,18
187026,-7.292584665677452,53.28839162491715,1486,18
187029,-7.65145200568538,53.26092500802993,261,18
237013,-7.677425294986081,53.48980517350732,734,23
237037,-7.829235084682709,53.52532832796618,234,23
237038,-7.734092973062897,53.483483203815105,273,23
237021,-7.37360630517907,53.448005275604885,332,23
237022,-7.285600943496252,53.52147379672861,876,23
237024,-7.301592548446215,53.40821599222873,1692,23
237088,-7.404718904701767,53.34810322702784,273,23
237089,-7.515110131024061,53.53292363332311,351,23
237093,-7.285263756814931,53.48774398003903,495,23
187034,-7.507297470008935,53.318131685487536,759,18
187042,-7.341944962337145,53.25214117388272,1607,18
187044,-7.669858486633412,53.37747600516454,356,18
237083,-7.766030161939551,53.51699854452872,398,23
237085,-7.614923113361653,53.559330112010855,111,23
237100,-7.634816532889695,53.525988999453396,185,23
237104,-7.697469789467803,53.52112239383444,132,23
237025,-7.51831203384192,53.42615521176531,737,23
237026,-7.502569356132293,53.49093983350711,341,23
237094,-7.5703074809765765,53.54437708481559,243,23
237095,-7.49549540957982,53.563828709965335,322,23
237096,-7.333215804211859,53.6112660518939,213,23
187045,-7.280206290464351,53.15650960619627,555,18
187048,-7.338866809071695,53.327346861996915,368,18
187051,-7.615652624123228,53.39039876668751,532,18
187052,-7.4957958229650945,53.21281717019928,1231,18
237018,-7.434280757839366,53.71330781555648,152,23
237032,-7.386807205058487,53.69648511365973,239,23
237033,-7.350665602055681,53.67753966353314,301,23
237043,-7.330246663664864,53.77007844159168,265,23
237027,-7.243527796843167,53.5485171167198,359,23
237029,-7.376017758769998,53.41801945749646,638,23
237030,-7.188715025215736,53.56541265183011,448,23
237036,-7.096690137845557,53.49593984545634,272,23
237097,-7.572409296378664,53.42255966934842,378,23
237099,-7.251395483880275,53.595199182539396,392,23
237102,-7.401961768857636,53.54164970738192,417,23
187053,-7.672293482277569,53.20299907264532,270,18
187054,-7.622787699032545,53.224233155715815,711,18
187064,-7.253145886390971,53.29750687956169,244,18
187068,-7.271898704063735,53.21800463195756,166,18
237049,-7.353693461941969,53.71901106411455,182,23
237070,-7.339600581049717,53.745291689618064,109,23
237090,-7.52725160935533,53.66293697848386,363,23
237039,-7.445144882928954,53.47097890645629,239,23
237040,-7.586583191405301,53.589718238666535,210,23
237041,-7.240705056895271,53.45409161311626,446,23
237046,-7.298220710286156,53.44675943555261,439,23
237105,-7.386018037861558,53.59352127858376,284,23
247046,-6.567942472634059,52.501016968242276,2666,24
247091,-6.940810943156912,52.39438146046475,3768,24
247100,-6.950446422251657,52.397002235256394,643,24
247118,-6.468194329138975,52.33727053250901,1613,24
247124,-6.460384098366254,52.33228781534663,4087,24
247123,-6.467904913390411,52.34224683564583,1243,24
187069,-7.1769309213521355,53.16909719658405,2404,18
187070,-7.614340895749881,53.28263142428535,714,18
187071,-7.202418485184694,53.22302421720828,399,18
187072,-7.264366469233926,53.2451270150098,432,18
237098,-7.466769979416873,53.68011684702915,269,23
237008,-7.032159552693528,53.63060783449147,163,23
237011,-7.064172411828746,53.59141897667897,293,23
237015,-7.085998955976433,53.552943939116105,282,23
237048,-7.538041251943432,53.635111779248895,171,23
237050,-7.451666164636281,53.513085325720546,256,23
237051,-7.173548473759935,53.46443037544561,574,23
247007,-6.659188119771175,52.56740778720888,799,24
247011,-6.537537160161732,52.56810689119019,429,24
247015,-6.606308662206431,52.412610238044046,1237,24
187073,-7.585355292388778,53.189499089165125,404,18
187075,-7.557898938001951,53.24754753262492,1457,18
187080,-7.563130681559281,53.307591692567364,772,18
237019,-7.086397078459799,53.57789470026308,259,23
237028,-7.117303860269664,53.64763992652807,504,23
237031,-7.230393390863152,53.64611069398762,501,23
237052,-7.233441122015973,53.50461484750453,703,23
237055,-7.402282503874777,53.50066249415679,560,23
237056,-7.189195751370207,53.51816282098266,432,23
247016,-6.4795461127534315,52.483634838151914,1579,24
247019,-6.412175910431416,52.588047500323555,480,24
247022,-6.3100812154607855,52.47727202400436,728,24
187083,-7.68082997368601,53.35129992657687,277,18
187084,-7.45953567748327,53.299555256700906,433,18
237034,-7.009683722219021,53.60061439563006,278,23
237035,-7.119750841877274,53.61729151956446,1072,23
237042,-7.310608751848067,53.644613396757684,237,23
237044,-7.176076210742401,53.67348225836099,392,23
237057,-7.551195512924103,53.456874573638686,127,23
237058,-7.5007599801591995,53.37288941604235,1604,23
237059,-7.515343064403852,53.59572357456002,603,23
247026,-6.409978558182437,52.48273816817348,1222,24
247027,-6.616440049240152,52.4467885345913,1361,24
187086,-7.506503022449254,53.26728836221405,3218,18
237003,-7.9320414245027075,53.423188871587584,4382,23
237005,-7.952819968252395,53.42201262721978,3260,23
237004,-7.916169404220686,53.415270385877456,7560,23
237045,-7.254910249873859,53.687298904395206,386,23
237053,-7.265251466990305,53.72028072438132,268,23
237060,-7.180656722670098,53.63942701628653,202,23
237062,-7.611524833591223,53.47055717574955,361,23
237065,-7.146297472602566,53.507565137472604,1826,23
237068,-7.108406795185849,53.466900826140694,2915,23
247034,-6.71636489936943,52.48805956005987,940,24
247079,-6.6087534712684874,52.593001196768846,426,24
247033,-6.3819498273937665,52.43202755631419,1111,24
247035,-6.35986174353724,52.470790413813035,853,24
237006,-7.83293420248139,53.48975523345699,724,23
237010,-7.674199877201401,53.421047378891025,249,23
237016,-7.740666470848653,53.41353542166756,579,23
237064,-6.994942732426651,53.64938928972078,1046,23
237066,-7.16357202865055,53.592604460512014,469,23
237067,-7.25163131652108,53.6220261242784,212,23
237071,-7.28826616144881,53.571177858530795,588,23
237073,-7.546571188599955,53.3665296946273,205,23
237074,-7.453944741246195,53.43079413704355,362,23
247038,-6.738047991024764,52.44198239795684,1252,24
247044,-6.528443044295307,52.43246736286069,1491,24
237020,-7.8178990310376895,53.422107800744506,774,23
237023,-7.811975596379352,53.36657775411591,715,23
237047,-7.866679186517543,53.463709140536714,846,23
47212,-8.85724719150442,51.65527364848426,582,3
47231,-8.94548017526996,51.698897982749585,333,3
47283,-8.965192641310935,51.67073458808341,343,3
47250,-8.641890643676046,51.94970305089982,3017,3
47261,-8.361689031471162,51.850901604641294,1086,3
47005,-8.14919399677031,52.063495651594096,245,3
47030,-8.405837518209864,52.1384339257622,843,3
47029,-9.018591813403564,52.174555152037314,275,3
47040,-8.91312981350088,52.107290629125266,725,3
47309,-8.828731141155336,51.61482665784444,761,3
47310,-8.78591366590745,51.64476027300005,740,3
47271,-8.341243715733095,51.861372224228184,5219,3
47046,-8.91534416636561,52.238126309447054,345,3
47038,-8.094750671861501,52.04217638321216,693,3
47081,-8.810029802874906,52.20446863146166,433,3
47043,-8.986339021309941,52.2604672096964,517,3
47098,-9.141829462598235,52.25551509782696,381,3
47044,-9.09516898777269,52.214742484590474,211,3
47109,-8.959192258654634,52.1530209339495,415,3
47055,-9.092470271477929,52.17153897168132,619,3
47161,-9.060309351986957,52.239268256082426,410,3
47164,-8.819551373162092,52.12236068450617,220,3
47170,-8.868724977200975,52.18559684333079,1283,3
47085,-8.854843518192276,52.15569306964705,623,3
47256,-8.847853444868502,52.33983508195753,680,3
47266,-8.86185504825917,52.05101825731721,86,3
47099,-9.225740873428736,52.25161736733259,161,3
47100,-8.86228098802277,52.12385377318014,285,3
47314,-8.92568828223793,52.308805906312905,407,3
47139,-8.797209868913956,52.314542886355646,626,3
47025,-8.428865201009291,51.75765420512944,374,3
47026,-8.354797827386356,51.73126546542691,362,3
47031,-8.54987198074304,51.64753207126604,373,3
47179,-8.929264909701203,52.186771548015614,1935,3
47184,-8.849286213381902,52.22687161549873,330,3
47267,-8.984285695653368,52.2120429040292,1518,3
47268,-8.782426968168547,52.35950420586005,906,3
47219,-9.224128924624612,52.184521058848546,499,3
47018,-8.578726211579472,51.675665735142054,659,3
47032,-8.522038226848956,51.78180048776331,1226,3
47071,-8.356389347767976,51.78634763963364,2462,3
47209,-9.196044848135942,52.1941308934886,350,3
47225,-9.137476851737183,52.308079797196704,310,3
47280,-8.792465819268637,52.159625343386026,458,3
47281,-8.956854873392237,52.12851772977263,358,3
47150,-8.348946803337974,51.753513806322,540,3
47210,-8.469924358154728,51.73606641067632,1329,3
47112,-8.647674459237832,51.66294507924168,456,3
47120,-8.470281192207656,51.78019405746354,495,3
47221,-8.529683303233286,51.71183729623149,4913,3
47233,-8.84930973635979,52.266449345040726,476,3
47252,-9.13762195180741,52.1975312487671,461,3
47285,-9.046018969498608,52.29530699531496,156,3
47311,-8.860820129497522,52.08744075023388,489,3
47215,-8.393823659435585,51.77745459431334,526,3
47304,-8.788323239009882,51.80268243735342,798,3
47008,-9.399754005112662,51.79274998650036,208,3
47016,-8.59415176880213,51.86748638434854,18621,3
47027,-8.51499558962384,51.82642779264906,1787,3
47270,-8.670044246449242,51.8875203632832,2342,3
47277,-8.442294228954916,51.9428643793995,8574,3
47070,-8.456605660768968,52.083038603275334,159,3
47080,-8.155534432653681,52.18411712938039,204,3
47079,-8.319823223069054,52.138509769349945,816,3
47042,-9.446601157087567,51.678215975731455,3225,3
47131,-9.307776140814811,51.78702177383915,225,3
47036,-8.430543886531394,52.02505900674134,429,3
47052,-8.543911393247404,51.880817737196686,364,3
47053,-8.572853862390515,52.01851126635108,972,3
47279,-8.389849833591093,51.9752576314682,4496,3
47298,-8.528272349226471,51.91587505678913,5538,3
47084,-8.238279246157227,52.09755189191958,1124,3
47087,-8.455380039515113,52.18618133316713,894,3
47111,-8.188557585375376,52.11922406664011,1153,3
47147,-9.504181310337714,51.61830095561886,278,3
47148,-9.551231160748252,51.630517802711196,610,3
47050,-9.860747365047624,51.63033516022379,167,3
47116,-10.021687243275323,51.654816805357264,536,3
47123,-9.801207193100838,51.67791572559417,434,3
47054,-8.573967554797582,51.94725812136892,5607,3
47064,-8.357872572444371,51.91688501525957,7481,3
47072,-8.373485171721452,51.82577568443965,12118,3
47320,-8.515536317230778,51.96262122545704,3000,3
47014,-9.064314829073613,51.776056320348715,357,3
47122,-8.05087949055566,52.08567372905228,382,3
47151,-8.267582062817231,52.140752226208754,4859,3
47157,-9.614528308393723,51.6238655595507,201,3
47251,-9.340088706050286,51.720051475655275,373,3
47075,-8.509937957254197,52.02192856935073,1225,3
47076,-8.633365885140321,51.90941458937342,1499,3
47017,-9.036051732565252,51.68215928990484,688,3
47034,-8.981199156573693,51.71562265918426,775,3
47155,-9.21310233997737,51.75174497470148,275,3
47158,-8.304686971099619,52.19174531372408,424,3
47159,-8.373236957457031,52.19152143252713,1113,3
47166,-8.148582078110739,52.21733926087294,320,3
47286,-9.442491249027269,51.64352856422018,336,3
47287,-9.676786376063278,51.59969848584007,298,3
47188,-9.910975210881132,51.71683624478249,804,3
47200,-9.919831600139181,51.659367616508554,1483,3
47213,-10.083241186432051,51.60861530709649,342,3
47106,-8.278875077494122,51.87361808225855,8353,3
47132,-8.409220729908395,51.86147903985192,21041,3
47047,-9.262986990987438,51.82185249083238,218,3
47049,-9.132523515025829,51.827397415528495,290,3
47168,-8.268949071365302,52.037772652272864,761,3
47190,-8.204787098108051,52.050513089449694,392,3
47194,-8.451201261273708,52.14174778373958,257,3
47001,-8.770988265381723,51.6149953123877,629,3
47011,-8.906972681480998,51.573775930516454,747,3
47013,-8.979641786784885,51.645524409730164,363,3
47059,-8.731786057761914,51.59629580707829,411,3
47135,-8.711039316571162,51.93625339938488,1495,3
47142,-8.594024561392073,51.82033797093398,1656,3
47074,-9.048419839458743,51.814917560724666,494,3
47088,-8.96523066868887,51.77923094516754,469,3
47195,-8.381891886291823,52.07322775362853,605,3
47201,-8.363270132903098,52.140451379161334,377,3
47065,-9.056761312003754,51.628116543816404,381,3
47089,-9.017398804559173,51.6312870495748,290,3
47095,-8.898965473322175,51.63590338979311,1938,3
47153,-8.68031456220236,52.00094131679825,690,3
47162,-8.479890452614184,52.06384460597076,674,3
47113,-9.145800032065912,51.785134095028546,430,3
47134,-9.089391608187727,51.67453876842293,239,3
47218,-8.235314527835746,52.19420515561562,1658,3
47227,-8.111772748073978,52.11071056742822,1230,3
47110,-8.979761740137738,51.606165821608755,675,3
47117,-8.707622980969555,51.61855871245453,862,3
47171,-8.620828788902605,51.98990761214746,789,3
47178,-8.533382106122932,51.855147619233755,5650,3
47145,-9.136678702451805,51.73766681531152,1050,3
47146,-9.115588592055111,51.70558653598561,1447,3
47237,-8.191312237736765,52.16575451235301,356,3
47278,-8.30626068911452,52.08438800224263,2387,3
47126,-9.062507849325087,51.58410388537187,551,3
47199,-8.932936813616218,51.60384134170392,512,3
47203,-8.453768290398749,52.007515168430324,659,3
47224,-8.626178591215886,52.027921146665754,970,3
47220,-8.999246083805607,51.76288223678706,456,3
47247,-9.051148666503517,51.73330286184172,583,3
47318,-8.340429070973956,52.026396560412884,1470,3
47009,-8.881233539600732,52.28785149052417,469,3
47207,-8.797095224968407,51.67263389945101,339,3
47208,-8.831131475124302,51.67822331676343,217,3
47211,-8.901366591209236,51.689230184257596,309,3
47274,-8.958769694337844,51.56503054347772,480,3
47282,-9.028451042728836,51.57448234350952,992,3
47229,-8.330119932408055,51.97400195527817,1462,3
47235,-8.47946316561814,51.85885856746621,10323,3
47255,-9.182824707168173,51.69993945999192,161,3
47301,-8.989313492561715,51.84329728939261,593,3
37030,-9.130149608304984,52.754920470481665,650,2
37038,-9.236740358902429,52.65179300808879,235,2
37107,-9.30489011118427,52.79609142077535,295,2
37108,-9.569271899998732,52.705267086511114,216,2
37122,-9.70129746476325,52.6491342529831,87,2
37037,-8.572512255663586,52.95808295579885,213,2
37039,-8.626452449368939,52.89956158386142,188,2
37018,-8.609083980397438,53.005966967791025,170,2
37150,-8.745296867500315,52.8725230888622,1089,2
48002,-8.448589541390406,51.88717059328476,1757,3
48003,-8.440491605840863,51.88948444401062,1474,3
48004,-8.47375144585686,51.88314369417965,662,3
48005,-8.473118551640587,51.87958650339784,806,3
48006,-8.522689828172087,51.892033608615485,2223,3
37076,-9.22690341998627,52.690024475360595,325,2
37079,-9.102788739322964,52.67047197565044,905,2
37124,-9.675942469372849,52.62071280637192,223,2
37126,-9.37891124094929,52.78750623802248,193,2
48008,-8.520203176260948,51.88428691276679,4925,3
48010,-8.5305966925153,51.87504449866905,1492,3
48009,-8.508282460147834,51.879592684464306,3253,3
48011,-8.469839495059418,51.911960804775795,690,3
37048,-8.653012425002316,52.95485482214123,137,2
48013,-8.440216352490197,51.883615515070495,1044,3
48014,-8.469504888130887,51.89799292649296,868,3
48015,-8.477526254884559,51.899416905464065,2117,3
48016,-8.492457743386742,51.90681641759399,1577,3
48017,-8.464076162990867,51.894310903736944,833,3
48018,-8.458848774415854,51.89461905553975,1191,3
48019,-8.478502538608806,51.92155332066346,963,3
48020,-8.471849327712741,51.891538283914954,1407,3
48007,-8.536099988528289,51.8822918649909,1934,3
48022,-8.486640669199232,51.91184759503903,746,3
48023,-8.48843168379251,51.918842754022876,3610,3
48024,-8.475882069249279,51.91158595136347,2044,3
48025,-8.48113212227543,51.914584975767504,928,3
48026,-8.480372995642142,51.9101923624012,607,3
48028,-8.482666168030022,51.89497324527979,2418,3
48029,-8.490342762360331,51.892766119742994,1103,3
48030,-8.499959220134219,51.89131435063237,2198,3
48031,-8.503508625036005,51.8865169460532,813,3
48032,-8.495642226238976,51.88848302584742,716,3
37089,-9.279152707634939,52.61005808971849,328,2
48034,-8.478470650120485,51.889830565183836,2066,3
48035,-8.491677614538382,51.90325096481965,769,3
48036,-8.4903538279808,51.90179124659852,588,3
48037,-8.481663202256575,51.90308562244423,1053,3
48027,-8.48508583672178,51.9037907021728,944,3
48038,-8.485322314351286,51.90550666511753,1143,3
48039,-8.499749856600296,51.90780146138673,4044,3
48040,-8.444142445944376,51.89287763321803,1476,3
48041,-8.443597948147744,51.898075447158845,1047,3
48012,-8.468398281250577,51.90755285639905,2185,3
48043,-8.407635341944196,51.88686113197976,4937,3
48044,-8.426913342139185,51.89155705641745,3272,3
48045,-8.493430483561834,51.89611518287943,840,3
48046,-8.440048623797871,51.91403559018271,2932,3
48047,-8.452290904204961,51.90713043840378,1676,3
48048,-8.438914762348695,51.90955422363552,2437,3
48049,-8.480104369422545,51.88499669611501,723,3
48050,-8.480819989751721,51.878548491582954,1675,3
48021,-8.486161350645428,51.90784039452633,714,3
48057,-8.465181305379277,51.904248601618086,1162,3
48058,-8.458954589088414,51.90643045363933,856,3
48051,-8.51052288332618,51.90042901869622,3638,3
48052,-8.475194976357978,51.90432545768774,1743,3
48053,-8.476265187530377,51.902460367033,1401,3
48054,-8.4696744705175,51.89474714467383,2163,3
48055,-8.476783578875121,51.893774690781676,956,3
48059,-8.495961665668094,51.899026038912844,699,3
48060,-8.485598688909791,51.90013896911867,892,3
48061,-8.457318366240367,51.912747231860976,2466,3
48033,-8.492495488237601,51.88501740393023,2733,3
48063,-8.484967694774149,51.88877020924651,1623,3
48064,-8.437456531297912,51.90457065456311,1667,3
48065,-8.415897527913502,51.9053589552282,2756,3
48066,-8.492346360634834,51.87801540939148,2064,3
48067,-8.48609363403326,51.8827158104688,701,3
48068,-8.459553921564611,51.88683164258304,793,3
48069,-8.451238576194221,51.88333105672414,1039,3
48070,-8.45332018686179,51.879439709281236,2966,3
48071,-8.46592800633262,51.889332549881594,817,3
48072,-8.47125966514459,51.88794495800889,1196,3
48042,-8.410397595908346,51.89666773893997,5066,3
48074,-8.466371713582225,51.88167197124249,471,3
47096,-8.890509361397639,51.62312140328203,4061,3
