long,lat
54.65503786587065,-6.21837277628482
54.63317657512072,-6.318015175521962
54.680738114373916,-6.195478537217575
54.70663807899642,-6.237750438473537
54.70628991096626,-6.184375183938834
54.64575994850744,-6.099091903936877
54.7078751609529,-6.357123492728322
54.60563126161752,-6.244335542827521
54.620937735432705,-6.228142670673318
54.77241368429602,-6.355728327072963
54.721796951582284,-6.179230754655915
54.71502629023071,-6.2040777171130825
54.71041739493526,-6.190442954091018
54.71047754857305,-6.210487572392699
54.73187320234958,-6.22949840964615
54.75667564315632,-6.122812983775857
54.729212124202164,-6.281625435035735
54.75423937352721,-6.309778067624173
54.76941924579545,-6.2350676556003535
54.72940415312846,-6.20768113967577
54.736483061135516,-6.206201914785792
54.72235812426264,-6.201937440245415
54.71690158236171,-6.194133305372272
54.703463041942676,-6.102870530226072
54.724226502479866,-6.438746154937824
54.488382888355225,-5.793210039424814
54.50580188714669,-5.791293468479264
54.58230241122906,-5.742872055093543
54.54153423714558,-5.4977895569185655
54.52043229637584,-5.518216116879008
54.594299546576195,-5.7135464598315755
54.60737437166921,-5.738894616234821
54.566521058611016,-5.5951018690586745
54.57549543876584,-5.530255278624043
54.58681438780384,-5.6925823425999225
54.549484207735006,-5.740755580474058
54.55002904761742,-5.715764209178845
54.55439246825537,-5.740247789717125
54.563243006449916,-5.740022282186644
54.56082261398807,-5.775390100250218
54.550041391562125,-5.771807170508554
54.642814435408766,-5.54518717904784
54.647846146309135,-5.578280497690815
54.63416927321835,-5.551460417707579
54.63708857996256,-5.534699513584977
54.5993554412394,-5.6990815576888565
54.61344275594198,-5.709398417077981
54.58261808731255,-5.666353212715326
54.590054056002224,-5.680193613615186
54.592547442367525,-5.6742773510975475
54.485301271049224,-5.713238926418325
54.47084712762425,-5.6733691246623055
54.43079357182792,-5.520499407637877
54.48574469724666,-5.5198350901383435
54.523527865552765,-5.778951510584991
54.52110289232366,-5.716085978604264
54.59810627434777,-5.663002169624112
54.60520221311795,-5.6314743151986315
54.60231342317984,-5.535342491458139
54.616018980694804,-5.565792129244313
54.59765015259616,-5.680161560181658
54.60414385823737,-5.670305599389677
54.597676313291075,-5.6709484511839605
54.37983002347296,-5.512192277438126
54.37898060455881,-5.542346753440731
54.46489832072702,-5.452030599099833
54.46931901715713,-5.476895891566452
54.56789218437204,-5.710216333801296
54.581862188363445,-5.703647977614472
54.60130939801008,-5.688234918177981
54.61278417628944,-5.683631963011386
54.361794708560055,-6.664082557647454
54.37989635190096,-6.731954116919095
54.34848961731953,-6.667139532053523
54.23903289573195,-6.648918370740169
54.42930067884542,-6.654094098919842
54.334862483380384,-6.6419192992830824
54.338873940190425,-6.631677027545349
54.237298857827355,-6.752590502034639
54.339686852045006,-6.663174482699355
54.33030406357916,-6.535688640133895
54.35187976980284,-6.508952835362788
54.38926467540073,-6.563062243246719
54.24958436744612,-6.704873310563024
54.28518123654848,-6.589406735372886
54.311522902283976,-6.805852647180022
54.364880607052996,-6.45974208815045
54.43094453614768,-6.568658020090174
54.273583152647824,-6.510933810407864
54.31412665795442,-6.704652862720424
54.36073444637129,-6.636494625365469
54.29916259713,-6.4210053648389245
54.37262689341961,-6.542902169131608
54.37354400671193,-6.552540142626973
54.36029853092496,-6.403558949175947
54.34832140439242,-6.64062267879412
54.86762337119751,-6.3007090263468974
54.85315764407879,-6.370741452759542
54.85143195029541,-6.36027196108932
54.8492751760242,-6.299861938727771
54.85005097923406,-6.266427769529597
54.86005146009861,-6.2549283152722825
54.87568854259989,-6.29454532391917
54.88559890484417,-6.235285097227308
54.90140031934154,-6.2161233625887204
54.86502937707697,-6.270936310522351
54.92546103226108,-6.310621640928315
54.884966406027765,-6.355327063321527
54.882028562436474,-6.27382415967495
54.92474404837001,-6.397830265615334
54.873643728951016,-6.273235611513691
54.87088206787187,-6.3260960983145464
54.85349923082242,-6.32637501115242
54.979897104349384,-6.227621792959453
54.83480774856045,-6.109603919745304
54.81297799246169,-6.392272348308104
54.84575151307728,-6.281301825163897
54.80337892009413,-6.211397395997585
54.810440554231526,-6.2705348825090805
54.85814113104842,-6.267410866762289
54.87403039549762,-6.283290761016587
54.860740794404165,-6.434348179401292
54.89653645957645,-6.46894937351733
54.915717121668564,-6.128031038012284
54.87384747978998,-6.260478373606086
55.0616473037841,-6.266532173831808
55.1269856456828,-6.506959663925832
55.07223534672532,-6.497892841090807
54.993446178270574,-6.37112798181829
55.08898331143405,-6.472119562397569
55.015432147374426,-6.433532771058543
55.06172178693269,-6.50168689193876
55.076541392455965,-6.5193451598483625
55.001404943713915,-6.4884031476458635
54.940241671817994,-6.467219646327295
55.0478691512895,-6.384105349989905
55.07643248975243,-6.509386884205304
55.071517878384476,-6.531495661045804
55.074511518810894,-6.561696025807094
