,long,lat,population,commuters
1846,53.30608763,-6.33538677,3449,1941
1847,53.30250518,-6.31697058,2056,1094
1848,53.29648586,-6.33007793,2246,1325
1849,53.29862153,-6.30091064,2074,1247
1850,53.31358158,-6.32508717,2151,1254
1851,53.311372399999996,-6.31510644,2872,1591
1852,53.31224996,-6.33502123,2568,1163
1853,53.42806475,-6.36518479,9602,5847
1854,53.23968594,-6.27654133,1111,605
1855,53.40434725,-6.23492674,1700,1057
1856,53.35760009,-6.27493914,1785,964
1857,53.35479716,-6.28086217,4166,2445
1858,53.34803196,-6.28331164,4471,2694
1859,53.35146132,-6.29198301,3109,1430
1860,53.35342519,-6.28772945,3293,2050
1861,53.37241488,-6.31829135,10566,7106
1862,53.36679375,-6.31883166,2643,1559
1863,53.39543969,-6.18463098,5639,3245
1864,53.35847673,-6.24491892,3718,1754
1865,53.3602134,-6.25431082,3698,1828
1866,53.38455664,-6.27236094,3521,1860
1867,53.38390005,-6.29305632,3606,2076
1868,53.38662428,-6.2848904,1887,926
1869,53.38109355,-6.28149477,2531,1456
1870,53.40094417,-6.28343316,4765,2481
1871,53.40121422,-6.27280606,4379,1847
1872,53.39611002,-6.25770882,6112,2786
1873,53.39433401,-6.26977314,2458,1107
1874,53.39247658,-6.27187341,1562,885
1875,53.39413081,-6.28514039,2350,1299
1876,53.38982105,-6.23614057,2463,1303
1877,53.38883118,-6.22463326,4962,2477
1878,53.38485893,-6.2087547999999995,3242,1682
1879,53.380995999999996,-6.21700179,2135,1306
1880,53.3788267,-6.22274368,2051,1054
1881,53.38207402,-6.23062653,3590,2257
1882,53.37258849,-6.27630708,3174,1881
1883,53.36840957,-6.26300315,3481,2268
1884,53.36412678,-6.26448197,2222,1430
1885,53.36869178,-6.28512013,5650,3215
1886,53.36487687,-6.28583836,3737,2026
1887,53.35667927,-6.2885596,4085,2261
1888,53.37278667,-6.30575019,1478,710
1889,53.36951294,-6.29362384,2577,1225
1890,53.36364792,-6.29931193,2953,1538
1891,53.35813297,-6.30217278,2845,1658
1892,53.34830211,-6.34326464,3056,1891
1893,53.33936637,-6.37869481,3254,1201
1894,53.34047893,-6.36329402,2836,1276
1895,53.33403585,-6.36600537,4545,2286
1896,53.37446481,-6.18022774,3438,1957
1897,53.36253634,-6.17109977,7107,4422
1898,53.36441606,-6.20223684,3183,1946
1899,53.36562499,-6.2095138,2766,1621
1900,53.37313033,-6.20077371,1791,1123
1901,53.37760229,-6.20447357,3658,2277
1902,53.37506908,-6.21344016,2411,1317
1903,53.36777098,-6.21774415,3659,2515
1904,53.36309255,-6.22916594,2297,1441
1905,53.36895215,-6.23328746,2468,1541
1906,53.33245696,-6.3214106,3714,2060
1907,53.33196144,-6.30537668,2968,1474
1908,53.32975535,-6.29142222,2331,1283
1909,53.32531412,-6.30834599,4089,2211
1910,53.32980344,-6.31713805,2793,1403
1911,53.32703455,-6.32376856,2985,1651
1912,53.33985957,-6.34276539,2677,1158
1913,53.36888082,-6.24669145,5064,3343
1914,53.36485061,-6.25005685,1697,1170
1915,53.37320992,-6.25815619,3517,2097
1916,53.34768127,-6.35954379,3588,1737
1917,53.3861916,-6.18560081,2836,1251
1918,53.39584635,-6.31402068,3319,1552
1919,53.39317705,-6.30570072,2874,1361
1920,53.39625745,-6.29834848,3464,1953
1921,53.38740059,-6.31235266,2904,1408
1922,53.38203286,-6.29588572,4206,2202
1923,53.38108443,-6.30766594,2645,1217
1924,53.38151163,-6.31633418,2427,1203
1925,53.37459443,-6.23101103,5806,3555
1926,53.40064275,-6.17200294,9696,5983
1927,53.40218118,-6.15638679,5326,3319
1928,53.39348995,-6.15975274,3082,1508
1929,53.38631322,-6.1667962,4005,2291
1930,53.38714217,-6.1749699,2680,1327
1931,53.38679927,-6.196256,2808,1470
1932,53.38084266,-6.19040229,2758,1585
1933,53.33664739999999,-6.33387695,2392,1356
1934,53.33021253,-6.3390153,2218,977
1935,53.36089349,-6.26581674,3919,1501
1936,53.35679105,-6.26840965,3666,1888
1937,53.34991459,-6.27201545,2757,1435
1938,53.3424125,-6.33170323,2534,1312
1939,53.343112600000005,-6.31797989,2414,1503
1940,53.33814204,-6.31680822,5186,2893
1941,53.39349062,-6.20574058,1490,642
1942,53.39093221,-6.20632468,2032,980
1943,53.39750244,-6.23231223,3660,2333
1944,53.39502097,-6.22033885,2681,1196
1945,53.32219584,-6.3108419,1944,1028
1946,53.32208071,-6.30120345,3572,1906
1947,53.32506301,-6.28623993,3043,1919
1948,53.31807017,-6.29696394,2462,1389
1949,53.316498200000005,-6.30699968,3395,1884
1950,53.3370947,-6.35137557,2657,1223
1951,53.34381545,-6.25150993,4665,2062
1952,53.33788071,-6.25448314,1311,418
1953,53.34455627,-6.27637914,2513,1168
1954,53.34129148,-6.27686796,3966,2390
1955,53.33852377,-6.27975774,3566,2191
1956,53.33510206,-6.278714900000001,2185,1392
1957,53.33269581,-6.27889828,2489,1611
1958,53.33403601,-6.28774813,2158,1207
1959,53.35325264,-6.25183044,5389,2255
1960,53.35693005,-6.25590324,3963,2195
1961,53.34924705,-6.26205319,5654,2491
1962,53.35801521,-6.23982473,1365,818
1963,53.35194667,-6.21580521,7695,4634
1964,53.35175567,-6.24740031,4214,2187
1965,53.33895782,-6.19078532,5078,3072
1966,53.33291088,-6.21934905,3818,2317
1967,53.32279965,-6.20983996,3920,2418
1968,53.3155096,-6.21934682,5263,2690
1969,53.32622768,-6.22253527,3902,2016
1970,53.33715235,-6.23263627,4992,3235
1971,53.32703622,-6.23549399,3003,1826
1972,53.33271456,-6.24404411,4852,2635
1973,53.35788987,-6.32387926,1534,890
1974,53.40244533,-6.18694409,4854,2315
1975,53.39664736,-6.19781876,2756,1367
1976,53.40410788,-6.21770801,1618,923
1977,53.40336,-6.19962607,2728,1055
1978,53.4002619,-6.21104629,2839,1534
1979,53.38372218,-6.15862038,2488,1320
1980,53.38609902,-6.15175855,2169,1081
1981,53.37564348,-6.14478434,3672,2089
1982,53.30869266,-6.27096896,4683,2883
1983,53.327108700000004,-6.25051387,4836,3236
1984,53.31641462,-6.24257408,6058,4033
1985,53.31447616,-6.2558073,3351,2221
1986,53.32271945,-6.25407319,2757,2076
1987,53.32587928,-6.27184616,5461,3569
1988,53.32645943,-6.26142157,3713,2489
1989,53.31836058,-6.26201424,2681,1853
1990,53.31685609,-6.26886468,3106,2100
1991,53.31413983,-6.27697452,3390,2305
1992,53.32047224,-6.27245735,2859,2031
1993,53.35546428,-6.26060857,5965,2373
1994,53.35255533,-6.26597156,2458,1117
1995,53.34175394,-6.26473371,4329,1437
1996,53.34009216,-6.26275983,2082,659
1997,53.33364041,-6.26086688,5122,2381
1998,53.33943554,-6.24105473,7004,4402
1999,53.31926257,-6.28661737,3741,2490
2000,53.31290152,-6.29045882,3490,2218
2001,53.30684173,-6.29382356,1854,1156
2002,53.30439507,-6.28986356,792,493
2003,53.34408234,-6.29956196,3930,2699
2004,53.34529504,-6.2861843,1312,774
2005,53.33858049,-6.28737308,3983,2202
2006,53.33600579,-6.29506819,2188,1257
2007,53.334975899999996,-6.29879913,1790,1037
2008,53.33989394,-6.299199099999999,3484,1711
2009,53.32262614,-6.33679362,2765,1516
2010,53.32117593,-6.32507195,1885,1010
2011,53.319647499999995,-6.32349762,2169,1158
2012,53.38244178,-6.25511193,3286,1833
2013,53.38719073,-6.25371781,4128,2322
2014,53.39328466,-6.24589726,2153,1235
2015,53.38092528,-6.24184355,3456,1643
2016,53.34077701,-6.27078104,2606,1159
2017,53.33294045,-6.27170469,3414,2130
2018,54.09651355,-7.52046599,866,435
2019,53.93592744,-7.5636095999999995,959,520
2020,54.07557629,-7.14319955,358,212
2021,53.92779305,-6.97516393,4005,2146
2022,53.89664326,-7.42006419,434,265
2023,54.12034173,-7.58264276,1553,910
2024,54.04612688,-7.32152304,1056,648
2025,53.87510527,-7.21242618,3238,1845
2026,53.83064932,-7.32110801,828,464
2027,54.08063218,-7.69724809,245,131
2028,54.12157532,-7.67327143,587,356
2029,53.92957363,-7.39252986,1529,891
2030,54.10387471,-7.44105346,1504,669
2031,54.12836799,-7.798389200000001,332,166
2032,54.0651527,-7.59036975,165,95
2033,53.91554205,-7.51460545,212,116
2034,54.04807758,-7.36915059,470,310
2035,53.97724916,-7.0710435,532,290
2036,54.07121113,-7.56350048,211,126
2037,53.88122232,-6.98243538,569,355
2038,54.04436497,-7.42869307,400,255
2039,53.82245647,-7.17631978,901,547
2040,54.09675966,-7.39078907,300,194
2041,54.00635988,-7.35840702,8273,4532
2042,53.99094378,-7.3623133,3770,1682
2043,54.01906528,-7.30685497,853,560
2044,54.05385068,-7.04374712,1087,628
2045,54.07365247,-7.07937648,1598,828
2046,53.96738803,-7.501953599999999,267,144
2047,54.01031633,-7.02855364,443,254
2048,53.84914737,-7.02686561,614,385
2049,53.96395292,-7.460214,541,334
2050,53.92730275,-7.24855826,697,404
2051,53.96776301,-7.26321462,393,247
2052,53.92269209,-7.32503963,705,400
2053,53.88956311,-7.35304656,433,246
2054,54.20738139,-7.90884468,85,47
2055,54.17787287,-7.87105561,142,74
2056,54.03782404,-7.56820014,130,84
2057,54.03861313,-7.61859991,142,79
2058,54.20180260000001,-7.99712459,154,78
2059,53.93234737,-7.06281309,447,291
2060,53.92317538,-7.46769763,612,369
2061,54.07742145,-7.25469441,528,309
2062,53.85436134,-7.42043612,586,362
2063,54.03387784,-7.24277503,524,337
2064,53.90545221,-6.88463578,457,312
2065,54.27778739,-7.94530399,319,118
2066,53.89256019,-7.26637872,550,314
2067,54.10865815,-7.41318346,485,268
2068,53.80959424,-7.2461993,970,577
2069,53.83045378,-7.44102061,427,242
2070,54.11746816,-7.45062259,546,324
2071,53.8042744,-7.39242088,323,178
2072,53.86355071,-7.37498452,365,191
2073,54.01652918,-7.5303800999999995,1153,661
2074,54.23845097,-7.9887372999999995,137,79
2075,53.88937475,-7.076309299999999,445,272
2076,53.98273148,-7.43219771,602,369
2077,53.86009976,-7.27948582,1118,651
2078,54.17812322,-7.76812712,111,69
2079,53.90976451,-6.81297851,3335,1936
2080,54.01961718,-6.96934842,464,264
2081,53.99757859,-7.17345359,472,287
2082,53.96620528,-7.15953388,494,282
2083,53.93424689,-6.86441693,403,253
2084,54.07629657,-7.62906891,291,183
2085,53.87956344,-7.47383434,338,181
2086,53.86033541,-7.15581195,631,345
2087,54.048458999999994,-7.49040499,351,195
2088,53.96390877,-7.3227020000000005,1744,1043
2089,53.82431839,-6.95775043,2221,1331
2090,53.80020055,-7.09276802,1129,735
2091,54.05642861,-7.20611192,421,231
2092,54.0947442,-7.32654921,447,257
2093,53.8769995,-7.53718741,609,375
2094,53.989119099999996,-6.9242289,1262,752
2095,53.95999599,-7.00664426,406,257
2096,53.98578894,-7.55668455,165,99
2097,53.96859512,-7.22877232,766,468
2098,54.18651682,-7.74520284,375,221
2099,53.95626768,-6.89937307,618,370
2100,53.89936397,-7.13730544,536,312
2101,54.15873764,-7.70559421,185,98
2102,54.26008326,-7.88720412,331,162
2103,54.0333536,-7.10719265,462,277
2104,54.0221556,-7.13545173,277,174
2105,53.82589659,-7.057697500000001,4400,2571
2106,53.92352736,-7.16159008,757,462
2107,53.13737548,-9.07311443,454,247
2108,52.83277075,-9.34599194,504,278
2109,52.92087891,-8.67742212,298,192
2110,52.94580322,-9.21418107,190,117
2111,52.84311886,-8.76690987,153,92
2112,52.71904353,-8.66797435,1166,568
2113,52.89237205,-9.16747487,749,432
2114,52.70234081,-8.61142525,5994,3661
2115,52.72382817,-9.04146388,238,148
2116,52.87629149,-8.67791944,261,145
2117,52.95576669,-9.43122807,339,177
2118,52.87122843,-9.37325819,399,235
2119,52.87017135,-8.61309414,282,182
2120,53.0435983,-8.94294455,288,188
2121,52.95934509,-8.80746842,211,118
2122,52.87354904,-8.56551322,199,116
2123,53.00596487,-8.60907911,170,75
2124,52.7458243,-9.33353563,201,120
2125,52.97060159,-8.52552498,150,104
2126,52.68822296,-8.5698536,846,456
2127,53.05509566,-9.0268675,117,70
2128,52.84125083,-8.51458625,116,80
2129,52.77135428,-8.72101795,467,314
2130,52.79790864,-8.98825544,2984,1822
2131,52.70145562,-8.92404349,10299,6220
2132,53.04948012,-9.30583364,202,119
2133,52.74941479,-8.60403645,581,382
2134,52.75491171,-9.1314744,650,460
2135,52.782250899999994,-9.44675402,471,248
2136,52.8621131,-9.24744779,267,152
2137,52.66993704,-9.43324869,378,215
2138,52.93180376,-9.19235253,260,144
2139,52.85929137,-8.84360149,508,335
2140,52.75005942,-8.66263223,270,195
2141,52.96115293,-8.57182615,213,125
2142,52.65199195,-9.23555723,235,130
2143,52.89881156,-8.62745723,188,89
2144,52.70312348,-9.41630216,525,336
2145,52.94719201,-9.04210305,1335,761
2146,52.69238623,-8.75933152,1514,913
2147,52.75021921,-9.39701,427,261
2148,52.94758,-8.89506887,952,624
2149,52.82250862,-8.79407683,224,125
2150,53.08223556,-9.30705142,111,34
2151,52.95688571,-8.65375785,137,80
2152,52.74146748,-9.48948863,765,374
2153,52.82511122,-8.9165259,1986,1347
2154,53.10460047,-9.14714358,423,230
2155,52.71831326,-9.46151134,417,251
2156,52.70935044,-8.83541392,983,498
2157,52.95059551,-8.3527077,605,315
2158,52.90016511,-9.08115632,314,204
2159,52.67898481,-9.56040656,324,192
2160,52.8488963,-8.99674013,17709,10540
2161,52.84167888,-8.98935952,1810,769
2162,52.94581351,-9.30395586,2331,1158
2163,52.76778478,-8.55315913,340,225
2164,52.94258787,-8.62363009,351,193
2165,52.84878863,-9.21802733,212,136
2166,52.78928416,-9.19529814,280,161
2167,52.92511773,-8.73035441,172,99
2168,53.12740448,-9.23006302,158,79
2169,52.74484319,-9.27164333,335,195
2170,53.00190179999999,-9.01215241,195,113
2171,52.94365335,-8.46866635,317,177
2172,52.58205402,-9.84938782,261,117
2173,52.70604434,-9.07897205,441,251
2174,52.80081427,-9.08515853,709,470
2175,52.67648542,-9.64619876,349,171
2176,52.99422682,-9.21757088,408,225
2177,52.69186705,-9.22774238,325,193
2178,52.67882898,-9.64974974,917,340
2179,52.80077943,-8.75770815,954,553
2180,52.67025994,-9.1013576,905,493
2181,52.80273551,-8.47399103,2055,1130
2182,53.00453227,-8.68187521,257,115
2183,52.83815848,-9.12647232,763,503
2184,52.73349177,-9.58459282,266,129
2185,52.9747307,-9.341389999999999,277,176
2186,52.69856169,-8.69019944,793,477
2187,53.01111383,-9.38006165,820,383
2188,52.63045124,-9.3955114,480,285
2189,52.98358445,-9.11094546,349,221
2190,52.61297015,-9.27610997,328,153
2191,52.817680200000005,-8.58633816,143,82
2192,52.7883071,-9.03899784,614,440
2193,52.83895693,-8.65240759,413,284
2194,52.71011904,-9.30398506,640,337
2195,52.67394786,-9.30518154,286,163
2196,52.81368725,-9.46071374,714,395
2197,52.8561332,-9.08376695,883,600
2198,52.89736467,-8.9285012,497,340
2199,52.64598473,-9.47492909,726,448
2200,52.63877968,-9.48160695,2571,1033
2201,52.79540958,-8.65094326,737,467
2202,52.98505282,-9.30091605,139,75
2203,52.91057043,-8.77564004,196,137
2204,52.71796303,-8.54257436,1911,1270
2205,52.96640647,-9.17121454,193,113
2206,52.82296791,-9.21455387,248,130
2207,52.64615262,-9.34613104,243,115
2208,52.79665758,-9.30695791,295,149
2209,52.69949194,-9.56974196,216,122
2210,52.83370722,-8.71661278,313,187
2211,52.79899583,-8.50833196,134,83
2212,52.96268175,-9.36704549,353,200
2213,52.74574272,-9.18563577,574,378
2214,53.03974257,-9.27516555,951,332
2215,52.75769091,-9.03541787,596,395
2216,52.97637562,-8.72096322,152,76
2217,53.03456474,-9.32855914,259,147
2218,52.90467723,-9.26153028,289,184
2219,52.85478665,-9.39390627,1633,828
2220,53.06052304,-9.22085489,82,39
2221,52.73046905,-8.73334322,1281,829
2222,52.95251711,-8.42597768,422,208
2223,52.6515265,-9.70652259,87,51
2224,52.89603292,-9.34300072,692,425
2225,52.62546836,-9.68596317,223,106
2226,52.97311779,-8.95211132,300,205
2227,52.78596405,-9.38388625,193,92
2228,52.77952137,-8.9060957,1966,961
2229,53.03104686,-9.13488097,198,110
2230,52.76866133,-8.51183558,627,359
2231,52.87959649,-8.47730569,734,451
2232,53.09339343,-9.0609573,120,67
2233,52.6274843,-9.605236300000001,192,126
2234,52.81302506,-8.84880164,1476,1041
2235,52.58694028,-9.74679656,327,160
2236,52.93794638,-9.11850656,249,143
2237,53.08702696,-9.17425574,90,35
2238,52.89868691,-8.85966674,133,85
2239,52.63318306,-9.16766479,183,99
2240,52.76577546,-8.79071584,734,524
2241,52.92150848,-8.99985704,728,387
2242,52.9012549,-8.53677002,1278,710
2243,52.72274918,-8.80383485,2681,1711
2244,52.99520519,-9.27410385,146,86
2245,52.86445364,-8.91024324,688,453
2246,52.63356351,-9.5808867,101,61
2247,52.88985471,-9.00393166,1201,779
2248,52.91958233,-8.86048947,163,100
2249,52.76879184,-8.84771512,654,430
2250,52.87618391,-8.75085123,1089,679
2251,52.62436758,-9.76156953,110,61
2252,52.68301869,-9.34555584,149,83
2253,52.75041625,-8.93016788,963,518
2254,52.84779012,-8.98450456,1452,648
2255,52.84500208,-8.97722102,222,76
2256,52.83973851,-8.98321723,1478,611
2257,51.61324495,-8.771681599999999,629,409
2258,51.70975128,-9.67643162,452,249
2259,51.55214421,-9.3403277,288,188
2260,51.52211366,-9.42098274,574,337
2261,52.06422344,-8.14815569,245,144
2262,51.91320564,-8.88004272,478,308
2263,51.88650675,-8.75041003,1453,974
2264,51.79042834,-9.4014442,208,107
2265,52.2855251,-8.87689766,469,285
2266,52.00243654,-7.97495351,667,417
2267,51.56886584,-8.90713405,747,471
2268,52.32200206,-8.63428405,429,255
2269,51.64250578,-8.98141031,363,243
2270,51.77519053,-9.06273373,357,225
2271,51.70572382,-8.63866974,531,359
2272,51.85458129,-8.60274788,18621,11885
2273,51.68594146,-9.03389112,688,402
2274,51.67093035,-8.57814871,659,392
2275,51.83065801,-8.08297448,550,296
2276,52.29641169,-8.32081675,308,188
2277,51.60365568,-9.43244519,267,156
2278,52.15289453,-8.73632757,700,437
2279,51.84693332,-8.04061664,1692,953
2280,51.53212469,-9.48410328,846,473
2281,51.7588109,-8.42784666,374,241
2282,51.73029214,-8.35382752,362,232
2283,51.82517919,-8.51101484,1787,1180
2284,51.85589267,-8.6788905,1673,1176
2285,52.17171182,-9.01868579,275,181
2286,52.13756832,-8.40276441,843,524
2287,51.64068298,-8.55257083,373,204
2288,51.77834278,-8.52333652,1226,842
2289,51.73082397,-8.75944769,4489,2636
2290,51.71544833,-8.97752349,775,457
2291,51.80946891,-8.64668285,1024,681
2292,52.02314215,-8.43573882,429,289
2293,52.0713026,-8.61202353,990,660
2294,52.0445391,-8.09376132,693,454
2295,51.95734743,-8.14938861,352,224
2296,52.10535318,-8.91659772,725,430
2297,51.69052604,-9.44728755,1091,649
2298,51.6793273,-9.451006199999998,3225,1502
2299,52.25731148,-8.99186381,517,341
2300,52.21405743,-9.09398626,211,137
2301,51.699520899999996,-8.74746614,362,239
2302,52.23828966,-8.91803764,345,219
2303,51.81617945,-9.27761284,218,127
2304,51.86429924,-9.25609297,534,322
2305,51.82653196,-9.13124629,290,168
2306,51.62835927,-9.85028304,167,94
2307,51.78465735,-8.91639737,292,185
2308,51.88325838,-8.54142398,364,182
2309,52.02344676,-8.56812695,972,656
2310,51.96123874,-8.57255291,5607,3432
2311,52.17297833,-9.09908778,619,344
2312,51.71250226,-8.87289874,664,432
2313,51.6374399,-9.24906428,582,332
2314,51.78802291,-8.72287221,652,452
2315,51.60509898,-8.73255731,411,256
2316,52.22344633,-8.67718205,1744,937
2317,51.62894426,-9.35698829,311,176
2318,52.04782316,-9.16509114,514,315
2319,52.19268069,-8.64192694,619,378
2320,51.91980598,-8.3466575,7481,4952
2321,51.62171166,-9.05670379,381,225
2322,51.8939532,-9.11971538,329,214
2323,51.88545836,-8.8424734,626,409
2324,51.4680287,-9.4404721,342,158
2325,52.15571,-8.576667,244,140
2326,52.08286415,-8.46107934,159,99
2327,51.78859344,-8.35296502,2462,1475
2328,51.82577767,-8.37753631,12118,8234
2329,51.62726243,-9.19527336,344,192
2330,51.82042338,-9.05332502,494,330
2331,52.02092641,-8.50778838,1225,845
2332,51.91307683,-8.66316485,1499,887
2333,51.91827573,-8.26289142,7334,4699
2334,51.71924662,-8.82343605,421,293
2335,52.14308561,-8.31809316,816,487
2336,52.18576103,-8.16066805,204,134
2337,52.20472886,-8.81329714,433,254
2338,51.54338304,-9.19938299,806,455
2339,51.49533431,-9.25610442,498,269
2340,52.09426819,-8.23800475,1124,678
2341,52.15858496,-8.85379429,623,417
2342,51.91079932,-8.07814855,1041,592
2343,52.18694032,-8.46218347,894,445
2344,51.77527006,-8.97522576,469,266
2345,51.63531442,-9.01382306,290,177
2346,52.35636572,-8.68668488,4253,2171
2347,52.26801375,-8.72316141,1165,673
2348,51.86604412,-9.17703156,225,136
2349,52.17876285,-8.55070565,340,192
2350,51.58885415,-9.32504776,354,201
2351,51.6369466,-8.90194979,1938,1202
2352,51.62172391,-8.88918407,4061,2243
2353,51.95820619,-9.04678826,873,573
2354,52.25465777,-9.13873473,381,195
2355,52.25097698,-9.22605261,161,80
2356,52.1206854,-8.85626224,285,198
2357,51.94463741,-8.80330239,553,348
2358,52.00929543,-8.10344272,213,149
2359,51.93922373,-7.92062767,1073,625
2360,51.62018952,-9.1069353,348,209
2361,51.86898358,-8.13462814,4374,2714
2362,51.86821196,-8.27021283,8353,5098
2363,51.84962783,-8.29907927,6525,3471
2364,51.58679177,-9.49719974,191,89
2365,52.15200358,-8.95470236,415,279
2366,51.60541768,-8.9780484,675,441
2367,52.11627494,-8.19039511,1153,755
2368,51.66373197,-8.64762048,456,275
2369,51.78753076,-9.15259638,430,233
2370,52.04364939,-9.07224468,905,502
2371,51.81902897,-8.22614393,2601,1430
2372,51.65166926,-10.03068105,536,312
2373,51.61567732,-8.70690699,862,531
2374,52.05983675,-8.92435921,207,123
2375,51.4731536,-9.76988048,225,105
2376,51.77898362,-8.46424552,495,358
2377,52.11195293,-9.15105882,423,251
2378,52.08496129,-8.0522762,382,223
2379,51.68116811,-9.79806964,434,232
2380,51.98509259,-8.04246216,254,159
2381,52.11858054,-9.09440564,215,127
2382,51.58362236,-9.06104954,551,307
2383,51.90382766,-9.16875639,243,159
2384,52.23189727,-8.38671706,492,285
2385,52.2219255,-8.5944914,1403,718
2386,52.14355417,-9.12288447,474,264
2387,51.78988011,-9.30083892,225,111
2388,51.86453938,-8.3933151,21041,14387
2389,51.66192368,-9.134415400000002,360,215
2390,51.67310545,-9.09283399,239,126
2391,51.93822344,-8.70855689,1495,993
2392,52.05219465,-9.03406813,1955,1135
2393,51.67242201,-9.28900628,630,356
2394,51.70186224,-9.27725195,295,186
2395,52.31419567,-8.79680822,626,361
2396,52.07687414,-8.71377791,2706,1653
2397,51.57806664,-9.57378867,173,90
2398,51.82392781,-8.5894456,1656,1144
2399,51.97565776,-8.10152223,755,494
2400,51.54685854,-9.61845953,238,132
2401,51.73572531,-9.13503051,1050,557
2402,51.7063157,-9.12912058,1447,775
2403,51.61991514,-9.50262406,278,161
2404,51.63076372,-9.55273139,610,341
2405,52.25276716,-8.46067509,443,237
2406,51.75446972,-8.35325644,540,354
2407,52.14362406,-8.26892412,4859,2791
2408,52.13988456,-8.27557672,2289,1173
2409,52.00115213,-8.68129107,690,459
2410,51.67270828,-9.20342245,351,202
2411,51.75616417,-9.21805009,275,174
2412,51.88055866,-7.99585988,619,376
2413,51.621601500000004,-9.6159015,201,98
2414,52.191770899999995,-8.30781754,424,261
2415,52.19220889,-8.37035464,1113,644
2416,51.75454648,-9.46914229,1082,580
2417,52.23893444,-9.05455616,410,294
2418,52.06666166,-8.47460496,674,459
2419,51.49951141,-9.74469752,229,104
2420,52.12309658,-8.81929821,220,137
2421,51.66749168,-9.36356731,502,285
2422,52.21800876,-8.15271842,320,196
2423,51.91807447,-9.21800028,451,273
2424,52.03564347,-8.26767367,761,499
2425,51.99933376,-8.74000469,1182,790
2426,52.1851784,-8.86834815,1283,741
2427,51.98970486,-8.62400083,789,503
2428,51.82829135,-8.92619817,281,170
2429,51.89103599,-8.03241489,2757,1745
2430,52.27165959,-8.64689792,344,219
2431,51.81637015,-8.16511707,525,333
2432,51.86060884,-9.09192948,538,325
2433,51.76678602,-8.65325884,1962,1296
2434,51.8456719,-8.53163572,5650,3849
2435,52.18780138,-8.9369195,1935,1089
2436,52.10119524,-9.04039387,349,238
2437,51.74911625,-9.31708633,582,333
2438,51.98029339,-8.90091318,713,441
2439,51.84061576,-8.73107796,1267,934
2440,52.22947293,-8.84981981,330,218
2441,51.67438988,-8.68591501,621,401
2442,51.76382377,-8.78665513,2385,1519
2443,51.7445009,-9.58414567,755,359
2444,51.7157614,-9.92964746,804,447
2445,51.57225067,-9.416670800000002,441,250
2446,52.05039945,-8.20224927,392,219
2447,52.05581861,-8.96905948,337,184
2448,52.03330062,-8.0264165,181,121
2449,51.99157457,-8.7966161,843,564
2450,52.13721398,-8.45457609,257,142
2451,52.07139486,-8.38015649,605,386
2452,52.26032601,-8.44756019,744,476
2453,51.56458396,-9.10344674,538,286
2454,52.26897068,-8.33112175,152,101
2455,51.60616134,-8.93075263,512,334
2456,51.65975685,-9.92334594,1483,831
2457,52.13994455,-8.36482669,377,232
2458,51.95484208,-7.98942761,1539,984
2459,52.01320684,-8.44990249,659,430
2460,51.60999635,-9.30273595,365,240
2461,51.89887464,-7.91742243,954,629
2462,52.18507456,-8.72408011,725,440
2463,51.67696347,-8.80146045,339,246
2464,51.67666272,-8.8296925,217,156
2465,52.19542059,-9.19035426,350,204
2466,51.73463247,-8.46934745,1329,886
2467,51.69101646,-8.89490815,309,189
2468,51.65365585,-8.85758073,582,358
2469,51.60527182,-10.10883409,342,155
2470,51.89885606,-9.04277782,673,447
2471,51.77968894,-8.39386485,526,353
2472,52.22802855,-8.30951342,516,311
2473,52.08089212,-8.76983262,1081,680
2474,52.18851612,-8.2230018,1658,1032
2475,52.18601766,-9.2249099,499,302
2476,51.7627847,-8.99797614,456,287
2477,51.71490807,-8.53198125,4913,3035
2478,51.70573879,-8.52296454,2417,1060
2479,51.71623655,-8.44131194,356,219
2480,52.02914529,-8.62526287,970,660
2481,52.31170056,-9.13172992,310,183
2482,51.82184157,-8.68638314,458,318
2483,52.10723266,-8.10757071,1230,735
2484,52.12348506,-9.18652582,598,336
2485,51.97406459,-8.32929091,1462,1024
2486,51.72838885,-8.66478941,702,489
2487,51.69888393,-8.94320236,333,207
2488,51.60174483,-9.12950683,544,331
2489,52.25904775,-8.84106233,476,245
2490,51.66329691,-8.6045062,576,350
2491,51.8539857,-8.47852647,10323,6784
2492,51.7436786,-8.59030477,782,526
2493,52.17341953,-8.18781149,356,253
2494,52.26509342,-8.79631636,593,336
2495,51.80648826,-8.44419531,4641,3163
2496,51.97305385,-8.25459932,996,586
2497,51.50944603,-9.61414856,228,124
2498,51.89223027,-8.96314623,870,512
2499,51.90796008,-8.96178264,3961,2274
2500,51.92766058,-8.78268815,1049,632
2501,52.14151571,-8.64776599,4615,2639
2502,52.13029065,-8.65703866,2738,1341
2503,51.72818615,-9.04416253,583,378
2504,52.2673902,-8.35973258,387,251
2505,51.88151604,-8.90754877,447,274
2506,51.95534755,-8.64957634,3017,1835
2507,51.71673663,-9.32969732,373,176
2508,52.19830703,-9.12240445,461,258
2509,51.91418682,-8.17077599,8922,5644
2510,51.91445045,-8.17208462,3881,2014
2511,51.69721324,-9.18285547,161,93
2512,52.34396806,-8.85058411,680,421
2513,52.33091333,-8.73171939,374,222
2514,52.25955181,-8.24239344,5135,2820
2515,51.94575323,-8.05029396,691,408
2516,52.13264377,-8.50508468,812,472
