S,I,X,R,D
1.64862e+06,2.9211e-11,5.21736e-09,4.78999e+06,134120
1.64862e+06,2.60023e-11,4.68394e-09,4.78999e+06,134120
1.64862e+06,2.31461e-11,4.20503e-09,4.78999e+06,134120
1.64862e+06,2.06036e-11,3.77507e-09,4.78999e+06,134120
1.64862e+06,1.83404e-11,3.38905e-09,4.78999e+06,134120
1.64862e+06,1.63259e-11,3.04249e-09,4.78999e+06,134120
1.64862e+06,1.45326e-11,2.73136e-09,4.78999e+06,134120
1.64862e+06,1.29363e-11,2.45203e-09,4.78999e+06,134120
1.64862e+06,1.15153e-11,2.20125e-09,4.78999e+06,134120
1.64862e+06,1.02505e-11,1.97611e-09,4.78999e+06,134120
1.64862e+06,9.12452e-12,1.77399e-09,4.78999e+06,134120
1.64862e+06,8.12227e-12,1.59254e-09,4.78999e+06,134120
1.64862e+06,7.23011e-12,1.42964e-09,4.78999e+06,134120
1.64862e+06,6.43595e-12,1.2834e-09,4.78999e+06,134120
1.64862e+06,5.72902e-12,1.15211e-09,4.78999e+06,134120
1.64862e+06,5.09974e-12,1.03424e-09,4.78999e+06,134120
1.64862e+06,4.53959e-12,9.28432e-10,4.78999e+06,134120
1.64862e+06,4.04096e-12,8.33443e-10,4.78999e+06,134120
1.64862e+06,3.59711e-12,7.48169e-10,4.78999e+06,134120
1.64862e+06,3.20201e-12,6.71617e-10,4.78999e+06,134120
1.64862e+06,2.8503e-12,6.02895e-10,4.78999e+06,134120
1.64862e+06,2.53723e-12,5.41203e-10,4.78999e+06,134120
1.64862e+06,2.25855e-12,4.85821e-10,4.78999e+06,134120
1.64862e+06,2.01047e-12,4.36104e-10,4.78999e+06,134120
1.64862e+06,1.78965e-12,3.91474e-10,4.78999e+06,134120
1.64862e+06,1.59308e-12,3.51409e-10,4.78999e+06,134120
1.64862e+06,1.4181e-12,3.15444e-10,4.78999e+06,134120
1.64862e+06,1.26234e-12,2.83158e-10,4.78999e+06,134120
1.64862e+06,1.12369e-12,2.54175e-10,4.78999e+06,134120
1.64862e+06,1.00027e-12,2.28159e-10,4.78999e+06,134120
1.64862e+06,8.90407e-13,2.04804e-10,4.78999e+06,134120
1.64862e+06,7.92609e-13,1.83839e-10,4.78999e+06,134120
1.64862e+06,7.05553e-13,1.6502e-10,4.78999e+06,134120
1.64862e+06,6.2806e-13,1.48126e-10,4.78999e+06,134120
1.64862e+06,5.59077e-13,1.32962e-10,4.78999e+06,134120
1.64862e+06,4.97672e-13,1.19349e-10,4.78999e+06,134120
1.64862e+06,4.43011e-13,1.0713e-10,4.78999e+06,134120
1.64862e+06,3.94354e-13,9.61612e-11,4.78999e+06,134120
1.64862e+06,3.51041e-13,8.63152e-11,4.78999e+06,134120
1.64862e+06,3.12486e-13,7.74771e-11,4.78999e+06,134120
1.64862e+06,2.78165e-13,6.95437e-11,4.78999e+06,134120
1.64862e+06,2.47613e-13,6.24225e-11,4.78999e+06,134120
1.64862e+06,2.20418e-13,5.60302e-11,4.78999e+06,134120
1.64862e+06,1.96209e-13,5.02923e-11,4.78999e+06,134120
1.64862e+06,1.74659e-13,4.51419e-11,4.78999e+06,134120
1.64862e+06,1.55477e-13,4.05188e-11,4.78999e+06,134120
1.64862e+06,1.38401e-13,3.6369e-11,4.78999e+06,134120
1.64862e+06,1.232e-13,3.26441e-11,4.78999e+06,134120
1.64862e+06,1.09669e-13,2.93006e-11,4.78999e+06,134120
1.64862e+06,9.76243e-14,2.62995e-11,4.78999e+06,134120
1.64862e+06,8.69023e-14,2.36056e-11,4.78999e+06,134120
1.64862e+06,7.7358e-14,2.11877e-11,4.78999e+06,134120
1.64862e+06,6.88619e-14,1.90173e-11,4.78999e+06,134120
1.64862e+06,6.1299e-14,1.70692e-11,4.78999e+06,134120
1.64862e+06,5.45667e-14,1.53206e-11,4.78999e+06,134120
1.64862e+06,4.85738e-14,1.37511e-11,4.78999e+06,134120
1.64862e+06,4.32391e-14,1.23424e-11,4.78999e+06,134120
1.64862e+06,3.84903e-14,1.10779e-11,4.78999e+06,134120
1.64862e+06,3.42631e-14,9.94294e-12,4.78999e+06,134120
1.64862e+06,3.05001e-14,8.92423e-12,4.78999e+06,134120
1.64862e+06,2.71504e-14,8.00987e-12,4.78999e+06,134120
1.64862e+06,2.41686e-14,7.18917e-12,4.78999e+06,134120
1.64862e+06,2.15143e-14,6.45254e-12,4.78999e+06,134120
1.64862e+06,1.91515e-14,5.79137e-12,4.78999e+06,134120
1.64862e+06,1.70482e-14,5.19794e-12,4.78999e+06,134120
1.64862e+06,1.51759e-14,4.66529e-12,4.78999e+06,134120
1.64862e+06,1.35092e-14,4.18722e-12,4.78999e+06,134120
1.64862e+06,1.20256e-14,3.75812e-12,4.78999e+06,134120
1.64862e+06,1.07049e-14,3.37299e-12,4.78999e+06,134120
1.64862e+06,9.52927e-15,3.02732e-12,4.78999e+06,134120
1.64862e+06,8.48274e-15,2.71706e-12,4.78999e+06,134120
1.64862e+06,7.55115e-15,2.4386e-12,4.78999e+06,134120
1.64862e+06,6.72186e-15,2.18866e-12,4.78999e+06,134120
1.64862e+06,5.98366e-15,1.96434e-12,4.78999e+06,134120
1.64862e+06,5.32653e-15,1.76301e-12,4.78999e+06,134120
1.64862e+06,4.74156e-15,1.5823e-12,4.78999e+06,134120
1.64862e+06,4.22084e-15,1.42011e-12,4.78999e+06,134120
1.64862e+06,3.75731e-15,1.27455e-12,4.78999e+06,134120
1.64862e+06,3.34468e-15,1.1439e-12,4.78999e+06,134120
1.64862e+06,2.97737e-15,1.02664e-12,4.78999e+06,134120
1.64862e+06,2.65039e-15,9.21401e-13,4.78999e+06,134120
1.64862e+06,2.35933e-15,8.26946e-13,4.78999e+06,134120
1.64862e+06,2.10023e-15,7.42172e-13,4.78999e+06,134120
1.64862e+06,1.86959e-15,6.66087e-13,4.78999e+06,134120
1.64862e+06,1.66427e-15,5.978e-13,4.78999e+06,134120
1.64862e+06,1.4815e-15,5.36513e-13,4.78999e+06,134120
1.64862e+06,1.31881e-15,4.81507e-13,4.78999e+06,134120
1.64862e+06,1.17398e-15,4.3214e-13,4.78999e+06,134120
1.64862e+06,1.04506e-15,3.87834e-13,4.78999e+06,134120
1.64862e+06,9.30292e-16,3.48069e-13,4.78999e+06,134120
1.64862e+06,8.2813e-16,3.1238e-13,4.78999e+06,134120
1.64862e+06,7.37188e-16,2.80351e-13,4.78999e+06,134120
1.64862e+06,6.56233e-16,2.51604e-13,4.78999e+06,134120
1.64862e+06,5.84168e-16,2.25805e-13,4.78999e+06,134120
1.64862e+06,5.20017e-16,2.02651e-13,4.78999e+06,134120
1.64862e+06,4.62911e-16,1.8187e-13,4.78999e+06,134120
1.64862e+06,4.12077e-16,1.6322e-13,4.78999e+06,134120
1.64862e+06,3.66825e-16,1.46482e-13,4.78999e+06,134120
1.64862e+06,3.26542e-16,1.31461e-13,4.78999e+06,134120
1.64862e+06,2.90683e-16,1.17979e-13,4.78999e+06,134120
1.64862e+06,2.58762e-16,1.0588e-13,4.78999e+06,134120
1.64862e+06,2.30346e-16,9.50214e-14,4.78999e+06,134120
1.64862e+06,2.05051e-16,8.52762e-14,4.78999e+06,134120
1.64862e+06,1.82534e-16,7.65303e-14,4.78999e+06,134120
1.64862e+06,1.62489e-16,6.86813e-14,4.78999e+06,134120
1.64862e+06,1.44646e-16,6.16371e-14,4.78999e+06,134120
1.64862e+06,1.28762e-16,5.53152e-14,4.78999e+06,134120
1.64862e+06,1.14623e-16,4.96417e-14,4.78999e+06,134120
1.64862e+06,1.02036e-16,4.455e-14,4.78999e+06,134120
1.64862e+06,9.08309e-17,3.99805e-14,4.78999e+06,134120
1.64862e+06,8.08567e-17,3.58796e-14,4.78999e+06,134120
1.64862e+06,7.19777e-17,3.21992e-14,4.78999e+06,134120
1.64862e+06,6.40738e-17,2.88963e-14,4.78999e+06,134120
1.64862e+06,5.70378e-17,2.59322e-14,4.78999e+06,134120
1.64862e+06,5.07745e-17,2.32721e-14,4.78999e+06,134120
1.64862e+06,4.5199e-17,2.08848e-14,4.78999e+06,134120
1.64862e+06,4.02357e-17,1.87424e-14,4.78999e+06,134120
1.64862e+06,3.58174e-17,1.68197e-14,4.78999e+06,134120
1.64862e+06,3.18844e-17,1.50942e-14,4.78999e+06,134120
1.64862e+06,2.83832e-17,1.35457e-14,4.78999e+06,134120
1.64862e+06,2.52665e-17,1.2156e-14,4.78999e+06,134120
1.64862e+06,2.2492e-17,1.09089e-14,4.78999e+06,134120
1.64862e+06,2.00222e-17,9.78973e-15,4.78999e+06,134120
1.64862e+06,1.78236e-17,8.78535e-15,4.78999e+06,134120
1.64862e+06,1.58664e-17,7.884e-15,4.78999e+06,134120
1.64862e+06,1.41242e-17,7.07511e-15,4.78999e+06,134120
1.64862e+06,1.25732e-17,6.3492e-15,4.78999e+06,134120
1.64862e+06,1.11926e-17,5.69776e-15,4.78999e+06,134120
1.64862e+06,9.9636e-18,5.11315e-15,4.78999e+06,134120
1.64862e+06,8.86953e-18,4.58851e-15,4.78999e+06,134120
1.64862e+06,7.89561e-18,4.1177e-15,4.78999e+06,134120
