S,I,X,R,D
6.54974e+06,3251.39,3327.8,15959.2,446.857
6.54914e+06,3191.14,3310.84,16617.1,465.278
6.54856e+06,3131.95,3289.6,17267.3,483.484
6.54798e+06,3073.81,3264.63,17909.4,501.464
6.54741e+06,3016.69,3236.4,18543.3,519.212
6.54686e+06,2960.58,3205.37,19168.6,536.72
6.54631e+06,2905.47,3171.92,19785.2,553.985
6.54578e+06,2851.34,3136.39,20392.9,571.002
6.54525e+06,2798.17,3099.1,20991.7,587.768
6.54474e+06,2745.95,3060.33,21581.4,604.28
6.54423e+06,2694.67,3020.33,22162.1,620.537
6.54373e+06,2644.3,2979.3,22733.6,636.539
6.54325e+06,2594.83,2937.46,23295.9,652.286
6.54277e+06,2546.26,2894.97,23849.1,667.776
6.5423e+06,2498.56,2852,24393.3,683.011
6.54184e+06,2451.72,2808.67,24928.3,697.993
6.54139e+06,2405.72,2765.11,25454.4,712.722
6.54095e+06,2360.56,2721.43,25971.4,727.2
6.54051e+06,2316.21,2677.72,26479.6,741.43
6.54009e+06,2272.67,2634.07,26979,755.413
6.53967e+06,2229.93,2590.56,27469.7,769.152
6.53926e+06,2187.95,2547.24,27951.8,782.649
6.53886e+06,2146.75,2504.18,28425.3,795.908
6.53846e+06,2106.29,2461.42,28890.4,808.93
6.53807e+06,2066.58,2419.02,29347.1,821.72
6.53769e+06,2027.59,2377,29795.7,834.28
6.53732e+06,1989.32,2335.4,30236.2,846.612
6.53695e+06,1951.74,2294.26,30668.6,858.722
6.5366e+06,1914.86,2253.58,31093.2,870.61
6.53624e+06,1878.66,2213.4,31510.1,882.282
6.5359e+06,1843.12,2173.73,31919.3,893.74
6.53556e+06,1808.23,2134.58,32321,904.987
6.53523e+06,1773.99,2095.97,32715.2,916.027
6.5349e+06,1740.39,2057.9,33102.2,926.863
6.53458e+06,1707.4,2020.39,33482.1,937.498
6.53427e+06,1675.03,1983.43,33854.8,947.936
6.53396e+06,1643.25,1947.04,34220.7,958.179
6.53366e+06,1612.06,1911.21,34579.7,968.232
6.53336e+06,1581.45,1875.94,34932.1,978.097
6.53307e+06,1551.41,1841.24,35277.8,987.778
6.53278e+06,1521.93,1807.1,35617.1,997.278
6.5325e+06,1493,1773.53,35950,1006.6
6.53223e+06,1464.61,1740.51,36276.6,1015.75
6.53196e+06,1436.74,1708.04,36597.1,1024.72
6.5317e+06,1409.4,1676.13,36911.6,1033.52
6.53144e+06,1382.57,1644.77,37220.2,1042.16
6.53118e+06,1356.23,1613.94,37522.9,1050.64
6.53094e+06,1330.39,1583.65,37819.9,1058.96
6.53069e+06,1305.04,1553.89,38111.3,1067.12
6.53045e+06,1280.16,1524.65,38397.2,1075.12
6.53031e+06,1161.66,1495.94,38677.7,1082.98
6.53018e+06,1054.13,1458.32,38943.4,1090.42
6.53007e+06,956.554,1413.82,39194.7,1097.45
6.52996e+06,868.007,1364.13,39431.7,1104.09
6.52986e+06,787.655,1310.7,39654.9,1110.34
6.52978e+06,714.741,1254.73,39864.8,1116.21
6.5297e+06,648.575,1197.21,40061.7,1121.73
6.52963e+06,588.534,1139,40246.3,1126.9
6.52956e+06,534.05,1080.76,40419.1,1131.73
6.5295e+06,484.61,1023.07,40580.5,1136.25
6.52945e+06,439.746,966.355,40731.3,1140.48
6.5294e+06,399.036,910.988,40871.9,1144.41
6.52936e+06,362.094,857.242,41002.9,1148.08
6.52932e+06,328.572,805.327,41124.8,1151.5
6.52928e+06,298.153,755.397,41238.2,1154.67
6.52925e+06,270.551,707.557,41343.6,1157.62
6.52922e+06,245.503,661.875,41441.4,1160.36
6.52919e+06,222.775,618.385,41532.1,1162.9
6.52917e+06,202.15,577.092,41616.3,1165.26
6.52914e+06,183.435,537.982,41694.2,1167.44
6.52912e+06,166.453,501.021,41766.3,1169.46
6.5291e+06,157.158,466.162,41833.1,1171.33
6.52908e+06,148.382,433.956,41895.4,1173.07
6.52906e+06,140.097,404.184,41953.6,1174.7
6.52903e+06,132.273,376.643,42008.1,1176.23
6.52902e+06,124.887,351.152,42059,1177.65
6.529e+06,117.914,327.542,42106.6,1178.98
6.52898e+06,111.329,305.662,42151.1,1180.23
6.52896e+06,105.113,285.373,42192.8,1181.4
6.52895e+06,99.2431,266.548,42231.9,1182.49
6.52893e+06,93.7013,249.071,42268.4,1183.52
6.52892e+06,88.4691,232.837,42302.7,1184.48
6.52891e+06,83.529,217.748,42334.8,1185.38
6.52889e+06,78.8647,203.716,42365,1186.22
6.52888e+06,74.461,190.661,42393.2,1187.01
6.52887e+06,70.3031,178.507,42419.7,1187.75
6.52886e+06,66.3774,167.187,42444.6,1188.45
6.52885e+06,62.671,156.638,42468,1189.1
6.52884e+06,59.1715,146.802,42489.9,1189.72
6.52883e+06,55.8675,137.628,42510.5,1190.29
6.52883e+06,52.7479,129.067,42529.9,1190.84
6.52882e+06,49.8026,121.074,42548,1191.35
6.52881e+06,48.8515,113.607,42565.1,1191.82
6.5288e+06,47.9186,106.814,42581.4,1192.28
6.52879e+06,47.0035,100.625,42596.8,1192.71
6.52878e+06,46.1059,94.9812,42611.6,1193.12
6.52877e+06,45.2254,89.8278,42625.7,1193.52
6.52877e+06,44.3618,85.116,42639.2,1193.9
6.52876e+06,43.5147,80.8023,42652.2,1194.26
6.52875e+06,42.6838,76.8473,42664.6,1194.61
6.52874e+06,41.8688,73.2157,42676.6,1194.94
6.52873e+06,41.0693,69.876,42688.1,1195.27
6.52873e+06,40.2852,66.7997,42699.2,1195.58
6.52872e+06,39.516,63.9612,42709.9,1195.88
6.52871e+06,38.7615,61.3376,42720.2,1196.17
6.5287e+06,38.0214,58.9083,42730.2,1196.45
6.5287e+06,37.2955,56.6546,42739.9,1196.72
6.52869e+06,36.5835,54.5601,42749.3,1196.98
6.52868e+06,35.885,52.6097,42758.4,1197.24
6.52868e+06,35.1999,50.7899,42767.3,1197.48
6.52867e+06,34.5279,49.0887,42775.9,1197.72
6.52866e+06,33.8688,47.4952,42784.2,1197.96
6.52866e+06,33.2222,45.9995,42792.4,1198.19
6.52865e+06,33.8086,44.593,42800.3,1198.41
6.52864e+06,34.4054,43.3897,42808.1,1198.63
6.52864e+06,35.0128,42.3698,42815.9,1198.85
6.52863e+06,35.6309,41.5154,42823.7,1199.06
6.52862e+06,36.2599,40.8107,42831.4,1199.28
6.52861e+06,36.9,40.2414,42839.1,1199.49
6.5286e+06,37.5515,39.7946,42846.8,1199.71
6.5286e+06,38.2144,39.4588,42854.5,1199.93
6.52859e+06,38.8891,39.2239,42862.3,1200.14
6.52858e+06,39.5757,39.0806,42870.1,1200.36
6.52857e+06,40.2745,39.0207,42878,1200.58
6.52856e+06,40.9856,39.0368,42885.9,1200.81
6.52855e+06,41.7093,39.1224,42893.9,1201.03
6.52854e+06,42.4457,39.2715,42902,1201.26
6.52853e+06,43.1952,39.479,42910.2,1201.48
6.52852e+06,43.9579,39.7401,42918.4,1201.72
6.52851e+06,44.7341,40.0506,42926.8,1201.95
6.5285e+06,45.5241,40.4068,42935.3,1202.19
6.52849e+06,46.328,40.8054,42943.9,1202.43
6.52848e+06,47.1461,41.2434,42952.6,1202.67
6.52847e+06,47.9786,41.7182,42961.4,1202.92
6.52846e+06,50.5888,42.2274,42970.4,1203.17
6.52845e+06,53.341,42.9453,42979.7,1203.43
6.52843e+06,56.243,43.8646,42989.3,1203.7
6.52842e+06,59.3029,44.9797,42999.3,1203.98
6.52841e+06,62.5292,46.286,43009.7,1204.27
6.52839e+06,65.9312,47.7808,43020.6,1204.58
6.52837e+06,69.5182,49.462,43032,1204.9
6.52835e+06,73.3004,51.3291,43043.9,1205.23
6.52834e+06,77.2883,53.3825,43056.3,1205.58
6.52832e+06,81.4933,55.6236,43069.4,1205.94
6.52829e+06,85.927,58.0549,43083.1,1206.33
6.52827e+06,90.6019,60.6795,43097.5,1206.73
6.52825e+06,95.5312,63.5018,43112.7,1207.15
6.52822e+06,100.729,66.527,43128.6,1207.6
6.5282e+06,106.209,69.7609,43145.3,1208.07
6.52817e+06,111.987,73.2103,43162.9,1208.56
6.52814e+06,118.08,76.883,43181.4,1209.08
6.52811e+06,124.504,80.7874,43200.9,1209.62
6.52808e+06,131.277,84.9329,43221.4,1210.2
6.52805e+06,138.419,89.3295,43243,1210.81
6.52801e+06,145.95,93.9883,43265.8,1211.44
6.52796e+06,169.978,98.9213,43289.8,1212.11
6.52789e+06,197.961,105.75,43316.7,1212.87
6.52782e+06,230.551,114.675,43347.1,1213.72
6.52774e+06,268.505,125.941,43381.6,1214.68
6.52764e+06,312.707,139.845,43421,1215.79
6.52752e+06,364.184,156.74,43466.3,1217.06
6.52739e+06,424.133,177.045,43518.4,1218.51
6.52723e+06,493.947,201.258,43578.5,1220.2
6.52705e+06,575.25,229.964,43648,1222.14
6.52684e+06,669.929,263.848,43728.5,1224.4
6.5266e+06,780.184,303.718,43821.9,1227.01
6.52631e+06,908.575,350.514,43930.3,1230.05
6.52597e+06,1058.08,405.339,44056.2,1233.57
6.52559e+06,1232.17,469.478,44202.6,1237.67
6.52513e+06,1434.87,544.433,44372.7,1242.44
6.52461e+06,1670.89,631.952,44570.7,1247.98
6.52399e+06,1945.68,734.077,44800.9,1254.43
6.52328e+06,2265.6,853.182,45068.9,1261.93
6.52245e+06,2638.03,992.035,45380.8,1270.66
6.52148e+06,3071.56,1153.86,45743.8,1280.83
6.52035e+06,3576.17,1342.4,46166.3,1292.66
6.51904e+06,4163.46,1562.01,46658.2,1306.43
6.51751e+06,4846.88,1817.78,47230.8,1322.46
6.51573e+06,5642.08,2115.6,47897.2,1341.12
6.51366e+06,6567.18,2462.33,48673,1362.84
6.51125e+06,7643.21,2865.92,49575.9,1388.13
6.50845e+06,8894.51,3335.62,50626.9,1417.55
6.50519e+06,10349.3,3882.17,51849.9,1451.8
6.50141e+06,12040.1,4518.01,53273,1491.64
6.497e+06,14004.5,5257.57,54928.8,1538.01
6.49188e+06,16286.1,6117.54,56855,1591.94
