S,I,X,R,D
2.17323e+06,0.00746694,0.0648749,4.27967e+06,119831
2.17323e+06,0.00677526,0.0589524,4.27967e+06,119831
2.17323e+06,0.00614766,0.0535697,4.27967e+06,119831
2.17323e+06,0.0055782,0.0486775,4.27967e+06,119831
2.17323e+06,0.00506149,0.0442312,4.27967e+06,119831
2.17323e+06,0.00459264,0.0401904,4.27967e+06,119831
2.17323e+06,0.00416723,0.0365181,4.27967e+06,119831
2.17323e+06,0.00378122,0.0331808,4.27967e+06,119831
2.17323e+06,0.00343097,0.0301479,4.27967e+06,119831
2.17323e+06,0.00311316,0.0273918,4.27967e+06,119831
2.17323e+06,0.0028248,0.0248872,4.27967e+06,119831
2.17323e+06,0.00256314,0.0226113,4.27967e+06,119831
2.17323e+06,0.00232573,0.0205432,4.27967e+06,119831
2.17323e+06,0.0021103,0.0186639,4.27967e+06,119831
2.17323e+06,0.00191483,0.0169563,4.27967e+06,119831
2.17323e+06,0.00173747,0.0154047,4.27967e+06,119831
2.17323e+06,0.00157653,0.0139948,4.27967e+06,119831
2.17323e+06,0.0014305,0.0127138,4.27967e+06,119831
2.17323e+06,0.001298,0.0115499,4.27967e+06,119831
2.17323e+06,0.00117778,0.0104923,4.27967e+06,119831
2.17323e+06,0.00106869,0.00953151,4.27967e+06,119831
2.17323e+06,0.000969699,0.00865854,4.27967e+06,119831
2.17323e+06,0.000879882,0.00786541,4.27967e+06,119831
2.17323e+06,0.000798384,0.00714484,4.27967e+06,119831
2.17323e+06,0.000724435,0.00649019,4.27967e+06,119831
2.17323e+06,0.000657336,0.00589544,4.27967e+06,119831
2.17323e+06,0.000596452,0.00535512,4.27967e+06,119831
2.17323e+06,0.000541208,0.00486426,4.27967e+06,119831
2.17323e+06,0.00049108,0.00441834,4.27967e+06,119831
2.17323e+06,0.000445596,0.00401324,4.27967e+06,119831
2.17323e+06,0.000404324,0.00364524,4.27967e+06,119831
2.17323e+06,0.000366875,0.00331094,4.27967e+06,119831
2.17323e+06,0.000332895,0.00300726,4.27967e+06,119831
2.17323e+06,0.000302062,0.0027314,4.27967e+06,119831
2.17323e+06,0.000274086,0.00248082,4.27967e+06,119831
2.17323e+06,0.0002487,0.0022532,4.27967e+06,119831
2.17323e+06,0.000225666,0.00204644,4.27967e+06,119831
2.17323e+06,0.000204765,0.00185864,4.27967e+06,119831
2.17323e+06,0.0001858,0.00168804,4.27967e+06,119831
2.17323e+06,0.000168591,0.00153309,4.27967e+06,119831
2.17323e+06,0.000152977,0.00139235,4.27967e+06,119831
2.17323e+06,0.000138809,0.00126451,4.27967e+06,119831
2.17323e+06,0.000125953,0.0011484,4.27967e+06,119831
2.17323e+06,0.000114287,0.00104294,4.27967e+06,119831
2.17323e+06,0.000103702,0.000947157,4.27967e+06,119831
2.17323e+06,9.40979e-05,0.000860159,4.27967e+06,119831
2.17323e+06,8.5383e-05,0.000781145,4.27967e+06,119831
2.17323e+06,7.74752e-05,0.000709381,4.27967e+06,119831
2.17323e+06,7.02999e-05,0.000644205,4.27967e+06,119831
2.17323e+06,6.37891e-05,0.00058501,4.27967e+06,119831
2.17323e+06,5.78813e-05,0.00053125,4.27967e+06,119831
2.17323e+06,5.25207e-05,0.000482426,4.27967e+06,119831
2.17323e+06,4.76565e-05,0.000438084,4.27967e+06,119831
2.17323e+06,4.32429e-05,0.000397815,4.27967e+06,119831
2.17323e+06,3.92381e-05,0.000361244,4.27967e+06,119831
2.17323e+06,3.56041e-05,0.000328032,4.27967e+06,119831
2.17323e+06,3.23067e-05,0.000297871,4.27967e+06,119831
2.17323e+06,2.93147e-05,0.00027048,4.27967e+06,119831
2.17323e+06,2.65999e-05,0.000245606,4.27967e+06,119831
2.17323e+06,2.41364e-05,0.000223018,4.27967e+06,119831
2.17323e+06,2.19011e-05,0.000202505,4.27967e+06,119831
2.17323e+06,1.98728e-05,0.000183878,4.27967e+06,119831
2.17323e+06,1.80324e-05,0.000166963,4.27967e+06,119831
2.17323e+06,1.63624e-05,0.000151602,4.27967e+06,119831
2.17323e+06,1.48471e-05,0.000137654,4.27967e+06,119831
2.17323e+06,1.34721e-05,0.000124988,4.27967e+06,119831
2.17323e+06,1.22245e-05,0.000113486,4.27967e+06,119831
2.17323e+06,1.10924e-05,0.000103042,4.27967e+06,119831
2.17323e+06,1.00651e-05,9.35586e-05,4.27967e+06,119831
2.17323e+06,9.13301e-06,8.49473e-05,4.27967e+06,119831
2.17323e+06,8.28722e-06,7.7128e-05,4.27967e+06,119831
2.17323e+06,7.51976e-06,7.0028e-05,4.27967e+06,119831
2.17323e+06,6.82338e-06,6.35811e-05,4.27967e+06,119831
2.17323e+06,6.19148e-06,5.77273e-05,4.27967e+06,119831
2.17323e+06,5.61811e-06,5.24121e-05,4.27967e+06,119831
2.17323e+06,5.09784e-06,4.75859e-05,4.27967e+06,119831
2.17323e+06,4.62575e-06,4.32039e-05,4.27967e+06,119831
2.17323e+06,4.19738e-06,3.92251e-05,4.27967e+06,119831
2.17323e+06,3.80868e-06,3.56125e-05,4.27967e+06,119831
2.17323e+06,3.45597e-06,3.23324e-05,4.27967e+06,119831
2.17323e+06,3.13593e-06,2.93542e-05,4.27967e+06,119831
2.17323e+06,2.84553e-06,2.66502e-05,4.27967e+06,119831
