S,I,X,R,D
6.40877e+06,1298.62,3233.86,155085,4342.39
6.40863e+06,1175.83,3031.28,155539,4355.08
6.40846e+06,1107.07,2837.25,155959,4366.86
6.4083e+06,1042.32,2656.28,156354,4377.9
6.40815e+06,981.365,2487.45,156724,4388.26
6.40801e+06,923.967,2329.88,157070,4397.97
6.40787e+06,869.923,2182.76,157396,4407.08
6.40775e+06,819.038,2045.37,157701,4415.63
6.40763e+06,771.127,1917.01,157988,4423.65
6.40752e+06,726.017,1797.05,158256,4431.18
6.40741e+06,683.543,1684.92,158509,4438.24
6.40731e+06,643.553,1580.06,158746,4444.87
6.40722e+06,605.901,1481.99,158968,4451.1
6.40713e+06,570.451,1390.23,159177,4456.95
6.40705e+06,537.073,1304.36,159373,4462.44
6.40697e+06,505.648,1223.98,159557,4467.59
6.4069e+06,476.061,1148.72,159730,4472.44
6.40683e+06,448.204,1078.24,159892,4476.98
6.40677e+06,421.976,1012.21,160045,4481.26
6.40671e+06,397.283,950.355,160188,4485.27
6.40665e+06,374.034,892.387,160323,4489.05
6.4066e+06,352.145,838.053,160450,4492.59
6.40654e+06,331.536,787.115,160569,4495.93
6.40648e+06,324.092,739.354,160681,4499.06
6.40643e+06,316.814,695.757,160787,4502.04
6.40637e+06,309.699,655.915,160888,4504.87
6.40631e+06,302.744,619.457,160985,4507.57
6.40626e+06,295.944,586.051,161077,4510.16
6.40621e+06,289.296,555.399,161165,4512.63
6.40615e+06,282.798,527.234,161250,4514.99
6.4061e+06,276.444,501.314,161331,4517.26
6.40605e+06,270.234,477.423,161408,4519.44
6.406e+06,264.162,455.368,161483,4521.53
6.40596e+06,258.227,434.972,161555,4523.55
6.40591e+06,252.424,416.08,161625,4525.49
6.40586e+06,246.752,398.549,161691,4527.36
6.40582e+06,241.206,382.253,161756,4529.17
6.40578e+06,235.785,367.078,161818,4530.91
6.40573e+06,230.486,352.921,161879,4532.6
6.40569e+06,225.305,339.689,161937,4534.23
6.40565e+06,220.241,327.3,161993,4535.81
6.40561e+06,215.29,315.678,162048,4537.35
6.40557e+06,210.45,304.755,162101,4538.83
6.40553e+06,205.719,294.471,162153,4540.28
6.40549e+06,208.513,284.771,162203,4541.68
6.40545e+06,211.345,276.348,162252,4543.06
6.4054e+06,214.214,269.074,162301,4544.42
6.40535e+06,217.123,262.835,162349,4545.78
6.40531e+06,220.07,257.528,162397,4547.12
6.40526e+06,223.057,253.061,162445,4548.46
6.40521e+06,226.084,249.352,162493,4549.79
6.40516e+06,229.152,246.327,162540,4551.12
6.40511e+06,232.261,243.92,162588,4552.45
6.40506e+06,235.412,242.071,162635,4553.79
6.40501e+06,238.606,240.727,162683,4555.12
6.40496e+06,241.842,239.841,162731,4556.47
6.40491e+06,245.122,239.37,162779,4557.82
6.40485e+06,248.445,239.275,162828,4559.17
6.4048e+06,251.814,239.522,162876,4560.54
6.40475e+06,255.227,240.08,162925,4561.91
6.40469e+06,258.686,240.923,162975,4563.3
6.40463e+06,262.192,242.024,163025,4564.7
6.40458e+06,265.745,243.364,163075,4566.11
6.40452e+06,269.345,244.92,163126,4567.54
6.40446e+06,272.994,246.677,163178,4568.98
6.40439e+06,286.535,248.618,163230,4570.43
6.40432e+06,300.747,251.714,163283,4571.93
6.40424e+06,315.662,255.912,163338,4573.48
6.40416e+06,331.317,261.171,163396,4575.08
6.40408e+06,347.747,267.454,163455,4576.74
6.40399e+06,364.991,274.734,163516,4578.46
6.4039e+06,383.088,282.991,163580,4580.25
6.4038e+06,402.081,292.208,163647,4582.11
6.4037e+06,422.014,302.377,163716,4584.06
6.4036e+06,442.934,313.494,163789,4586.09
6.40348e+06,464.889,325.56,163864,4588.21
6.40337e+06,487.93,338.582,163944,4590.42
6.40324e+06,512.111,352.569,164026,4592.73
6.40312e+06,537.488,367.536,164113,4595.15
6.40298e+06,564.119,383.502,164203,4597.69
6.40284e+06,592.067,400.49,164298,4600.34
6.40269e+06,621.397,418.526,164397,4603.12
6.40253e+06,652.175,437.641,164501,4606.03
6.40237e+06,684.474,457.869,164610,4609.08
6.40219e+06,718.368,479.248,164724,4612.28
6.40201e+06,753.935,501.818,164844,4615.64
6.40174e+06,872.782,525.625,164970,4619.15
6.40143e+06,1010.35,558.868,165110,4623.07
6.40106e+06,1169.58,602.452,165266,4627.46
6.40064e+06,1353.89,657.478,165444,4632.42
6.40015e+06,1567.2,725.278,165645,4638.05
6.39959e+06,1814.08,807.439,165874,4644.47
6.39893e+06,2099.79,905.842,166136,4651.81
6.39818e+06,2430.43,1022.7,166437,4660.23
6.3973e+06,2813.02,1160.61,166782,4669.9
6.39629e+06,3255.7,1322.6,167179,4681.02
6.39512e+06,3767.86,1512.21,167637,4693.84
6.39376e+06,4360.34,1733.54,168165,4708.63
6.39219e+06,5045.64,1991.36,168775,4725.69
6.39037e+06,5838.21,2291.22,169478,4745.39
6.38827e+06,6754.67,2639.5,170291,4768.16
6.38584e+06,7814.2,3043.63,171231,4794.46
6.38304e+06,9038.86,3512.16,172317,4824.86
6.37979e+06,10454,4055,173572,4860.01
6.37829e+06,9835.88,4683.54,175023,4900.63
6.37723e+06,8900.77,5185.66,176474,4941.28
6.37627e+06,8054.4,5542.65,177883,4980.73
6.3754e+06,7288.38,5778.31,179243,5018.8
6.37461e+06,6595.11,5913.14,180549,5055.39
6.3739e+06,5967.69,5964.78,181800,5090.41
6.37326e+06,5399.89,5948.37,182994,5123.82
6.37268e+06,4886.05,5876.86,184128,5155.59
6.37216e+06,4421.07,5761.33,185205,5185.73
6.37168e+06,4000.29,5611.17,186223,5214.24
6.37125e+06,3619.53,5434.37,187184,5241.15
6.37086e+06,3274.98,5237.67,188089,5266.5
6.37051e+06,2963.22,5026.74,188941,5290.34
6.37019e+06,2681.11,4806.31,189740,5312.71
6.3699e+06,2425.84,4580.33,190488,5333.68
6.36964e+06,2194.87,4352.06,191189,5353.29
6.3694e+06,1985.88,4124.15,191844,5371.62
6.36919e+06,1796.78,3898.78,192455,5388.73
6.369e+06,1625.68,3677.66,193024,5404.68
6.36882e+06,1470.87,3462.17,193555,5419.53
6.36866e+06,1330.8,3253.34,194048,5433.34
6.36852e+06,1204.06,3051.98,194506,5446.18
6.36835e+06,1132.56,2858.64,194932,5458.1
6.36818e+06,1065.3,2678.03,195331,5469.27
6.36803e+06,1002.03,2509.26,195705,5479.75
6.36789e+06,942.519,2351.51,196057,5489.58
6.36775e+06,886.537,2204.03,196386,5498.81
6.36763e+06,833.877,2066.11,196695,5507.46
6.36751e+06,784.342,1937.1,196985,5515.58
6.36739e+06,737.749,1816.4,197257,5523.2
6.36729e+06,693.921,1703.45,197513,5530.35
6.36719e+06,652.695,1597.73,197752,5537.06
6.36709e+06,613.917,1498.75,197977,5543.37
6.36701e+06,577.441,1406.07,198189,5549.28
6.36692e+06,543.132,1319.27,198387,5554.83
6.36685e+06,510.86,1237.96,198573,5560.05
6.36677e+06,480.504,1161.78,198748,5564.95
6.3667e+06,451.952,1090.4,198912,5569.54
6.36664e+06,425.096,1023.51,199067,5573.86
6.36658e+06,399.835,960.799,199211,5577.92
6.36652e+06,376.074,902.012,199347,5581.73
6.36647e+06,353.725,846.893,199475,5585.31
6.36642e+06,332.704,795.205,199595,5588.67
6.36636e+06,324.856,746.728,199708,5591.83
6.3663e+06,317.193,702.45,199815,5594.83
6.36624e+06,309.71,661.957,199917,5597.68
6.36619e+06,302.404,624.879,200014,5600.4
6.36613e+06,295.269,590.882,200107,5603
6.36608e+06,288.302,559.666,200196,5605.48
6.36603e+06,281.499,530.963,200281,5607.86
6.36598e+06,274.856,504.53,200362,5610.13
6.36593e+06,268.37,480.15,200440,5612.31
6.36588e+06,262.036,457.627,200515,5614.41
6.36583e+06,255.852,436.787,200587,5616.42
6.36579e+06,249.813,417.47,200656,5618.36
6.36574e+06,243.916,399.536,200723,5620.23
6.3657e+06,238.158,382.855,200787,5622.03
6.36566e+06,232.536,367.313,200849,5623.77
6.36561e+06,227.046,352.807,200909,5625.45
6.36557e+06,221.686,339.243,200967,5627.08
6.36553e+06,216.451,326.537,201023,5628.65
6.36549e+06,211.341,314.615,201077,5630.17
6.36546e+06,206.35,303.406,201130,5631.64
6.36542e+06,201.478,292.851,201181,5633.07
6.36538e+06,203.94,282.894,201230,5634.45
6.36533e+06,206.432,274.206,201279,5635.81
6.36529e+06,208.954,266.661,201327,5637.16
6.36524e+06,211.507,260.144,201375,5638.49
6.3652e+06,214.091,254.552,201422,5639.81
6.36515e+06,216.706,249.793,201469,5641.12
6.36511e+06,219.352,245.785,201515,5642.43
6.36506e+06,222.031,242.453,201562,5643.73
6.36501e+06,224.742,239.732,201608,5645.03
6.36496e+06,227.485,237.562,201655,5646.33
6.36491e+06,230.262,235.889,201701,5647.64
6.36486e+06,233.072,234.666,201748,5648.94
6.36481e+06,235.916,233.849,201795,5650.25
6.36476e+06,238.794,233.401,201842,5651.57
6.36471e+06,241.707,233.287,201889,5652.89
6.36466e+06,244.655,233.476,201936,5654.22
6.36461e+06,247.639,233.94,201984,5655.56
6.36455e+06,250.659,234.655,202032,5656.91
6.3645e+06,253.715,235.598,202081,5658.26
6.36445e+06,256.807,236.75,202130,5659.63
6.36439e+06,259.937,238.093,202179,5661.02
6.36432e+06,272.419,239.611,202229,5662.41
6.36426e+06,285.499,242.221,202280,5663.84
6.36418e+06,299.206,245.87,202333,5665.32
6.36411e+06,313.571,250.515,202387,5666.85
6.36403e+06,328.624,256.12,202444,5668.43
6.36395e+06,344.399,262.653,202502,5670.06
6.36386e+06,360.929,270.092,202563,5671.76
6.36377e+06,378.252,278.419,202626,5673.53
6.36368e+06,396.406,287.623,202692,5675.37
6.36358e+06,415.429,297.696,202760,5677.29
6.36347e+06,435.363,308.636,202832,5679.28
6.36336e+06,456.251,320.444,202906,5681.37
6.36325e+06,478.141,333.128,202984,5683.54
6.36313e+06,501.078,346.696,203065,5685.81
6.363e+06,525.113,361.164,203149,5688.19
6.36287e+06,550.298,376.547,203238,5690.67
6.36273e+06,576.688,392.868,203331,5693.26
6.36259e+06,604.341,410.15,203428,5695.98
6.36244e+06,633.316,428.421,203529,5698.82
6.36228e+06,663.676,447.711,203635,5701.79
6.36211e+06,695.488,468.054,203747,5704.9
6.36186e+06,803.553,489.487,203863,5708.16
6.36158e+06,928.398,519.523,203992,5711.78
6.36124e+06,1072.62,558.956,204137,5715.83
6.36086e+06,1239.24,608.757,204300,5720.4
6.36042e+06,1431.7,670.101,204485,5725.58
6.3599e+06,1654.02,744.385,204695,5731.46
6.35931e+06,1910.82,833.264,204935,5738.18
6.35863e+06,2207.42,938.686,205209,5745.86
6.35784e+06,2549.97,1062.93,205524,5754.67
6.35692e+06,2945.57,1208.66,205885,5764.79
6.35587e+06,3402.39,1378.97,206301,5776.42
6.35465e+06,3929.85,1577.45,206779,5789.81
6.35325e+06,4538.81,1808.27,207330,5805.23
6.35162e+06,5241.78,2076.26,207964,5823
6.34975e+06,6053.14,2387,208696,5843.49
6.34758e+06,6989.44,2746.93,209540,5867.12
6.34509e+06,8069.73,3163.49,210514,5894.38
6.3422e+06,9315.84,3645.25,211637,5925.84
6.33888e+06,10752.9,4202.11,212933,5962.13
6.33734e+06,10107.1,4845.42,214429,6004
6.3359e+06,9499.81,5358.02,215924,6045.87
6.33488e+06,8589.82,5757.2,217410,6087.47
6.33396e+06,7766.86,6024.34,218844,6127.64
6.33313e+06,7022.62,6181.72,220223,6166.26
6.33238e+06,6349.59,6248.5,221544,6203.23
6.3317e+06,5740.99,6241.12,222804,6238.5
6.33109e+06,5190.65,6173.63,224002,6272.05
6.33053e+06,4693.02,6058.04,225138,6303.87
6.33003e+06,4243.05,5904.58,226213,6333.98
6.32958e+06,3836.18,5721.89,227228,6362.39
6.32917e+06,3468.3,5517.3,228184,6389.15
6.3288e+06,3135.68,5296.95,229083,6414.31
6.32846e+06,2834.94,5065.99,229926,6437.92
6.32816e+06,2563.02,4828.7,230716,6460.05
6.32789e+06,2317.17,4588.61,231455,6480.74
6.32764e+06,2094.9,4348.62,232146,6500.08
6.32741e+06,1893.94,4111.07,232790,6518.12
6.32721e+06,1712.24,3877.85,233391,6534.94
6.32703e+06,1547.98,3650.43,233950,6550.59
6.32686e+06,1399.46,3429.96,234469,6565.14
6.32671e+06,1265.19,3217.31,234952,6578.67
6.32658e+06,1143.8,3013.09,235401,6591.22
6.32642e+06,1074.8,2817.72,235816,6602.86
6.32626e+06,1009.95,2635.54,236206,6613.76
6.32612e+06,949.014,2465.6,236570,6623.96
6.32598e+06,891.75,2307.04,236912,6633.52
6.32586e+06,837.939,2159.05,237231,6642.48
6.32574e+06,787.372,2020.9,237531,6650.87
6.32563e+06,739.855,1891.88,237812,6658.73
6.32552e+06,695.203,1771.38,238075,6666.1
6.32542e+06,653.245,1658.81,238322,6673.01
6.32533e+06,613.817,1553.61,238553,6679.48
6.32524e+06,576.768,1455.28,238770,6685.55
6.32516e+06,541.954,1363.35,238973,6691.24
6.32508e+06,509.241,1277.39,239163,6696.58
6.32501e+06,478.501,1197,239342,6701.58
6.32494e+06,449.616,1121.8,239510,6706.27
6.32488e+06,422.474,1051.44,239667,6710.67
6.32482e+06,396.969,985.6,239814,6714.8
6.32476e+06,373.004,923.977,239952,6718.67
6.32471e+06,350.486,866.293,240082,6722.3
6.32466e+06,329.326,812.286,240204,6725.71
6.32461e+06,309.443,761.716,240318,6728.9
6.32455e+06,301.779,714.356,240425,6731.9
6.3245e+06,294.304,671.098,240527,6734.75
6.32445e+06,287.014,631.54,240623,6737.45
6.3244e+06,279.903,595.319,240715,6740.02
6.32435e+06,272.969,562.11,240803,6742.47
6.3243e+06,266.206,531.622,240886,6744.81
6.32425e+06,259.61,503.592,240966,6747.05
6.32421e+06,253.177,477.784,241042,6749.18
6.32416e+06,246.904,453.985,241115,6751.23
6.32412e+06,240.785,432.006,241185,6753.19
6.32407e+06,234.818,411.674,241253,6755.08
6.32403e+06,228.998,392.836,241317,6756.89
6.32399e+06,223.323,375.352,241380,6758.63
6.32395e+06,217.788,359.098,241439,6760.3
6.32391e+06,212.389,343.962,241497,6761.92
6.32387e+06,207.125,329.842,241553,6763.48
6.32384e+06,201.99,316.646,241606,6764.98
6.3238e+06,196.983,304.294,241658,6766.43
6.32377e+06,192.099,292.711,241708,6767.84
6.32373e+06,187.337,281.83,241757,6769.19
6.3237e+06,182.692,271.592,241804,6770.51
6.32366e+06,184.667,261.941,241849,6771.78
6.32362e+06,186.662,253.48,241894,6773.03
6.32358e+06,188.679,246.089,241938,6774.26
6.32354e+06,190.717,239.659,241981,6775.48
6.3235e+06,192.777,234.094,242024,6776.68
6.32346e+06,194.859,229.306,242067,6777.88
6.32342e+06,196.963,225.22,242110,6779.07
6.32338e+06,199.09,221.763,242152,6780.25
6.32333e+06,201.239,218.875,242194,6781.43
6.32329e+06,203.411,216.499,242236,6782.6
6.32325e+06,205.607,214.584,242278,6783.78
6.3232e+06,207.825,213.085,242320,6784.96
6.32316e+06,210.068,211.963,242362,6786.14
6.32311e+06,212.334,211.18,242404,6787.32
6.32307e+06,214.624,210.704,242447,6788.5
6.32302e+06,216.939,210.506,242489,6789.69
6.32298e+06,219.279,210.56,242532,6790.89
6.32293e+06,221.643,210.842,242575,6792.09
6.32288e+06,224.032,211.332,242618,6793.31
6.32283e+06,226.447,212.01,242662,6794.52
6.32279e+06,228.887,212.86,242705,6795.75
6.32273e+06,239.501,213.867,242750,6796.99
6.32267e+06,250.606,215.831,242795,6798.26
6.32261e+06,262.226,218.705,242842,6799.56
6.32254e+06,274.384,222.444,242890,6800.91
6.32247e+06,287.105,227.015,242939,6802.3
6.3224e+06,300.414,232.389,242991,6803.74
6.32233e+06,314.34,238.541,243044,6805.23
6.32225e+06,328.911,245.453,243099,6806.78
6.32217e+06,344.156,253.111,243157,6808.39
6.32208e+06,360.106,261.507,243217,6810.06
6.32199e+06,376.794,270.635,243279,6811.8
6.3219e+06,394.255,280.493,243343,6813.62
6.3218e+06,412.523,291.084,243411,6815.5
6.3217e+06,431.635,302.413,243481,6817.47
6.32159e+06,451.632,314.488,243555,6819.53
6.32148e+06,472.553,327.322,243631,6821.68
6.32136e+06,494.441,340.929,243711,6823.91
6.32123e+06,517.341,355.325,243795,6826.25
6.32111e+06,541.298,370.532,243882,6828.7
6.32097e+06,566.363,386.571,243973,6831.25
6.32083e+06,592.584,403.468,244069,6833.92
6.32062e+06,683.278,421.25,244168,6836.71
6.32038e+06,787.843,446.273,244279,6839.8
6.3201e+06,908.4,479.18,244402,6843.26
6.31977e+06,1047.39,520.761,244541,6847.14
6.3194e+06,1207.63,571.966,244698,6851.53
6.31897e+06,1392.35,633.93,244876,6856.51
6.31847e+06,1605.3,707.998,245078,6862.19
6.3179e+06,1850.78,795.746,245309,6868.67
6.31725e+06,2133.73,899.021,245574,6876.08
6.31649e+06,2459.85,1019.97,245877,6884.57
6.31561e+06,2835.72,1161.11,246225,6894.31
6.3146e+06,3268.89,1325.32,246625,6905.5
6.31344e+06,3768.03,1515.96,247085,6918.37
6.3121e+06,4343.14,1736.92,247613,6933.16
6.31056e+06,5005.71,1992.68,248221,6950.19
6.30878e+06,5768.91,2288.41,248921,6969.78
6.30673e+06,6647.9,2630.05,249726,6992.34
6.30437e+06,7660.05,3024.47,250654,7018.32
6.30165e+06,8825.28,3479.56,251723,7048.24
6.29852e+06,10166.4,4004.39,252953,7082.69
6.29708e+06,9546.62,4609.38,254370,7122.37
6.29606e+06,8625.87,5090.2,255786,7162
6.29515e+06,7793.77,5429.51,257157,7200.41
6.29432e+06,7041.82,5650.73,258480,7237.44
6.29357e+06,6362.32,5774.02,259749,7272.97
6.29289e+06,5748.31,5816.68,260963,7306.96
6.29228e+06,5193.49,5793.56,262119,7339.34
6.29173e+06,4692.17,5717.33,263218,7370.1
6.29123e+06,4239.19,5598.81,264259,7399.25
6.29078e+06,3829.91,5447.17,265243,7426.79
6.29037e+06,3460.12,5270.19,266170,7452.77
6.29001e+06,3126,5074.43,267043,7477.22
6.28967e+06,2824.13,4865.38,267863,7500.18
6.28937e+06,2551.4,4647.63,268632,7521.71
6.2891e+06,2304.99,4424.99,269352,7541.86
6.28886e+06,2082.37,4200.6,270025,7560.71
6.28864e+06,1881.24,3977.02,270654,7578.3
6.28844e+06,1699.53,3756.3,271239,7594.7
6.28826e+06,1535.36,3540.11,271785,7609.98
6.28809e+06,1387.05,3329.72,272293,7624.19
6.28795e+06,1253.06,3126.13,272764,7637.4
6.28781e+06,1132.01,2930.07,273202,7649.66
6.28765e+06,1062.73,2742.06,273608,7661.03
6.2875e+06,997.677,2566.45,273989,7671.69
6.28736e+06,936.606,2402.39,274345,7681.67
6.28723e+06,879.27,2249.08,274679,7691.02
6.2871e+06,825.442,2105.8,274992,7699.78
6.28699e+06,774.906,1971.87,275285,7707.98
6.28688e+06,727.463,1846.65,275560,7715.67
6.28678e+06,682.922,1729.56,275817,7722.88
6.28668e+06,641.107,1620.06,276058,7729.64
6.28659e+06,601.851,1517.63,276285,7735.97
6.2865e+06,564.997,1421.8,276497,7741.9
6.28642e+06,530.399,1332.14,276695,7747.47
6.28635e+06,497.919,1248.23,276881,7752.68
6.28628e+06,467.426,1169.71,277056,7757.57
6.28621e+06,438.801,1096.2,277220,7762.15
6.28615e+06,411.928,1027.39,277373,7766.45
6.28609e+06,386.7,962.971,277517,7770.48
6.28604e+06,363.016,902.647,277652,7774.26
6.28598e+06,340.783,846.157,277779,7777.8
6.28594e+06,319.911,793.25,277897,7781.13
6.28589e+06,300.317,743.695,278009,7784.25
6.28584e+06,292.55,697.275,278113,7787.17
6.28579e+06,284.983,654.85,278212,7789.94
6.28574e+06,277.612,616.03,278306,7792.57
6.28569e+06,270.431,580.463,278395,7795.07
6.28564e+06,263.436,547.835,278481,7797.46
6.28559e+06,256.621,517.861,278562,7799.73
6.28555e+06,249.982,490.287,278639,7801.9
6.2855e+06,243.515,464.884,278713,7803.97
6.28546e+06,237.214,441.445,278784,7805.95
6.28542e+06,231.076,419.786,278852,7807.85
6.28538e+06,225.097,399.74,278917,7809.68
6.28534e+06,219.273,381.156,278979,7811.42
6.2853e+06,213.598,363.9,279039,7813.11
6.28526e+06,208.071,347.851,279097,7814.72
6.28522e+06,202.686,332.899,279153,7816.28
6.28519e+06,197.44,318.946,279206,7817.78
6.28515e+06,192.33,305.902,279258,7819.22
6.28512e+06,187.352,293.688,279308,7820.62
6.28509e+06,182.503,282.232,279356,7821.97
6.28505e+06,177.778,271.469,279402,7823.27
6.28502e+06,173.177,261.34,279447,7824.53
6.28498e+06,174.821,251.792,279491,7825.74
6.28495e+06,176.481,243.39,279533,7826.94
6.28491e+06,178.156,236.017,279575,7828.11
6.28487e+06,179.847,229.57,279617,7829.27
6.28483e+06,181.554,223.955,279658,7830.42
6.2848e+06,183.277,219.088,279698,7831.55
6.28476e+06,185.016,214.894,279739,7832.68
6.28472e+06,186.771,211.304,279779,7833.8
6.28468e+06,188.543,208.259,279818,7834.92
6.28464e+06,190.331,205.704,279858,7836.03
6.2846e+06,192.136,203.591,279898,7837.14
6.28456e+06,193.958,201.876,279937,7838.24
6.28452e+06,195.796,200.519,279977,7839.35
6.28447e+06,197.652,199.485,280016,7840.46
6.28443e+06,199.525,198.743,280056,7841.57
6.28439e+06,201.416,198.265,280096,7842.69
6.28435e+06,203.324,198.025,280136,7843.81
6.2843e+06,205.25,198,280176,7844.93
6.28426e+06,207.194,198.171,280216,7846.06
6.28422e+06,209.156,198.518,280257,7847.2
6.28417e+06,211.136,199.026,280298,7848.34
6.28412e+06,220.605,199.68,280339,7849.49
6.28406e+06,230.497,201.213,280381,7850.66
6.28401e+06,240.832,203.578,280424,7851.87
6.28395e+06,251.631,206.734,280468,7853.12
6.28389e+06,262.913,210.645,280514,7854.4
6.28382e+06,274.7,215.282,280562,7855.72
6.28375e+06,287.015,220.621,280611,7857.1
6.28368e+06,299.881,226.642,280661,7858.52
6.28361e+06,313.323,233.332,280714,7859.99
6.28353e+06,327.367,240.677,280769,7861.52
6.28345e+06,342.039,248.672,280825,7863.11
6.28336e+06,357.367,257.313,280885,7864.77
6.28328e+06,373.382,266.598,280946,7866.49
6.28318e+06,390.113,276.53,281010,7868.28
6.28309e+06,407.591,287.114,281077,7870.15
6.28299e+06,425.852,298.358,281146,7872.09
6.28288e+06,444.929,310.272,281219,7874.12
6.28277e+06,464.858,322.869,281294,7876.23
6.28265e+06,485.679,336.164,281373,7878.44
6.28253e+06,507.429,350.174,281455,7880.74
6.28241e+06,530.151,364.919,281541,7883.14
6.28222e+06,610.139,380.42,281630,7885.65
6.28201e+06,702.189,402.327,281729,7888.42
6.28176e+06,808.117,431.187,281840,7891.52
6.28147e+06,930.014,467.672,281964,7894.99
6.28114e+06,1070.28,512.597,282104,7898.9
6.28076e+06,1231.69,566.93,282262,7903.33
6.28033e+06,1417.41,631.819,282442,7908.37
6.27983e+06,1631.09,708.608,282647,7914.1
6.27925e+06,1876.95,798.873,282881,7920.66
6.27859e+06,2159.8,904.444,283148,7928.15
6.27782e+06,2485.2,1027.45,283455,7936.73
6.27695e+06,2859.52,1170.35,283806,7946.56
6.27594e+06,3290.07,1335.99,284209,7957.85
6.27477e+06,3785.27,1527.65,284671,7970.8
6.27344e+06,4354.75,1749.14,285203,7985.68
6.2719e+06,5009.57,2004.8,285813,8002.77
6.27013e+06,5762.43,2299.67,286515,8022.41
6.26809e+06,6627.86,2639.5,287321,8044.98
6.26576e+06,7622.5,3030.95,288247,8070.93
6.26307e+06,8765.4,3481.62,289313,8100.76
6.25998e+06,10078.3,4000.25,290538,8135.05
6.25856e+06,9455.14,4596.85,291945,8174.47
6.25756e+06,8537.04,5069.81,293351,8213.82
6.25665e+06,7707.94,5402.34,294711,8251.92
6.25584e+06,6959.25,5617.77,296022,8288.62
6.2551e+06,6283.18,5736.19,297280,8323.84
6.25444e+06,5672.72,5774.83,298482,8357.49
6.25384e+06,5121.5,5748.45,299627,8389.55
6.2533e+06,4623.79,5669.66,300714,8419.98
6.25281e+06,4174.41,5549.2,301743,8448.81
6.25237e+06,3768.67,5396.18,302715,8476.03
6.25197e+06,3402.33,5218.32,303632,8501.69
6.25161e+06,3071.59,5022.11,304494,8525.83
6.25129e+06,2772.97,4812.99,305303,8548.49
6.251e+06,2503.38,4595.52,306062,8569.73
6.25073e+06,2259.98,4373.43,306772,8589.61
6.25049e+06,2040.23,4149.84,307435,8608.18
6.25028e+06,1841.85,3927.26,308054,8625.52
6.25008e+06,1662.75,3707.72,308631,8641.67
6.24991e+06,1501.05,3492.85,309168,8656.71
6.24975e+06,1355.08,3283.89,309668,8670.69
6.24961e+06,1223.3,3081.81,310131,8683.68
6.24948e+06,1104.33,2887.33,310562,8695.73
6.24932e+06,1035.78,2700.95,310961,8706.91
6.24918e+06,971.488,2526.87,311335,8717.37
6.24904e+06,911.179,2364.25,311685,8727.17
6.24891e+06,854.612,2212.33,312012,8736.34
6.24879e+06,801.553,2070.36,312319,8744.93
6.24868e+06,751.787,1937.68,312606,8752.97
6.24857e+06,705.109,1813.67,312875,8760.5
6.24847e+06,661.327,1697.73,313127,8767.55
6.24838e+06,620.262,1589.34,313363,8774.16
6.24829e+06,581.746,1487.98,313584,8780.34
6.24821e+06,545.62,1393.19,313791,8786.14
6.24814e+06,511.737,1304.53,313985,8791.57
6.24806e+06,479.957,1221.6,314166,8796.65
6.248e+06,450.15,1144.02,314336,8801.42
6.24793e+06,422.193,1071.43,314496,8805.88
6.24787e+06,395.972,1003.5,314645,8810.06
6.24782e+06,371.379,939.94,314785,8813.98
6.24777e+06,348.313,880.452,314916,8817.65
6.24772e+06,326.679,824.773,315039,8821.09
6.24767e+06,306.388,772.654,315154,8824.32
6.24763e+06,287.358,723.864,315262,8827.34
6.24758e+06,279.616,678.187,315363,8830.17
6.24753e+06,272.082,636.431,315459,8832.85
6.24748e+06,264.751,598.214,315550,8835.4
6.24743e+06,257.617,563.193,315636,8837.81
6.24739e+06,250.675,531.058,315718,8840.11
6.24734e+06,243.919,501.533,315796,8842.3
6.2473e+06,237.346,474.367,315871,8844.39
6.24726e+06,230.949,449.337,315942,8846.38
6.24722e+06,224.724,426.24,316010,8848.29
6.24718e+06,218.667,404.895,316075,8850.11
6.24714e+06,212.773,385.138,316138,8851.85
6.2471e+06,207.037,366.823,316197,8853.53
6.24707e+06,201.456,349.818,316255,8855.13
6.24703e+06,196.026,334.002,316310,8856.68
6.247e+06,190.741,319.269,316363,8858.16
6.24696e+06,185.599,305.522,316414,8859.59
6.24693e+06,180.595,292.675,316463,8860.97
6.2469e+06,175.726,280.647,316510,8862.29
6.24687e+06,170.988,269.369,316556,8863.57
6.24684e+06,166.377,258.777,316600,8864.8
6.24681e+06,161.891,248.812,316643,8865.99
6.24677e+06,163.219,239.423,316684,8867.14
6.24674e+06,164.557,231.133,316724,8868.27
6.24671e+06,165.906,223.828,316763,8869.38
6.24667e+06,167.267,217.409,316802,8870.47
6.24664e+06,168.638,211.786,316841,8871.55
6.2466e+06,170.02,206.878,316879,8872.61
6.24656e+06,171.413,202.613,316917,8873.67
6.24653e+06,172.817,198.926,316954,8874.71
6.24649e+06,174.233,195.758,316991,8875.75
6.24645e+06,175.66,193.057,317028,8876.79
6.24642e+06,177.099,190.777,317065,8877.82
6.24638e+06,178.549,188.875,317102,8878.85
6.24634e+06,180.011,187.314,317139,8879.88
6.2463e+06,181.484,186.059,317175,8880.91
6.24627e+06,182.969,185.08,317212,8881.94
6.24623e+06,184.467,184.351,317249,8882.97
6.24619e+06,185.976,183.846,317286,8884
6.24615e+06,187.497,183.545,317323,8885.04
6.24611e+06,189.031,183.426,317360,8886.08
6.24607e+06,190.577,183.473,317397,8887.12
6.24603e+06,192.135,183.669,317435,8888.17
