S,I,X,R,D,N
673.354,0.0030548,0.00539548,427.663,11.9746,1113
1106.48,0.00501844,0.00886379,702.824,19.6791,1829
908.701,0.00412262,0.00728183,577.128,16.1596,1502
1049.04,0.00475903,0.0084056,666.289,18.6561,1734
1102.3,0.00500115,0.00883333,700.088,19.6025,1822
1822.91,0.0082729,0.0146122,1157.65,32.4142,3013
1634.01,0.0074104,0.0130886,1037.9,29.0613,2701
1181.52,0.00535984,0.00946674,750.449,21.0126,1953
1629.84,0.00739415,0.0130597,1035.16,28.9844,2694
1294.62,0.00587129,0.0103702,822.339,23.0255,2140
1027.28,0.00466096,0.00823228,652.443,18.2684,1698
1343.07,0.0060935,0.0107625,853.024,23.8847,2220
1181.54,0.00536068,0.00946824,750.428,21.012,1953
1693.96,0.00768546,0.0135743,1075.9,30.1251,2800
1551.19,0.00703741,0.0124296,985.209,27.5858,2564
1678.9,0.00761827,0.0134559,1066.23,29.8544,2775
1055.68,0.00478873,0.00845803,670.528,18.7748,1745
944.962,0.0042861,0.00757043,600.22,16.8061,1562
1421.11,0.00644702,0.0113868,902.6,25.2728,2349
1597.8,0.00724909,0.0128036,1014.77,28.4136,2641
934.712,0.0042406,0.00748997,593.654,16.6223,1545
1093.21,0.00495971,0.00876012,694.334,19.4414,1807
1295.88,0.00587931,0.0103844,823.054,23.0455,2142
1475.62,0.00669669,0.0118278,937.12,26.2393,2439
1625.48,0.00736995,0.0130173,1032.59,28.9124,2687
952.327,0.00432266,0.00763474,604.729,16.9324,1574
1231.23,0.00558881,0.00987104,781.862,21.8921,2035
1420.03,0.00644631,0.0113857,901.705,25.2477,2347
1225.78,0.00556324,0.00982601,778.406,21.7954,2026
1326.81,0.00602188,0.0106361,842.579,23.5922,2193
870.035,0.00394947,0.00697571,552.485,15.4696,1438
974.103,0.00442201,0.00781025,618.565,17.3198,1610
901.5,0.00409181,0.00722738,572.46,16.0289,1490
1156.21,0.00524786,0.00926893,734.218,20.5581,1911
1736.46,0.00788286,0.0139232,1102.65,30.8741,2870
1003.13,0.00455355,0.00804261,637.018,17.8365,1658
783.514,0.00355654,0.00628172,497.545,13.9313,1295
805.294,0.00365546,0.00645638,511.377,14.3186,1331
782.911,0.00355385,0.006277,497.159,13.9205,1294
801.663,0.00363895,0.00642738,509.073,14.254,1325
978.944,0.00444369,0.0078487,621.637,17.4058,1618
1022.5,0.00464117,0.00819719,649.306,18.1806,1690
990.436,0.0044957,0.00794055,628.941,17.6104,1637
851.872,0.00386668,0.0068295,540.97,15.1472,1408
935.97,0.00424819,0.00750336,594.376,16.6425,1547
871.249,0.00395501,0.00698544,553.25,15.491,1440
808.322,0.00366926,0.00648097,513.295,14.3723,1336
842.197,0.00382291,0.00675233,534.818,14.9749,1392
890.606,0.00404287,0.00714052,565.547,15.8353,1472
955.938,0.00433932,0.00766428,607.053,16.9975,1580
913.584,0.00414673,0.00732397,580.16,16.2445,1510
971.669,0.00441013,0.00778928,617.042,17.2772,1606
1213.04,0.00550489,0.00972268,770.375,21.5705,2005
897.837,0.00407465,0.00719689,570.187,15.9652,1484
927.506,0.00421022,0.00743612,588.991,16.4917,1533
969.856,0.00440224,0.00777556,615.887,17.2448,1603
1084.81,0.00492446,0.00869771,688.883,19.2887,1793
1066.68,0.00484202,0.00855223,677.342,18.9656,1763
1021.29,0.00463548,0.00818743,648.54,18.1591,1688
1567.63,0.00711587,0.0125684,995.479,27.8734,2591
975.899,0.00443004,0.00782441,619.736,17.3526,1613
1079.37,0.00489967,0.00865405,685.427,19.192,1784
841.593,0.00382027,0.00674756,534.432,14.9641,1391
1142.85,0.00518579,0.00915937,725.811,20.3227,1889
922.021,0.00418375,0.0073897,585.572,16.396,1524
1444.14,0.00655344,0.0115749,917.158,25.6804,2387
1410.88,0.00640266,0.0113087,896.01,25.0883,2332
942.039,0.00427629,0.00755285,598.2,16.7496,1557
897.257,0.00407294,0.0071938,569.778,15.9538,1483
931.744,0.00422954,0.00747039,591.678,16.567,1540
898.477,0.00407858,0.00720368,570.537,15.975,1485
1547.26,0.00700923,0.0123803,983.187,27.5292,2558
1648.24,0.00746554,0.0131862,1047.41,29.3275,2725
1703.91,0.0077188,0.0136332,1082.76,30.3171,2817
1475.85,0.00668471,0.0118071,937.867,26.2603,2440
1677.96,0.00760243,0.0134276,1066.17,29.8527,2774
887.961,0.00402279,0.00710525,564.23,15.7984,1468
791.183,0.00358462,0.00633124,502.731,14.0765,1308
2101.8,0.00951705,0.0168098,1335.77,37.4015,3475
1551.5,0.00702829,0.0124138,985.878,27.6046,2565
904.924,0.00410079,0.00724298,574.965,16.099,1496
1123.92,0.00509356,0.00899659,714.071,19.994,1858
1558.83,0.00706383,0.0124766,990.423,27.7318,2577
1085.71,0.00491706,0.0086849,689.953,19.3187,1795
1684.57,0.00763196,0.0134799,1070.43,29.9721,2785
1496.39,0.00677588,0.0119677,950.968,26.6271,2474
1835.92,0.00832134,0.0146978,1166.4,32.6592,3035
1756.03,0.00795797,0.0140557,1115.71,31.2399,2903
1705.78,0.00772941,0.013652,1083.85,30.3477,2820
1651.26,0.00747897,0.01321,1049.34,29.3815,2730
1416.63,0.00641794,0.0113358,900.151,25.2042,2342
1645.37,0.00745758,0.0131719,1045.34,29.2694,2720
791.213,0.00358559,0.00633308,502.702,14.0756,1308
1029.53,0.0046655,0.00824038,654.139,18.3159,1702
1769.43,0.00802111,0.0141673,1124.08,31.4742,2925
1052.48,0.0047682,0.00842177,668.78,18.7259,1740
1269.82,0.00575925,0.0101726,806.577,22.5841,2099
879.001,0.00398627,0.00704063,558.354,15.6339,1453
1473.08,0.00668046,0.0117994,935.702,26.1996,2435
2119.21,0.00961219,0.0169775,1346.08,37.6901,3503
1165.17,0.00528509,0.00933496,740.088,20.7225,1926
1052.04,0.00477212,0.00842882,668.238,18.7107,1739
1565.65,0.00710121,0.0125426,994.484,27.8456,2588
965.553,0.00437988,0.0077359,613.264,17.1714,1596
1069,0.00484929,0.00856504,678.974,19.0113,1767
1286.14,0.00583382,0.0103039,816.969,22.8751,2126
1566.85,0.00710612,0.0125511,995.263,27.8674,2590
1696.92,0.00769548,0.0135922,1077.88,30.1805,2805
1429.54,0.00648408,0.0114527,908.022,25.4246,2363
1578.92,0.00715962,0.0126456,1002.98,28.0834,2610
1079.27,0.0048953,0.00864635,685.522,19.1946,1784
969.765,0.00439845,0.00776846,615.975,17.2473,1603
1012.71,0.00459303,0.00811242,643.264,18.0114,1674
