S,I,X,R,D,N
1078.75,0.546718,0.423694,32.3752,0.906507,1113
1772.87,0.900036,0.699019,53.0447,1.48525,1829
1455.78,0.737397,0.570124,43.6893,1.2233,1502
1680.74,0.851749,0.657952,50.3411,1.40955,1734
1765.92,0.894285,0.69101,53.0087,1.48424,1822
2919.53,1.47746,1.14842,88.3706,2.47438,3013
2618.17,1.32958,1.03275,78.2762,2.19173,2701
1893.05,0.959724,0.742306,56.6614,1.58652,1953
2611.14,1.32351,1.02487,78.3222,2.19302,2694
2074.4,1.05352,0.818263,61.9892,1.7357,2140
1645.72,0.833462,0.643931,49.4141,1.38359,1698
2151.69,1.09006,0.842127,64.5695,1.80794,2220
1892.88,0.958714,0.740684,56.8257,1.59112,1953
2713.86,1.37482,1.06207,81.4199,2.27976,2800
2485.2,1.25904,0.972698,74.48,2.08544,2564
2689.11,1.36195,1.05841,81.2006,2.27362,2775
1691.5,0.857615,0.662574,50.5598,1.41567,1745
1514.16,0.768122,0.593348,45.2121,1.26594,1562
2276.86,1.15351,0.891212,68.1894,1.9093,2349
2559.76,1.29647,1.00162,76.7952,2.15026,2641
1497.5,0.758617,0.586065,44.9011,1.25723,1545
1751.4,0.887254,0.685499,52.5595,1.47167,1807
2076.08,1.05153,0.812408,62.3146,1.74481,2142
2363.41,1.19619,0.929776,71.4602,2.00088,2439
2604.95,1.32448,1.02857,77.5232,2.17065,2687
1525.26,0.770645,0.595082,46.0883,1.29047,1574
1971.94,0.996167,0.769211,59.628,1.66959,2035
2274.1,1.14817,0.886626,68.9373,1.93024,2347
1963.36,0.992577,0.766578,59.2206,1.65818,2026
2125.17,1.07439,0.829716,64.1295,1.79563,2193
1393.39,0.703768,0.543411,42.1781,1.18099,1438
1560.04,0.787638,0.608294,47.2458,1.32288,1610
1443.68,0.729916,0.567358,43.7965,1.2263,1490
1851.88,0.936044,0.7227,55.895,1.56506,1911
2780.87,1.40401,1.08413,84.2838,2.35995,2870
1606.56,0.811465,0.626567,48.6363,1.36182,1658
1254.85,0.63384,0.48943,37.9596,1.06287,1295
1289.73,0.651438,0.503024,39.0249,1.0927,1331
1253.87,0.63333,0.489046,37.9469,1.06251,1294
1283.92,0.648457,0.500712,38.847,1.08772,1325
1567.81,0.791797,0.611395,47.4552,1.32874,1618
1637.65,0.827307,0.638966,49.4965,1.3859,1690
1586.27,0.801211,0.618749,47.9676,1.34309,1637
1364.39,0.689533,0.532389,41.2351,1.15458,1408
1499.1,0.757462,0.584941,45.2888,1.26809,1547
1395.32,0.704748,0.544106,42.2445,1.18285,1440
1294.55,0.653786,0.504814,39.1974,1.09753,1336
1348.82,0.681299,0.526019,40.8259,1.14312,1392
1426.33,0.720409,0.556271,43.1843,1.20916,1472
1530.97,0.773167,0.597018,46.3593,1.29806,1580
1463.27,0.739437,0.57105,44.1825,1.23711,1510
1556.32,0.786665,0.607438,46.9716,1.31521,1606
1942.94,0.983719,0.764514,58.6709,1.64278,2005
1438.15,0.727157,0.56158,43.3444,1.21364,1484
1485.49,0.750455,0.579496,44.9247,1.25789,1533
1553.32,0.784809,0.606036,46.9713,1.3152,1603
1737.35,0.87727,0.677437,52.6256,1.47352,1793
1708.33,0.862787,0.666217,51.695,1.44746,1763
1635.77,0.826562,0.638317,49.385,1.38278,1688
2510.67,1.26792,0.979208,75.9581,2.12683,2591
1562.93,0.789303,0.609462,47.3457,1.32568,1613
1728.62,0.872877,0.674049,52.3627,1.46616,1784
1347.84,0.680705,0.525583,40.8115,1.14272,1391
1830.81,0.926518,0.715732,55.0046,1.54013,1889
1477.06,0.74755,0.577359,44.3759,1.24253,1524
2313.41,1.1704,0.903866,69.5663,1.94786,2387
2260.06,1.14324,0.883034,68.0102,1.90429,2332
1508.7,0.761982,0.588379,45.6713,1.2788,1557
1437,0.725789,0.560434,43.4944,1.21784,1483
1492.21,0.753612,0.581901,45.1906,1.26534,1540
1438.93,0.726671,0.561135,43.5663,1.21986,1485
2481.1,1.26542,0.978159,72.6257,2.03352,2558
2643.08,1.34946,1.04688,77.357,2.166,2725
2732.34,1.39372,1.07737,79.949,2.23857,2817
2366.72,1.20853,0.937485,69.1931,1.93741,2440
2690.3,1.37208,1.06471,79.0517,2.21345,2774
1423.85,0.726041,0.561275,41.6979,1.16754,1468
1268.65,0.646843,0.500051,37.1666,1.04067,1308
3371.06,1.72338,1.33656,98.1308,2.74766,3475
2487.94,1.26912,0.980942,72.7696,2.03755,2565
1450.85,0.738997,0.571149,42.6421,1.19398,1496
1801.85,0.917472,0.709109,53.0376,1.48505,1858
2499.22,1.2731,0.983873,73.4652,2.05703,2577
1741.17,0.889317,0.689816,50.8261,1.42313,1795
2701.08,1.37796,1.06915,79.255,2.21914,2785
2399.96,1.22677,0.951449,69.9021,1.95726,2474
2943.12,1.49775,1.15716,86.795,2.43026,3035
2815.33,1.43368,1.10823,82.8121,2.31874,2903
2734.83,1.39416,1.08194,80.4452,2.25247,2820
2647.99,1.35213,1.04891,77.4393,2.1683,2730
2271.52,1.15816,0.895327,66.5669,1.86387,2342
2637.54,1.34311,1.0426,77.8974,2.18113,2720
1268.49,0.645905,0.499272,37.3225,1.04503,1308
1650.61,0.840614,0.649724,48.538,1.35906,1702
2836.31,1.44243,1.11462,83.79,2.34612,2925
1687.65,0.860548,0.665237,49.4429,1.3844,1740
2034.75,1.03239,0.79759,60.7163,1.70006,2099
1408.64,0.715258,0.55254,41.9198,1.17375,1453
2360.63,1.19848,0.92584,70.2793,1.96782,2435
3395.72,1.72271,1.33079,101.39,2.83893,3503
1866.95,0.946756,0.731446,55.8073,1.5626,1926
1685.67,0.854812,0.660396,50.4073,1.4114,1739
2508.78,1.27285,0.983294,74.8704,2.09637,2588
1547.06,0.784447,0.606052,46.2585,1.29524,1596
1712.8,0.868526,0.670968,51.2243,1.43428,1767
2060.82,1.04539,0.807585,61.5994,1.72478,2126
2510.62,1.27527,0.990488,75.013,2.10036,2590
2719.33,1.38056,1.06659,80.9537,2.2667,2805
2290.61,1.1621,0.897682,68.4155,1.91563,2363
2530.23,1.28619,0.998897,75.3777,2.11057,2610
1729.33,0.877295,0.67774,51.6648,1.44661,1784
1553.99,0.788702,0.609299,46.3119,1.29673,1603
1622.8,0.823562,0.636289,48.3844,1.35476,1674
3345.03,1.69821,1.31924,100.147,2.80412,3451
2888.84,1.46361,1.13722,87.1231,2.43945,2981
3355.05,1.70507,1.32429,100.118,2.80331,3461
1827.24,0.926855,0.716038,54.5904,1.52853,1885
1845.49,0.93496,0.722305,55.3025,1.54847,1904
1415.24,0.717569,0.554425,42.3065,1.18458,1460
1692.49,0.85842,0.663205,50.5757,1.41612,1746
2073.48,1.05182,0.812649,61.9205,1.73377,2139
1507.48,0.766349,0.595089,44.9018,1.25725,1555
1532.88,0.779178,0.602076,45.4622,1.27294,1581
2431.62,1.23282,0.957954,73.1433,2.04801,2509
2627.89,1.33258,1.02959,78.5489,2.19937,2711
1836.95,0.933238,0.724828,54.8595,1.53607,1895
2031.21,1.03389,0.802725,60.266,1.68745,2095
1938.25,0.985686,0.761807,57.3916,1.60696,1999
1932.06,0.982058,0.762655,57.5854,1.61239,1993
1463.12,0.743929,0.574968,43.3497,1.21379,1509
2208.48,1.12308,0.872177,65.6863,1.83922,2278
1743.37,0.886642,0.685247,51.6141,1.44519,1798
1666.79,0.84785,0.655224,49.3265,1.38114,1719
1832.38,0.932131,0.723753,54.4421,1.52438,1890
1742.34,0.885635,0.684415,51.6424,1.44599,1797
1625.73,0.826425,0.641897,48.4463,1.3565,1677
2430.83,1.23628,0.955336,71.9651,2.01502,2507
1482.58,0.754212,0.582801,43.8517,1.22785,1529
2602.57,1.32416,1.02325,76.9308,2.15406,2684
1675.19,0.851679,0.661451,49.8957,1.39708,1728
2061.31,1.04919,0.814575,61.1131,1.71117,2126
2064.12,1.04815,0.809994,61.3053,1.71655,2129
2585.76,1.31328,1.01465,76.7583,2.14923,2667
2730.34,1.3849,1.07595,81.9077,2.29341,2817
2914.52,1.48076,1.14404,86.4357,2.4202,3006
2548.68,1.29497,1.00566,75.8922,2.12498,2629
2484.25,1.25829,0.972243,74.4398,2.08431,2563
1973.56,1.00038,0.772781,59.0152,1.65242,2036
2016.14,1.0217,0.789322,60.363,1.69016,2080
2684.69,1.36364,1.0537,79.6636,2.23058,2769
2292.04,1.16446,0.899677,67.9924,1.90379,2364
2445.37,1.24302,0.960562,72.3966,2.0271,2522
3365.99,1.70655,1.32605,101.143,2.83201,3473
2502.94,1.27118,0.987249,74.7138,2.09199,2582
2641.08,1.34165,1.03669,78.3518,2.19385,2724
2625.61,1.33573,1.03709,77.8383,2.17947,2708
2357.56,1.19578,0.923562,70.3488,1.96977,2432
2656.44,1.35056,1.04867,78.9467,2.21051,2740
2301.64,1.16895,0.903193,68.3751,1.9145,2374
1671.47,0.84897,0.655995,49.6314,1.38968,1724
1713.18,0.865572,0.668357,51.8358,1.4514,1768
1475.78,0.745506,0.575696,44.6493,1.25018,1523
1565.9,0.790998,0.610836,47.374,1.32647,1616
1690.83,0.853965,0.659368,51.2269,1.43435,1745
1955.32,0.987257,0.76245,59.2746,1.65969,2018
2154.93,1.08823,0.840322,65.3148,1.82882,2224
1940.77,0.979859,0.756617,58.8473,1.64773,2003
1776.06,0.896697,0.69243,53.8469,1.50771,1833
2037.65,1.02877,0.794372,61.8009,1.73043,2103
1654.96,0.835693,0.645298,50.1551,1.40434,1708
1515.43,0.765182,0.590878,45.9268,1.28595,1564
1585.18,0.80046,0.618098,48.0541,1.34552,1636
1756.71,0.887133,0.684991,53.2265,1.49034,1813
1946.62,0.983001,0.75907,58.984,1.65155,2009
2040.59,1.03045,0.795641,61.8523,1.73186,2106
1865.24,0.941987,0.727378,56.5077,1.58221,1925
1723.78,0.870566,0.672183,52.2167,1.46207,1779
1862.33,0.940516,0.726216,56.4258,1.57992,1922
1804.22,0.911358,0.703626,54.6333,1.52973,1862
1862.33,0.940537,0.726211,56.4189,1.57973,1922
1648.21,0.832393,0.642786,49.9142,1.3976,1701
1350.73,0.682205,0.526735,40.9114,1.14552,1394
1676.27,0.846389,0.653577,50.81,1.42268,1730
1730.54,0.873779,0.674752,52.4412,1.46835,1786
2084.18,1.0523,0.812573,63.1848,1.76917,2151
1837.1,0.927474,0.71612,55.6958,1.55948,1896
2052.19,1.03615,0.800034,62.2278,1.74238,2118
1769.34,0.893578,0.689962,53.5806,1.50026,1826
2104.55,1.06262,0.820562,63.7807,1.78586,2172
1836.14,0.92713,0.715895,55.6562,1.55837,1895
1634.6,0.825417,0.637334,49.5507,1.38742,1687
1812.88,0.915425,0.706775,54.9586,1.53884,1871
1506.73,0.760882,0.587578,45.6444,1.27804,1555
1897.2,0.958111,0.739789,57.4965,1.6099,1958
1441.82,0.728136,0.562253,43.6696,1.22275,1488
1650.12,0.833247,0.643465,50.0053,1.40015,1703
2171.39,1.09643,0.84665,65.8244,1.84308,2241
1291.61,0.652275,0.503657,39.135,1.09578,1333
1697.61,0.857166,0.661919,51.435,1.44018,1752
1586.16,0.800905,0.618458,48.0707,1.34598,1637
1566.79,0.791281,0.61099,47.4746,1.32929,1617
1547.42,0.781511,0.603394,46.8869,1.31283,1597
1556.15,0.785858,0.606796,47.1341,1.31975,1606
1898.14,0.958388,0.740068,57.548,1.61134,1959
1988.26,1.00382,0.775162,60.2746,1.68769,2052
1849.72,0.933971,0.721128,56.0575,1.56961,1909
1934,0.976549,0.754105,58.6258,1.64152,1996
1908.82,0.963886,0.744293,57.8501,1.6198,1970
1439.87,0.727231,0.561528,43.6194,1.22134,1486
1967.91,0.993744,0.767347,59.6552,1.67035,2031
1545.49,0.780573,0.602711,46.8205,1.31097,1595
1651.1,0.833818,0.643855,50.0203,1.40057,1704
2473.72,1.2491,0.964569,74.9717,2.09921,2553
2346.79,1.18512,0.915091,71.1157,1.99124,2422
1956.31,0.987952,0.762823,59.277,1.65976,2019
2483.38,1.25396,0.968224,75.2862,2.10801,2563
2719.79,1.37298,1.06024,82.4704,2.30917,2807
2028.94,1.02444,0.791024,61.5224,1.72263,2094
1450.54,0.732499,0.565637,43.9344,1.23016,1497
1697.6,0.857272,0.662003,51.4385,1.44028,1752
1874.91,0.946888,0.731101,56.8173,1.59088,1935
1634.67,0.825729,0.637562,49.4825,1.38551,1687
1874.96,0.947029,0.731236,56.7674,1.58949,1935
1667.62,0.84231,0.650444,50.4696,1.41315,1721
1374.06,0.694229,0.536063,41.5439,1.16323,1418
1503.89,0.759838,0.586721,45.4883,1.27367,1552
1535.86,0.77592,0.599153,46.4615,1.30092,1585
1344.91,0.679177,0.524442,40.7486,1.14096,1388
1492.18,0.753542,0.581873,45.2166,1.26606,1540
1582.29,0.798949,0.616944,47.9526,1.34267,1633
2091.08,1.05636,0.815679,63.2721,1.77162,2158
1781.97,0.900335,0.69518,53.9292,1.51002,1839
1527.15,0.771609,0.595769,46.1885,1.29328,1576
1933.12,0.976441,0.753954,58.5081,1.63823,1995
1699.56,0.85844,0.662817,51.4751,1.4413,1754
1500.05,0.757909,0.585276,45.3422,1.26958,1548
1564,0.790351,0.610292,47.274,1.32367,1614
1652.16,0.834841,0.644621,49.9597,1.39887,1705
1580.46,0.798563,0.616617,47.7886,1.33808,1631
2082.33,1.05169,0.812096,63.0444,1.76524,2149
1679.2,0.848171,0.654905,50.8685,1.42432,1733
1714.09,0.865814,0.668477,51.9179,1.4537,1769
2186.87,1.10412,0.852514,66.319,1.85693,2257
2671.3,1.34862,1.04135,81.0449,2.26926,2757
1554.2,0.784867,0.605975,47.0929,1.3186,1604
1632.69,0.824452,0.63655,49.4631,1.38497,1685
1490.24,0.752567,0.581051,45.1623,1.26454,1538
2157.91,1.09018,0.841785,65.3264,1.82914,2227
1969.01,0.99476,0.76818,59.5585,1.66764,2032
2189.93,1.1063,0.854318,66.2572,1.8552,2260
3131.7,1.58141,1.22108,94.8393,2.6555,3232
1504.82,0.760094,0.58689,45.5617,1.27573,1553
1573.61,0.794793,0.613681,47.6484,1.33416,1624
1890.48,0.954886,0.737279,57.2284,1.6024,1951
1588.14,0.802152,0.619409,48.0912,1.34655,1639
1904.01,0.961571,0.742554,57.6672,1.61468,1965
1406.99,0.710887,0.548881,42.5579,1.19162,1452
1538.09,0.777012,0.59985,49.1588,1.37645,1590
1826.53,0.922683,0.712403,55.2896,1.54811,1885
1908.82,0.963841,0.744283,57.8483,1.61975,1970
1432.11,0.723291,0.558484,43.3965,1.2151,1478
1455.37,0.73484,0.567442,44.0943,1.23464,1502
1738.28,0.877824,0.677788,52.6847,1.47517,1794
1866.18,0.942195,0.727609,56.5678,1.5839,1926
1840.01,0.929075,0.717384,55.7826,1.56191,1899
2017.31,1.01856,0.786511,61.1765,1.71294,2082
1769.28,0.893314,0.689847,53.6315,1.50168,1826
2066.73,1.04363,0.805801,62.6692,1.75474,2133
3002.72,1.51595,1.17062,91.0402,2.54912,3099
1821.62,0.919878,0.710322,55.2,1.5456,1880
1535.79,0.775481,0.598858,46.5318,1.30289,1585
2334.17,1.17853,0.910042,70.7645,1.9814,2409
2626.76,1.32619,1.02414,79.6547,2.23033,2711
2028.96,1.02474,0.79122,61.4972,1.72192,2094
1644.32,0.830465,0.641216,49.8161,1.39485,1697
2053.19,1.03669,0.800506,62.2267,1.74235,2119
1866.18,0.94218,0.727528,56.5645,1.58381,1926
1476.68,0.745575,0.575728,44.7479,1.25294,1524
2032.81,1.0262,0.792463,61.6473,1.72613,2098
1769.33,0.893554,0.689985,53.5845,1.50037,1826
1728.61,0.872984,0.674049,52.3772,1.46656,1784
2190.79,1.10638,0.854315,66.3948,1.85905,2261
