Electoral Division,COUNTY,ED Latitude,ED Longitude,ED Area,Population,No. of Commuters
128029 - MARKET,LIMERICK,52.66107987,-8.61585637,0.232371,2035,989
128030 - PROSPECT A,LIMERICK,52.65522945,-8.62824933,0.169761,826,268
128031 - PROSPECT B,LIMERICK,52.6505326,-8.63132973,0.20028,715,225
128032 - RATHBANE,LIMERICK,52.64730896,-8.62046459,0.578297,1593,548
128033 - SHANNON A,LIMERICK,52.66285147,-8.63039733,0.163514,994,504
128034 - SHANNON B,LIMERICK,52.66145643,-8.62648017,0.18617,925,332
128035 - SINGLAND A,LIMERICK,52.6589396,-8.60801143,0.318522,1664,697
128036 - SINGLAND B,LIMERICK,52.65762151,-8.59697442,1.103408,3873,2379
128037 - St. LAURENCE,LIMERICK,52.65430664,-8.60552634,0.844048,965,323
137001 - ABBEYLARA,LONGFORD,53.77320386,-7.43772835,12.730047,298,157
137002 - AGHABOY,LONGFORD,53.78559027,-7.69927781,14.954332,681,377
137003 - AGHARRA,LONGFORD,53.60031273,-7.63702534,18.969085,444,247
137004 - ARDAGH EAST,LONGFORD,53.66840078,-7.63657256,30.35577,670,395
137005 - ARDAGH WEST,LONGFORD,53.67926606,-7.74861175,19.844469,450,288
137006 - BALLINALEE,LONGFORD,53.77152215,-7.62964305,14.015225,625,338
137007 - BALLINAMUCK EAST,LONGFORD,53.85125035,-7.64676347,20.249104,599,337
137008 - BALLINAMUCK WEST,LONGFORD,53.85998098,-7.72547795,23.479034,437,228
137009 - BALLYMAHON,LONGFORD,53.56761666,-7.77188557,32.729898,2674,1358
137010 - BALLYMUIGH,LONGFORD,53.67795136,-7.57813396,12.644946,250,128
137011 - BREANRISK,LONGFORD,53.80108983,-7.80482311,20.214739,839,506
137012 - BUNLAHY,LONGFORD,53.78353341,-7.57257492,10.910977,195,98
137013 - CALDRAGH,LONGFORD,53.75471052,-7.82343126,21.084898,2172,1343
137014 - CASHEL EAST,LONGFORD,53.61559594,-7.90535678,28.513463,302,151
137015 - CASHEL WEST,LONGFORD,53.57086993,-7.94927548,63.663074,589,333
137016 - CLOONDARA,LONGFORD,53.73159775,-7.88695003,27.731086,687,355
137017 - CLOONEE,LONGFORD,53.75285041,-7.73350579,23.11318,738,448
137018 - COLUMBKILLE,LONGFORD,53.87672712,-7.59937563,23.683052,592,334
137019 - COOLAMBER,LONGFORD,53.72231914,-7.50740462,20.187912,382,218
137020 - CORBOY,LONGFORD,53.71530195,-7.70625411,20.842109,388,229
137021 - CREEVY,LONGFORD,53.81016743,-7.47559429,13.985287,308,169
137022 - CROSAGSTOWN,LONGFORD,53.70360449,-7.57033673,12.20361,247,147
137023 - CURRYGRANE,LONGFORD,53.75035169,-7.66419621,9.697492,139,87
137024 - DALYSTOWN,LONGFORD,53.7997543,-7.52556751,8.899713,196,108
137025 - DOORY,LONGFORD,53.62355469,-7.74274449,25.462406,424,265
137026 - DRUMGORT,LONGFORD,53.89036543,-7.66126752,19.542951,422,240
137027 - DRUMLISH,LONGFORD,53.80672362,-7.75988002,20.11222,1475,853
137028 - DRUMMEEL,LONGFORD,53.75115965,-7.60704824,8.402858,116,56
137029 - MEATHAS TRUIM,LONGFORD,53.70338133,-7.61944297,13.586948,2335,1051
137030 - FIRRY / NEWGROVE,LONGFORD,53.74781096,-7.4287433,32.275234,196,105
137031 - FORGNEY,LONGFORD,53.55398357,-7.71641974,27.243024,491,303
137032 - FOXHALL,LONGFORD,53.62979195,-7.60807769,18.772283,528,247
137033 - GELSHAGH,LONGFORD,53.80763953,-7.61700726,15.777569,351,209
137034 - GRANARD RURAL,LONGFORD,53.77202436,-7.50731377,16.625605,301,165
137035 - GRANARD URBAN,LONGFORD,53.77801183,-7.49560593,8.116621,1096,495
137036 - KILCOMMOCK,LONGFORD,53.63207414,-7.81853852,31.674409,1062,579
137037 - KILGLASS,LONGFORD,53.62107151,-7.69449083,33.991626,709,425
137038 - KILLASHEE,LONGFORD,53.68591715,-7.8892336,21.792678,437,249
137039 - KILLOE,LONGFORD,53.82642568,-7.70547581,15.3615,274,132
137040 - KNOCKANBAUN,LONGFORD,53.73197863,-7.59625643,9.325432,169,93
137041 - LEDWITHSTOWN,LONGFORD,53.57621768,-7.85287727,28.993539,363,187
137042 - LISLEA,LONGFORD,53.80484485,-7.64882497,8.875549,145,63
137043 - LONGFORD No. 1 URBAN,LONGFORD,53.72488082,-7.80005052,1.762517,3592,1407
137044 - LONGFORD No. 2 URBAN,LONGFORD,53.73511487,-7.80130358,1.65948,1029,569
137045 - LONGFORD RURAL,LONGFORD,53.72005275,-7.79091217,26.456017,5704,2754
137046 - MILLTOWN,LONGFORD,53.74541537,-7.54699904,16.91326,344,188
137047 - MOATFARRELL,LONGFORD,53.72206012,-7.65689416,8.951299,217,125
137048 - MOUNTDAVIS,LONGFORD,53.67165128,-7.92993504,29.972757,252,163
137049 - MOYDOW,LONGFORD,53.67319228,-7.80842716,28.445954,730,465
137050 - MOYNE,LONGFORD,53.91807352,-7.62757131,17.985926,326,171
137051 - MULLANALAGHTA,LONGFORD,53.83790754,-7.52420364,22.941588,298,153
137053 - NEWTOWN FORBES,LONGFORD,53.79457195,-7.85811714,28.867524,897,477
137054 - RATHCLINE,LONGFORD,53.65230171,-7.97482722,39.636937,1443,766
137055 - SONNAGH,LONGFORD,53.82457456,-7.58781373,16.538536,245,126
147001 - ARDEE RURAL,LOUTH,53.84967831,-6.53812887,62.869937,2935,1808
147002 - ARDEE URBAN,LOUTH,53.85596631,-6.53879593,4.747904,4919,2611
147003 - BALLYMASCANLAN,LOUTH,54.03994578,-6.35394135,25.021088,2200,1255
147004 - BARRONSTOWN,LOUTH,54.01783943,-6.51661543,17.64987,747,454
147005 - CARLINGFORD,LOUTH,54.03200779,-6.18329822,16.680705,2185,1060
147006 - CASTLEBELLINGHAM,LOUTH,53.88289437,-6.38723637,18.979672,1716,917
147007 - CASTLERING,LOUTH,53.98808561,-6.51956505,18.100949,1031,659
147008 - CASTLETOWN,LOUTH,53.99579993,-6.45478504,21.255742,4264,2222
147009 - CLOGHER,LOUTH,53.79783866,-6.29212662,25.424011,3237,2008
147010 - CLONKEEN,LOUTH,53.89854447,-6.63921196,22.280763,677,419
147011 - COLLON,LOUTH,53.79379415,-6.49572649,28.110536,1881,1164
147012 - CREGGAN UPPER,LOUTH,54.04080069,-6.54024542,18.996517,846,415
147013 - DARVER,LOUTH,53.93444992,-6.48788864,21.296098,675,413
147014 - FAIR GATE,LOUTH,53.72077053,-6.34425463,2.662034,10424,5019
147015 - DROMIN,LOUTH,53.83947701,-6.4385592,15.498967,626,399
147016 - DROMISKIN,LOUTH,53.92628891,-6.41866225,21.644292,2229,1347
147017 - DRUMCAR,LOUTH,53.85917326,-6.31567804,27.443455,1447,814
147018 - DRUMMULLAGH,LOUTH,54.08157407,-6.26684208,24.300455,1356,714
147019 - DUNDALK RURAL,LOUTH,54.00461788,-6.3907389,22.152419,19265,10260
147020 - DUNDALK No. 3  URBAN,LOUTH,53.9964845,-6.40989676,1.254849,1710,917
147021 - DUNLEER,LOUTH,53.82153244,-6.43449913,25.06967,2855,1715
147022 - DYSART,LOUTH,53.83796395,-6.31119212,24.228177,924,617
147023 - FAUGHART,LOUTH,54.05170359,-6.45185834,18.481444,953,553
147024 - GREENORE,LOUTH,54.00581009,-6.14037752,14.983703,1200,742
147025 - HAGGARDSTOWN,LOUTH,53.96647932,-6.41002652,21.293601,6932,4203
147026 - JENKINSTOWN,LOUTH,54.02302065,-6.26833367,22.360383,1281,787
147027 - KILLANNY,LOUTH,53.95609721,-6.61994707,20.75822,820,522
147028 - LOUTH,LOUTH,53.95165478,-6.52975936,22.150729,1573,952
147029 - MANSFIELDSTOWN,LOUTH,53.9106014,-6.48500505,16.500166,857,550
147030 - MONASTERBOICE,LOUTH,53.75146612,-6.43392652,23.60574,1373,887
147031 - MULLARY,LOUTH,53.78720397,-6.39772505,24.224222,1757,1239
147032 - RATHCOR,LOUTH,54.0191357,-6.21328567,25.776142,1374,805
147033 - RAVENSDALE,LOUTH,54.07214876,-6.32876187,25.595569,1016,582
147034 - WEST GATE,LOUTH,53.71561405,-6.35336967,2.138742,6305,3110
147035 - St. PETER'S,LOUTH,53.74297689,-6.35585541,38.930634,9721,6101
147036 - STABANNAN,LOUTH,53.87225169,-6.45352295,22.215732,619,395
147037 - TALLANSTOWN,LOUTH,53.91662506,-6.56902376,23.177862,1036,652
147038 - TERMONFECKIN,LOUTH,53.75896378,-6.29382934,29.003442,3545,2289
147039 - St. LAWRENCE GATE,LOUTH,53.71226172,-6.34530816,1.652044,4068,2257
147040 - DUNDALK No. 1 URBAN,LOUTH,54.0063683,-6.40535798,0.85359,2176,919
147041 - DUNDALK No. 2 URBAN,LOUTH,54.01342014,-6.39173373,1.898773,1140,536
147042 - DUNDALK No. 4 URBAN,LOUTH,54.00208002,-6.38585914,2.494432,6130,3433
147043 - St. MARY'S (PART),LOUTH,53.70954547,-6.3509426,2.893038,6859,4140
157001 - ACHILL,MAYO,53.98070847,-9.94939516,35.821399,845,371
157002 - ADDERGOOLE,MAYO,54.0097833,-9.30574904,53.260862,837,512
157003 - AGHAGOWER NORTH,MAYO,53.77877461,-9.45555878,22.479503,1008,641
157004 - AGHAGOWER SOUTH,MAYO,53.73722075,-9.43762854,23.06322,108,52
157005 - AGHAMORE,MAYO,53.82996313,-8.82229472,25.972893,618,326
157006 - AILLEMORE,MAYO,53.70814986,-9.87043124,30.232487,355,149
157007 - AN GEATA M�R THEAS,MAYO,54.14154072,-10.17947693,41.737674,980,378
157008 - AN GEATA M�R THUAIDH,MAYO,54.23463787,-10.05062079,43.144703,939,468
157009 - ARDAGH,MAYO,54.1137177,-9.27530867,19.1852,359,226
157010 - ARDNAREE NORTH,MAYO,54.13456887,-9.09872047,18.399724,966,606
157011 - ARDNAREE SOUTH RURAL,MAYO,54.10007375,-9.11737306,19.516894,3084,1907
157012 - ATTYMASS EAST,MAYO,54.04626475,-9.06425348,21.001724,383,209
157013 - ATTYMASS WEST,MAYO,54.04186067,-9.10545677,20.076481,236,125
157014 - BALLA,MAYO,53.81335275,-9.12080581,36.165131,1556,983
157015 - BALLINA RURAL,MAYO,54.12112385,-9.19113384,33.825588,2985,1661
157016 - BALLINA URBAN,MAYO,54.11195846,-9.15781966,2.729926,4144,1835
157017 - BALLINAFAD,MAYO,53.79171364,-9.17766458,21.913864,589,368
157018 - BALLINAMORE,MAYO,53.82962708,-9.05180379,19.768116,354,198
157019 - BALLINCHALLA,MAYO,53.62567096,-9.44925903,44.238786,220,116
157020 - BALLINDINE,MAYO,53.68306149,-8.94150313,22.279602,823,480
157021 - BALLINROBE,MAYO,53.63591837,-9.26656623,55.294094,3770,2185
157022 - BALLYCASTLE,MAYO,54.27540682,-9.3705122,63.855887,615,283
157023 - BALLYCROY NORTH,MAYO,54.06068522,-9.80363055,83.3769,303,142
157024 - BALLYCROY SOUTH,MAYO,53.99099889,-9.75964743,126.971248,333,141
157025 - BALLYHAUNIS,MAYO,53.74525589,-8.7679669,29.870191,3057,1560
157026 - BALLYHEAN,MAYO,53.77662649,-9.28626282,16.736791,588,392
157027 - BALLYHOWLY,MAYO,53.77599787,-8.93673623,21.786171,438,277
157028 - BALLYNAGORAHER,MAYO,53.98290418,-9.35665257,44.785992,354,205
157029 - BALLYOVEY,MAYO,53.69837044,-9.40439845,33.183801,206,97
157030 - BALLYSAKEERY,MAYO,54.17068508,-9.19498756,27.641134,613,377
157031 - BANGOR,MAYO,54.12792741,-9.75616117,46.516621,467,221
157032 - BARROOSKY,MAYO,54.23577941,-9.62526474,48.213002,100,50
157033 - BEKAN,MAYO,53.7616415,-8.83999207,35.305481,744,430
157034 - BELDERGMORE,MAYO,54.27160927,-9.53594762,79.68674,157,66
157035 - BELLAVARY,MAYO,53.88645312,-9.14781825,33.17809,1038,648
157036 - BELMULLET,MAYO,54.25163806,-9.95615313,45.355906,1954,972
157037 - BOHOLA,MAYO,53.90267122,-9.06902316,12.055083,310,187
157038 - BRACKLOON,MAYO,53.8970074,-8.93323064,30.603916,638,350
157039 - BREAGHWY,MAYO,53.82376334,-9.23916554,24.128512,1833,1096
157040 - BUNAVEELA,MAYO,54.02890625,-9.54297637,54.441827,81,33
157042 - BURREN,MAYO,53.8985226,-9.33287479,37.152097,312,198
157043 - BURRISCARRA,MAYO,53.71390307,-9.20553841,28.53234,423,240
157044 - CALLOW,MAYO,53.99158895,-9.01812423,31.028793,397,215
157045 - CAPPAGHDUFF,MAYO,53.65203902,-9.41308169,47.333522,372,191
157046 - CARAUN,MAYO,53.71789812,-8.93071136,22.862978,367,245
157047 - CARROWMORE,MAYO,54.07360803,-9.20705188,33.772839,909,567
157048 - CASTLEBAR RURAL,MAYO,53.85447625,-9.31431684,40.858981,7308,4693
157049 - CASTLEBAR URBAN,MAYO,53.85449177,-9.29867888,4.003926,6163,2846
157050 - CLARE ISLAND,MAYO,53.7537562,-10.04130381,22.826518,210,114
157051 - CLAREMORRIS,MAYO,53.73161079,-9.0035746,22.903483,4308,2559
157052 - CLOGHER,MAYO,53.76727525,-9.23697878,20.511298,551,316
157053 - CLOGHER,MAYO,53.82314436,-9.45825876,22.073715,873,539
157054 - CLOGHERMORE,MAYO,53.71896663,-9.08715757,13.585596,161,90
157055 - CLOONKEEN,MAYO,53.80403005,-9.33382435,27.065069,795,468
157056 - CLOONMORE,MAYO,53.97164193,-8.68457506,30.969321,438,195
157057 - CONG,MAYO,53.55433291,-9.26523629,35.876845,864,477
157058 - COOLNAHA,MAYO,53.81486424,-8.76520003,23.362171,511,297
157059 - COONARD,MAYO,53.67095632,-9.06281548,18.130463,272,140
157060 - CORRAUN,MAYO,53.91191478,-9.85892301,74.052398,673,282
157061 - COURSE,MAYO,53.72425964,-8.74338523,25.331184,415,220
157062 - CROAGHMOYLE,MAYO,53.9220784,-9.39670719,31.455615,172,82
157063 - CROAGHPATRICK,MAYO,53.76359944,-9.6242038,29.313922,578,349
157064 - CROSSBOYNE,MAYO,53.68548028,-9.00014398,13.889231,580,381
157065 - CROSSMOLINA NORTH,MAYO,54.1188172,-9.36622516,28.262706,1061,597
157066 - CROSSMOLINA SOUTH,MAYO,54.06764817,-9.31250779,38.676623,824,456
157067 - CUILDOO,MAYO,53.97726685,-8.97738998,22.033134,349,161
157068 - CULNACLEHA,MAYO,53.70907653,-8.84251717,29.198692,460,260
157069 - DALGAN,MAYO,53.5589461,-9.08193569,35.338503,1117,636
157070 - DEEL,MAYO,54.08784818,-9.42026536,43.064561,481,257
157071 - DERRY,MAYO,54.06863418,-9.48367194,65.489281,175,80
157072 - DERRYLOUGHAN,MAYO,53.88276791,-9.53544369,28.422724,690,423
157073 - DOOCASTLE,MAYO,53.99444839,-8.64346485,36.303324,366,179
157074 - DOOEGA,MAYO,53.90904549,-9.98922461,41.932988,623,227
157075 - DRUMMIN,MAYO,53.69160979,-9.63956303,54.795117,181,100
157076 - EMLAGH,MAYO,53.74028697,-9.84536759,26.350691,325,167
157077 - ERRIFF,MAYO,53.64170839,-9.61821054,82.528768,122,58
157078 - FORTLAND,MAYO,54.14169,-9.28503396,24.536462,564,322
157079 - GARRYMORE,MAYO,53.65205044,-9.01134809,24.847596,460,250
157080 - GLENAMOY,MAYO,54.21767002,-9.72753203,57.876255,215,90
157081 - GLENCASTLE,MAYO,54.17511849,-9.91521151,36.805042,493,241
157083 - GLENHEST,MAYO,53.95246808,-9.44151063,45.833943,248,124
157084 - GOOLAMORE,MAYO,54.14486995,-9.81639757,36.473705,135,57
157085 - HOLLYMOUNT,MAYO,53.65013798,-9.14211867,34.872129,799,472
157086 - HOUNDSWOOD,MAYO,53.52830144,-9.20593694,31.872796,646,363
157087 - ISLANDEADY,MAYO,53.84612974,-9.40539973,42.001235,1001,629
157088 - KILBEAGH,MAYO,53.93579047,-8.75972773,38.755721,1006,533
157089 - KILCOLMAN,MAYO,53.77446574,-9.01952459,20.325126,459,291
157090 - KILCOMMON,MAYO,53.61332546,-9.05448126,39.653638,663,412
157091 - KILFIAN EAST,MAYO,54.18946234,-9.34224295,24.762697,240,133
157092 - KILFIAN SOUTH,MAYO,54.15326606,-9.44262749,74.64987,250,126
157093 - KILFIAN WEST,MAYO,54.20797402,-9.44910404,86.420599,109,41
157094 - KILGARVAN,MAYO,54.11482681,-8.9927795,55.077019,747,410
157095 - KILGEEVER,MAYO,53.69287743,-9.76079977,61.668062,108,52
157096 - KILKELLY,MAYO,53.86812886,-8.87673253,40.782523,911,482
157097 - KILLALA,MAYO,54.21774095,-9.25542651,41.170828,1256,673
157098 - KILLAVALLY,MAYO,53.76588721,-9.3421537,23.486404,485,303
157099 - KILLEDAN,MAYO,53.87925443,-9.00747751,24.959496,693,397
157100 - KILMACLASSER,MAYO,53.87135358,-9.49267463,23.522411,639,387
157101 - KILMAINE,MAYO,53.595765,-9.13414232,40.075577,960,531
157102 - KILMEENA,MAYO,53.83289638,-9.58627256,36.164897,1512,946
157103 - KILMOVEE,MAYO,53.89790596,-8.68686569,32.686797,654,356
157104 - KILSALLAGH,MAYO,53.74496205,-9.6896282,36.766485,531,315
157105 - KILTAMAGH,MAYO,53.84168231,-8.97987136,18.920868,1424,790
157106 - KILVINE,MAYO,53.67408434,-8.87437228,26.690221,621,354
157107 - KNAPPAGH,MAYO,53.75441967,-9.53065534,25.720919,766,475
157108 - KNOCK NORTH,MAYO,53.81308226,-8.927767,26.758935,972,444
157109 - KNOCK SOUTH,MAYO,53.78120167,-8.87811119,27.213376,748,302
157110 - KNOCKADAFF,MAYO,54.32619928,-9.79968372,33.157807,337,146
157111 - KNOCKNALOWER,MAYO,54.24175494,-9.81474171,46.534848,757,325
157112 - LACKAN NORTH,MAYO,54.29543665,-9.31139045,34.819369,305,155
157113 - LACKAN SOUTH,MAYO,54.2526479,-9.25133275,20.243818,428,233
157114 - LETTERBRICK,MAYO,54.01635206,-9.42693928,34.9063,125,57
157115 - LOUGHANBOY,MAYO,53.77514201,-8.71926418,23.747504,335,177
157116 - LOUISBURGH,MAYO,53.7520609,-9.78581473,23.257613,958,492
157117 - MANULLA,MAYO,53.84421994,-9.17416183,30.903621,985,619
157118 - MAYO,MAYO,53.7636716,-9.08494754,26.882784,447,273
157119 - MEELICK,MAYO,53.92038201,-9.01852598,24.61437,565,286
157120 - MOUNT FALCON,MAYO,54.03541334,-9.18895952,37.933068,1259,717
157121 - MUINGNABO,MAYO,54.29716865,-9.69644618,63.295648,241,98
157122 - MUINGS,MAYO,54.19465582,-9.84077213,33.120864,221,99
157123 - MURNEEN,MAYO,53.78391647,-9.0012948,23.77974,356,213
157124 - NEALE,MAYO,53.5887033,-9.26220928,49.236262,786,472
157125 - NEWBROOK,MAYO,53.70325736,-9.17942255,37.243056,521,325
157126 - NEWPORT EAST,MAYO,53.91441431,-9.56493286,38.320671,1164,689
157127 - NEWPORT WEST,MAYO,53.91940984,-9.70060567,69.30042,810,395
157128 - OWENBRIN,MAYO,53.59461076,-9.46284755,60.292673,200,85
157129 - OWENNADORNAUN / BUNDORRAGHA,MAYO,53.64329955,-9.81217738,70.956723,180,70
157130 - PONTOON,MAYO,53.94926853,-9.24615791,49.590431,486,285
157131 - PORTROYAL,MAYO,53.6845622,-9.29176187,45.860009,561,328
157132 - RATHHILL,MAYO,54.10798869,-9.92797221,41.266678,712,301
157133 - RATHOMA,MAYO,54.17595565,-9.26238729,17.628234,217,117
157134 - ROSLEE,MAYO,53.7567843,-9.16705813,16.526976,432,246
157135 - SALLYMOUNT,MAYO,54.07558469,-9.04178285,29.360707,480,288
157136 - GLENCO / SHESKIN,MAYO,54.12454885,-9.63757803,163.253114,91,37
157137 - SHRULE,MAYO,53.50475238,-9.16453759,41.677315,1159,718
157138 - SLIEVEMAHANAGH,MAYO,53.70197913,-9.53043309,58.66359,454,277
157139 - SLIEVEMORE,MAYO,53.98412649,-10.12053693,71.97901,991,421
157140 - SONNAGH,MAYO,53.93511633,-8.84393891,39.463189,1166,570
157141 - SRAHEEN,MAYO,53.99249733,-9.16671541,25.931219,1145,635
157142 - SRAHMORE,MAYO,53.97880918,-9.57904305,85.960437,142,65
157143 - STRADE,MAYO,53.9314695,-9.14342526,35.547049,602,334
157144 - SWINEFORD,MAYO,53.94164105,-8.9349114,40.132543,2527,1199
157145 - TAGHEEN,MAYO,53.69758,-9.08106669,11.997218,168,99
157146 - TAWNYNAGRY,MAYO,53.73551671,-9.3424109,35.215213,352,218
157147 - TOOCANANAGH,MAYO,53.87034156,-9.06087628,16.1597,428,248
157148 - TOOMORE,MAYO,53.97227769,-9.08701245,35.55136,1591,858
157149 - TUMGESH,MAYO,53.99726933,-8.92031341,28.829088,366,168
157150 - TURLOUGH,MAYO,53.88656227,-9.2325392,31.168124,1446,932
157151 - URLAUR,MAYO,53.87225739,-8.77004034,40.803059,494,243
157152 - WESTPORT RURAL,MAYO,53.79132927,-9.52455626,13.675812,1521,988
157153 - WESTPORT URBAN,MAYO,53.79966975,-9.52189001,8.121215,5847,3007
157154 - ARDNAREE SOUTH URBAN,MAYO,54.11150598,-9.14402703,1.702242,2420,1166
167001 - ARDAGH,MEATH,53.88417279,-6.74330668,22.900571,644,390
167002 - ARDBRACCAN,MEATH,53.65237822,-6.75149765,38.662989,2076,1285
167003 - ARDCATH,MEATH,53.62722821,-6.39185941,43.437935,1949,1139
167004 - ARDMULCHAN,MEATH,53.64833026,-6.58901512,24.207585,979,627
167005 - ARDNAMULLAN,MEATH,53.44799312,-7.06312539,24.056603,864,489
167006 - ATHBOY,MEATH,53.62058997,-6.899078,19.985858,2588,1471
167007 - BALLINLOUGH,MEATH,53.74499939,-7.02255046,10.649938,215,134
167008 - BALLYBOGGAN,MEATH,53.42128542,-7.10568142,28.163871,528,300
167009 - BALLYCONNELL,MEATH,53.52370205,-6.87014859,25.308091,743,462
167010 - BALRATHBOYNE,MEATH,53.68764622,-6.86898533,15.554009,526,354
167011 - BECTIVE,MEATH,53.59841805,-6.71506566,20.3005,1119,746
167012 - BOHERBOY,MEATH,53.7243945,-6.96028195,10.927438,317,187
167013 - BURRY,MEATH,53.69820641,-6.92617021,14.927042,272,190
167014 - CARRICKLECK,MEATH,53.87780968,-6.79312961,18.052651,458,262
167015 - CASTLEJORDAN,MEATH,53.40833906,-7.13586371,15.559076,427,233
167016 - CASTLEKEERAN,MEATH,53.74972107,-6.98386193,16.135246,480,293
167017 - CASTLERICKARD,MEATH,53.47140606,-6.92176276,20.015155,2122,1392
167018 - CASTLETOWN,MEATH,53.77806269,-6.72112946,34.583734,995,594
167019 - CLOGHBRACK,MEATH,53.561756,-6.97663916,24.620716,502,307
167020 - CLONMACDUFF,MEATH,53.60908041,-6.79007345,13.759778,480,301
167021 - CROSSAKEEL,MEATH,53.71310847,-7.05835278,20.159198,511,270
167022 - CROSSKEYS,MEATH,53.69624609,-7.13815736,16.174905,325,207
167023 - CRUICETOWN,MEATH,53.80870043,-6.79428017,20.738716,402,261
167024 - CULMULLIN,MEATH,53.46186629,-6.59089535,36.620205,1142,688
167025 - DONAGHMORE,MEATH,53.4799123,-6.38391009,35.2302,11758,7394
167026 - DONAGHPATRICK,MEATH,53.71007187,-6.71310981,42.51761,1800,1167
167027 - DRUMCONDRA,MEATH,53.85797786,-6.65564861,46.415937,1303,727
167028 - DULEEK,MEATH,53.66096553,-6.43272063,40.349293,5565,3295
167029 - DUNBOYNE,MEATH,53.42650168,-6.4887391,57.2157,10094,6740
167030 - DUNSHAUGHLIN,MEATH,53.49498377,-6.5233259,43.164813,5840,3867
167031 - GALLOW,MEATH,53.44555393,-6.72608006,24.759314,961,611
167032 - GALTRIM,MEATH,53.53648254,-6.71166469,20.95313,736,471
167033 - GIRLEY,MEATH,53.66842497,-6.92770743,20.47176,364,224
167034 - GRANGEGEETH,MEATH,53.75550931,-6.52940353,26.304902,659,412
167035 - GRENNANSTOWN,MEATH,53.61634884,-6.94870448,24.931252,1259,797
167036 - HILL of DOWN,MEATH,53.4672792,-7.01623989,20.720054,550,324
167037 - INNFIELD,MEATH,53.42914774,-6.85307008,34.25106,4343,2732
167038 - JULIANSTOWN,MEATH,53.666564,-6.2961718,49.719148,10176,5994
167039 - CEANANNAS M�R RURAL,MEATH,53.72491611,-6.87238272,20.198969,4653,2721
167040 - CEANANNAS M�R URBAN,MEATH,53.72723944,-6.87827557,1.075654,2133,1012
167041 - KENTSTOWN,MEATH,53.62455573,-6.52592829,30.656979,2152,1365
167042 - KILBREW,MEATH,53.54334571,-6.46722658,33.332503,3635,2250
167043 - KILBRIDE,MEATH,53.59334172,-6.84109819,16.050817,468,314
167044 - KILCOOLY,MEATH,53.5754129,-6.7261994,16.540518,359,234
167045 - KILDALKEY,MEATH,53.55764637,-6.90107846,26.1753,1299,820
167046 - KILLACONNIGAN,MEATH,53.53081715,-6.95803712,26.289767,2234,1264
167047 - KILLALLON,MEATH,53.67418138,-7.05959557,25.342972,301,187
167048 - KILLARY,MEATH,53.79812163,-6.61594419,49.964738,1248,725
167049 - KILLEAGH,MEATH,53.76685558,-7.25728921,31.694737,427,242
167050 - KILLEEN,MEATH,53.53065491,-6.60772466,29.196806,1160,759
167051 - KILLYON,MEATH,53.48697482,-6.9871906,29.891748,532,344
167052 - KILMAINHAM,MEATH,53.84258709,-6.82553025,25.057546,778,412
167053 - KILMESSAN,MEATH,53.54037755,-6.66436991,25.534123,1560,942
167054 - KILMORE,MEATH,53.46144137,-6.64433578,37.667936,1589,1027
167055 - KILSKEER,MEATH,53.69510805,-6.98995111,15.656934,427,270
167056 - KNOCKLOUGH,MEATH,53.72337889,-7.09825331,16.688694,212,119
167057 - LARACOR,MEATH,53.516794,-6.76798362,21.530042,631,408
167058 - LOUGHAN,MEATH,53.7656822,-6.95027659,16.158197,399,231
167059 - MAPERATH,MEATH,53.76207593,-6.88460262,13.734906,472,266
167060 - MARTRY,MEATH,53.67179326,-6.80403445,16.737316,708,447
167061 - MELLIFONT,MEATH,53.72305441,-6.47368016,24.63582,541,344
167062 - MOYBOLGUE,MEATH,53.85602753,-6.87503172,11.204528,245,171
167063 - MOYLAGH,MEATH,53.72254052,-7.17762265,23.696442,395,242
